atmosphere,fbcount,fbscore,food,id,overall,reviewcount,selection,service
3.5,,,0,1176,72.5,2,3.625,3.75
4.875,,,4.333333333,1198,96.6666875,4,4.9375,4.6875
4.5,,,0,3598,92.50000833,6,4.666666667,4.708333333
4,,,5,2957,75,1,3.75,3.5
3.75,,,0,10847,80,1,4,4.25
4.25,,,0,2971,76.66665,1,3.75,3.5
4.25,,,4,1302,81.6666,1,3.75,4.25
4.25,,,0,3595,82.22223333,3,4.166666667,3.916666667
4.75,,,4.75,1382,93.3333,1,4.5,4.75
3.5,,,3,3070,53.3333,1,2.5,2
5,,,0,15271,89.9998,1,3.5,5
3.583333333,,,4,1423,72.77765,3,3,4.333333333
4,,,0,13981,80,1,4,4
3,,,3,1431,58.3332,1,2.25,3.5
3.5,,,4.75,2974,73.33325,1,3.25,4.25
4,,,4.5,13872,76.6665,1,3,4.5
4.5,,,0,17062,86.66655,1,3.75,4.75
3,,,4.75,2879,83.3335,1,5,4.5
5,,,0,61,93.3333,1,4.5,4.5
3.75,,,0,20824,81.66675,1,4.5,4
3.583333333,,,4,86,77.22225,3,4,4
4.75,,,0,17456,96.66665,1,4.75,5
4.5,,,4.75,13774,86.6667,1,4.5,4
3.833333333,,,0,2926,80.5557,3,4.75,3.5
4.25,,,4.25,8759,83.33335,1,4.25,4
3.5,,,0,4698,83.3334,1,4.5,4.5
2,,,3.5,12003,48.33385,1,5,0.25
2,,,3.5,6549,48.33385,1,5,0.25
2,,,3.5,6550,53.3338,1,5,1
4.25,,,4.25,14605,90,1,4.5,4.75
4,,,4,7155,90.0001,1,5,4.5
4.25,,,3.25,16716,78.33335,1,4,3.5
2.75,,,0,13464,61.666525,2,2.375,4.125
3.75,,,0,14561,79.99995,1,3.75,4.5
3.5,,,0,7180,78.3334,1,4.25,4
4,,,0,5373,86.6667,1,4.5,4.5
4.75,,,0,16711,91.66665,1,4.5,4.5
5,,,0,2927,100,1,5,5
4,,,0,14604,84.9999,1,3.75,5
4.25,,,0,17698,88.33325,1,4,5
3.875,,,4,441,83.3333875,4,4.4375,4.1875
3.25,,,0,4691,73.33335,1,3.75,4
5,,,0,14862,100,1,5,5
5,,,4,2907,100,1,5,5
2.25,,,3.75,6878,56.6668,2,3.5,2.75
4,,,4,12193,76.6667,1,4,3.5
3.25,,,4,4616,53.3331,1,1.5,3.25
4.25,,,4.5,5225,78.3333,1,3.75,3.75
4.083333333,,,3.625,546,81.11113333,3,4.166666667,3.916666667
4,,,5,10850,93.3334,1,5,5
3.916666667,,,4.5,2909,86.11125,3,5,4
4.25,,,0,13220,84.16655,2,3.625,4.75
4.25,,,4.25,13067,83.3333,1,4,4.25
4,,,0,10453,90,1,4.5,5
4,,,0,2890,71.6665,1,2.75,4
4,,,0,15016,90,1,4.5,5
3.75,,,0,2893,88.3334,1,4.75,4.75
4,,,4,2894,69.9998,1,2.5,4
4.75,,,0,5156,93.333325,2,4.625,4.625
4.166666667,,,4.2,859,84.44446667,6,4.333333333,4.166666667
4.25,,,4.166666667,2916,81.66685,3,5,3
4,,,4.5,16315,85,1,4.25,4.5
5,,,0,3777,96.6667,1,5,4.5
4.375,,,4.25,1107,86.666675,2,4.375,4.25
3.75,,,4,6586,76.66665,1,3.75,4
4.25,,,0,3964,65,1,3.25,2.25
4,,,4,14655,85.0001,1,4.75,4
4.5,,,0,14563,96.6667,1,5,5
4.25,,,0,6470,86.6667,1,4.5,4.25
4,,,0,1288,81.66665,1,4,4.25
4,,,0,2898,83.3334,1,4.5,4
4.333333333,,,4.25,3148,88.33335,3,4.5,4.416666667
5,,,0,2920,100,1,5,5
4.5,,,4.25,15643,86.66665,1,4.25,4.25
3.5,,,5,1401,83.3333,1,4,5
5,,,0,2923,100,1,5,5
4.375,,,0,2901,90.000025,2,4.625,4.5
3.75,,,0,16771,78.3333,1,3.75,4.25
4.25,,,0,746,85.000025,2,4.375,4.125
4.25,,,0,12728,73.33315,1,2.75,4
3.75,,,0,13679,88.33335,1,4.5,5
4.5,,,4.5,15062,87.22218333,3,4.166666667,4.416666667
4.25,,,4.25,17467,85,1,4.25,4.25
3,,,0,17790,81.6668,1,4.75,4.5
4.625,,,0,36,84.583175,4,3.4375,4.625
5,,,0,62,94.99995,1,4.5,4.75
4.5,,,0,17134,93.33335,1,4.75,4.75
3.75,,,0,17783,85.00005,1,4.5,4.5
4,,,4,183,76.6666,1,3.5,4
4.25,,,0,19718,90.00005,1,4.75,4.5
4.4375,,,3.25,192,88.333325,4,4.375,4.4375
4.25,,,3,11621,78.33325,1,3.5,4
4,,,4.5,7798,81.66661667,3,3.833333333,4.416666667
4.5,,,0,20374,90,1,4.5,4.5
4.875,,,3,279,98.33335,2,5,4.875
3.875,,,0,19000,82.500075,2,4.5,4
4.875,,,0,14547,94.166575,2,4.25,5
4.125,,,4.5,10620,81.6667,2,4.25,3.875
4,,,0,10621,70,1,3.5,3
4,,,0,20384,85.00005,1,4.5,4.25
4.666666667,,,4.75,11998,92.77778333,3,4.666666667,4.583333333
4.625,,,4.5,444,93.333375,2,4.875,4.5
4.375,,,4.416666667,8412,93.7500625,4,5,4.6875
3.75,,,0,7722,85.8334,2,4.625,4.5
4,,,0,10992,85.00005,1,4.5,4.25
4.25,,,0,20577,90,1,4.5,4.75
4.25,,,0,7344,85.000025,2,4.375,4.125
4,,,4,7032,86.6667,1,4.5,4.5
4.625,,,4.625,6625,84.9999,2,3.75,4.375
4.625,,,4,6498,86.6668,2,5,3.375
4.75,,,4,6704,93.33335,1,4.75,4.5
4.166666667,,,4.75,4017,81.11098333,3,3.416666667,4.583333333
3.75,,,0,16274,74.99995,1,3.5,4
4.5,,,4.5,19719,93.3334,1,5,4.5
5,,,0,8658,96.6666,1,4.5,5
3.625,,,0,4128,75.83345,2,4.375,3.375
4.4,,,4.583333333,824,86.33328,5,4.05,4.5
3.75,,,4.25,877,62.500075,2,3.5,2.125
4.5,,,5,6928,91.6666,1,4.25,5
5,,,4,20812,100,1,5,5
4,,,4.5,20036,90.0001,1,5,4.5
4.5,,,0,14546,89.9999,1,4,5
4.5,,,4.25,8606,85,1,4.25,4
4.5,,,3.5,13714,83.33325,1,3.75,4.25
3.5,,,0,4130,75.00005,1,4,3.75
4.375,,,4,1174,86.25,4,4.3125,4.25
4.6,,,4.2,1175,88.00006,5,4.7,3.9
4.75,,,4.5,6227,86.66655,1,3.75,4.5
4.5,,,0,20023,89.9999,1,4,5
4.5,,,3.75,11410,87.77768333,3,3.916666667,4.75
4.6875,,,4,1258,89.166625,4,4.25,4.4375
4,,,3.75,3437,81.11113333,3,4.166666667,4
3.75,,,0,20382,70,1,3.5,3.25
4,,,0,19717,81.66665,1,4,4.25
4.5,,,3.5625,1337,74.66655,5,3.15,3.55
4.25,,,0,12584,85,2,4.25,4.25
4,,,4,10665,85.00005,1,4.5,4.25
4.875,,,0,6097,85.833225,2,3.75,4.25
4.25,,,0,14341,86.66665,1,4.25,4.5
4.25,,,0,94,88.3333,1,4.25,4.75
4.75,,,0,136,89.9999,1,4,4.75
4.5,,,4,142,88.3333375,4,4.4375,4.3125
4.125,,,0,159,90.000025,2,4.625,4.75
4.375,,,0,9825,66.6666,2,3,2.625
4,,,0,20744,83.3333,1,4,4.5
4,,,0,9294,78.3333,1,3.75,4
4,,,0,491,83.3333,1,4,4.5
3.5,,,0,544,83.3334,1,4.5,4.5
4.25,,,4,10828,85.00005,1,4.5,4
3.916666667,,,0,718,83.8889,3,4.25,4.416666667
3.5,,,0,742,85.00015,1,5,4.25
4.5,,,4.25,20762,85,1,4.25,4
4,,,4.75,11229,83.3334,1,4.5,4
4.625,,,0,794,93.333325,2,4.625,4.75
4.375,,,4.375,869,90.833375,2,4.75,4.5
5,,,0,7417,93.333275,2,4.375,4.625
4.333333333,,,0,1061,88.33333333,3,4.416666667,4.5
4,,,0,10829,86.6667,1,4.5,4.5
4.5,,,4.25,20771,88.33335,1,4.5,4.25
4.875,,,4.75,6036,96.666675,2,4.875,4.75
4.5,,,0,18888,93.3334,1,5,4.5
3.75,,,4.5,685,71.66645,1,2.5,4.5
5,,,0,10511,100,1,5,5
4.5,,,4,7136,90,1,4.5,4.5
4.25,,,0,3113,71.66665,1,3.5,3
4.25,,,3.75,1374,83.3334,2,4.5,3.75
4,,,0,1375,86.6668,1,5,4
3.75,,,4,17724,80.00005,1,4.25,4
4.25,,,0,6011,86.66665,1,4.25,4.5
4,,,4.5,8403,83.33325,1,3.75,4.75
3.75,,,0,18491,85.00005,1,4.5,4.5
3.5,,,3.75,7923,71.6666,1,3.25,4
3.375,,,4.5,89,72.49995,2,3.375,4.125
4.5,,,0,9729,88.3333,1,4.25,4.5
4.25,,,0,10971,84.1666,2,3.875,4.5
3.875,,,0,10970,71.6668,2,4.25,2.625
4.416666667,,,4.5,125,87.22223333,3,4.416666667,4.25
4.5,,,4.5,8204,84.99985,1,3.5,4.75
4.75,,,4.75,9502,79.9998,1,3,4.25
4.25,,,4.5,10245,85,1,4.25,4.25
4.625,,,4.625,3746,91.666675,2,4.625,4.5
4,,,0,5407,76.66658333,3,3.416666667,4.083333333
4.75,,,4,16362,86.66665,1,4.25,4
3.25,,,2.5,6489,63.33325,1,2.75,3.5
3.833333333,,,4.125,202,73.88878333,3,3.166666667,4.083333333
4.5,,,5,16365,86.66675,1,4.75,3.75
3,,,0,10755,63.33325,1,2.75,3.75
4,,,0,6009,66.6664,1,2,4
3.5,,,3.75,9785,68.33325,1,3,3.75
4.35,,,4.75,5942,85.33335,5,4.35,4.1
3.75,,,3.75,8394,71.66655,1,3,4
4,,,3.75,5945,79.99995,4,3.75,4.25
3.5,,,4.125,286,76.11113333,3,3.916666667,4
4.25,,,4,6028,78.33325,1,3.5,4
3.75,,,4,6010,68.33325,1,3,3.5
3,,,0,10490,58.33315,1,2,3.75
4,,,4,10856,81.66665,1,4,4.25
3.75,,,4.166666667,408,70.6666,5,3.2,3.65
3.5,,,0,6012,80,1,4,4.5
4.5,,,4,6412,88.33335,1,4.5,4.25
3.75,,,4,5871,87.5001,2,4.875,4.5
5,,,0,17723,78.33315,1,3,3.75
4,,,3.875,5313,75.833275,2,3.5,3.875
4.05,,,4.5,506,76.33326,5,3.45,3.95
4.166666667,,,4.083333333,538,88.88891667,3,4.583333333,4.583333333
4.45,,,3.75,5278,79.99987,5,3.35,4.2
4,,,4.5,14744,74.99995,1,3.5,3.75
4.25,,,0,8107,86.6666,1,4,4.75
4,,,4.75,8395,68.33315,1,2.5,3.75
4.5,,,0,16367,89.9999,1,4,5
4.875,,,0,13446,94.166625,2,4.5,4.75
4,,,4.25,6049,76.6665,1,3,4.5
4.75,,,4,7402,88.33335,1,4.5,4
4.5,,,4,7411,85.00005,1,4.5,3.75
3.5,,,3.75,870,63.33345,2,3.75,2.25
5,,,4.5,17755,88.3332,1,3.75,4.5
4.375,,,4.75,5944,79.16655,2,3.375,4.125
4.75,,,0,17509,94.99995,1,4.5,5
3.75,,,2,12435,78.33335,1,4,4
3.5,,,0,19807,78.33335,1,4,4.25
3.5,,,0,6881,75.0001,2,4.25,3.5
3.75,,,4.5,7381,76.6666,1,3.5,4.25
4,,,3.5,12434,78.3334,1,4.25,3.5
5,,,4.5,5303,93.3334,1,5,4
4,,,0,5949,88.33335,1,4.5,4.75
3.5,,,3.5,5948,69.99995,1,3.25,3.75
4.75,,,4.875,5941,95.833325,2,4.75,4.875
5,,,0,1142,94.16655,2,4.125,5
4.5,,,4,6035,83.33325,1,3.75,4.25
4.25,,,0,7413,78.33325,1,3.5,4
4,,,0,6050,74.99995,1,3.5,3.75
4.25,,,4.25,5286,90.00005,1,4.75,4.5
4.416666667,,,4.5,1208,87.77778333,3,4.416666667,4.333333333
2.833333333,,,0,9924,64.99988333,3,2.666666667,4.25
4.5,,,4.25,5943,86.6667,1,4.5,4
3.75,,,4,9918,81.6667,1,4.25,4.25
4.5,,,4.5,19808,88.33335,1,4.5,4.25
4.25,,,4.5,14865,86.666675,2,4.375,4.375
4.3125,,,3.75,1342,81.2499875,4,4,3.875
5,,,4.5,17577,91.6665,1,3.75,5
4,,,0,10491,81.66665,1,4,4.25
4.25,,,0,8781,86.66675,1,4.75,4
3.75,,,4,7197,79.00013,5,4.6,3.5
3.75,,,0,14378,85.00005,1,4.5,4.5
4,,,0,44,73.3332,1,3,4
3.75,,,4,6497,74.9999,1,3.25,4.25
4.5,,,0,18251,88.3333,1,4.25,4.5
3,,,3.75,6496,71.6667,1,3.75,4
4.5,,,0,17147,91.6667,1,4.75,4.5
3.375,,,3.5,409,71.6666,2,3.25,4.125
4,,,4,453,80,1,4,4
0.25,,,0,675,5,1,0.25,0.25
4.875,,,4.125,815,94.166675,2,4.75,4.5
3.75,,,3.75,865,78.33335,1,4,4
4.125,,,4.0625,1018,82.22224167,6,4.208333333,4
4.1875,,,3.5,1067,84.1666875,4,4.3125,4.125
4.5,,,0,15532,93.33335,1,4.75,4.75
3.5,,,0,1350,76.6668,1,4.5,3.5
3.75,,,3.875,1429,71.11108333,3,3.416666667,3.5
3.5,,,0,45,75.0001,1,4.25,3.5
4.25,,,4.5,13576,78.33335,1,4,3.5
4.75,,,3.75,14464,93.33335,1,4.75,4.5
4,,,0,14317,85,1,4.25,4.5
4,,,0,14856,83.3333,1,4,4.5
4.5,,,0,331,88.33335,1,4.5,4.25
4,,,3.5,16486,69.9999,1,3,3.5
4.5,,,4.5,4550,83.33315,1,3.25,4.75
3.75,,,0,7851,80,1,4,4.25
3.75,,,0,16561,83.33345,1,4.75,4
4.5,,,4.5,483,88.333325,2,4.375,4.375
4.25,,,4.25,12314,88.33335,1,4.5,4.5
4.083333333,,,4.083333333,575,78.88886667,3,3.833333333,3.916666667
3.5,,,4,14963,76.6667,1,4,4
4.25,,,4.333333333,11129,88.33335,3,4.5,4.5
4.166666667,,,4,677,79.99996667,3,3.833333333,4
4,,,4,1616,85,1,4.25,4.5
4.5,,,3.625,777,81.6666,2,3.75,4
4.5,,,0,11380,96.6667,1,5,5
4.75,,,4.5,970,86.6665,1,3.5,4.75
4.25,,,0,14277,90,1,4.5,4.75
3.5,,,3.875,1011,68.333325,2,3.375,3.375
4.5,,,4.75,10518,93.33335,1,4.75,4.75
3.75,,,0,12498,86.66665,1,4.25,5
4.5,,,0,11695,91.66665,1,4.5,4.75
4.4,,,4.4,1194,86.33334,5,4.35,4.2
4,,,4,13604,90.0001,1,5,4.5
4.5,,,4,9770,84.166675,2,4.25,3.875
4.125,,,3.875,1338,79.166725,2,4.25,3.5
4.416666667,,,4,1345,85.55555,3,4.25,4.166666667
4.25,,,3.625,1353,76.666675,2,3.875,3.375
3.5,,,3.5,11994,78.33335,1,4,4.25
4.75,,,0,18435,93.3333,2,4.5,4.75
3.5,,,0,18178,83.3334,1,4.5,4.5
5,,,2,17663,80.0002,1,5,2
3.8125,,,3.875,169,70.833325,4,3.5,3.3125
4.375,,,3.75,16485,89.16665,2,4.375,4.625
5,,,4,19269,95.00005,1,5,4.25
3.5,,,3.75,19308,80,1,4,4.5
3.75,,,4.333333333,277,82.22226667,3,4.333333333,4.25
3.25,,,2.5,13979,58.33315,1,2,3.5
4.5,,,0,413,86.6667,1,4.5,4
4.5,,,0,421,84.166575,2,3.75,4.375
4.083333333,,,4.34375,591,88.1482,9,4.666666667,4.472222222
5,,,0,9625,98.33335,1,5,4.75
2.5,,,4.5,656,46.6666,1,2,2.5
3.5,,,0,10401,90.0001,1,5,5
4.3,,,3.6875,712,82.99996,5,3.95,4.2
1.5,,,0,13076,45.833675,2,4,1.375
4.4,,,3.75,9624,88.6667,5,4.6,4.3
3.5,,,0,10741,70.0001,1,4,3
3.25,,,4,14198,80.00005,2,4.25,4.5
4,,,3.75,19081,81.6667,1,4.25,4
4,,,4,19813,85.00015,1,5,3.75
5,,,0,19270,100,1,5,5
3.5,,,0,15592,60,1,3,2.5
4.05,,,4,1165,86.66674,5,4.7,4.25
3.25,,,0,1166,71.66665,1,3.5,4
4.1,,,3.75,1184,84.00001,5,4.25,4.25
4.375,,,4.25,1199,84.166625,4,4,4.25
1.5,,,2,10220,40.00045,1,4.25,0.25
3.666666667,,,4.166666667,3156,82.77778333,3,4.166666667,4.583333333
4.5,,,4,1323,90,1,4.5,4.5
4.125,,,4,1334,79.166675,2,4,3.75
3.75,,,4.25,1356,85.00015,1,5,4
4.5,,,5,5377,91.6667,1,4.75,4.5
2,,,0,5507,36.6667,1,2,1.5
3.8,,,4,1400,72.66665,5,3.55,3.55
3.75,,,0,10403,70,1,3.5,3.25
4,,,4,1587,76.6666,1,3.5,4
4.25,,,0,18316,86.66665,1,4.25,4.5
4.25,,,4,18538,86.66665,1,4.25,4.5
4.25,,,0,9726,86.66665,1,4.25,4.5
4,,,4,10,80,1,4,4
3.75,,,0,11391,76.66665,1,3.75,4
4,,,0,6555,78.3333,1,3.75,4
3.25,,,0,15463,71.66655,1,3,4.5
3.75,,,4.25,11771,81.666675,2,4.125,4.375
4.5,,,0,1593,80.0001,1,4.5,3
4,,,0,18920,85,1,4.25,4.5
4,,,0,12020,74.99995,1,3.5,3.75
2,,,0,1620,39.9998,1,1,3
4.5,,,0,6539,93.3334,1,5,4.5
4.25,,,0,6194,81.66655,1,3.5,4.5
5,,,0,1718,100,1,5,5
4,,,0,18537,86.66665,1,4.25,4.75
4.5,,,4,19572,90,1,4.5,4.5
4,,,0,5345,76.6665,1,3,4.5
3.25,,,0,19287,74.99995,1,3.5,4.5
4.5,,,0,16517,86.6666,1,4,4.5
4.333333333,,,4.166666667,156,83.8889,3,4.25,4
4.375,,,3.75,3346,88.333375,2,4.625,4.25
3.625,,,0,171,73.333325,2,3.625,3.75
4,,,0,5179,90,1,4.5,5
3.375,,,3.25,6192,72.500025,2,3.75,3.75
5,,,0,1627,64.99995,1,3,1.75
4.458333333,,,4.25,215,89.1667,6,4.625,4.291666667
3.875,,,4.125,219,75.8332,2,3.125,4.375
5,,,0,5199,96.6666,1,4.5,5
3.25,,,0,18112,73.33325,1,3.25,4.5
4,,,0,15555,80.8333,2,3.875,4.25
4.5,,,0,226,89.1667,4,4.625,4.25
4.25,,,4.5,228,87.500025,2,4.5,4.375
4.75,,,0,236,88.33325,1,4,4.5
3.5,,,0,1629,71.66675,1,4,3.25
4,,,4.5,12986,66.6664,1,2,4
3.75,,,0,5180,74.16645,2,2.625,4.75
4.3125,,,4.125,244,80.000025,4,4.125,3.5625
4.5,,,4,5346,76.6665,1,3,4
4.75,,,0,17846,93.33335,1,4.75,4.5
4.375,,,4.375,9884,86.666675,2,4.375,4.25
4.25,,,0,18315,81.66665,2,4,4
4,,,0,312,83.3334,1,4.5,4
4.083333333,,,0,314,86.11108333,3,4.166666667,4.666666667
3.5,,,0,14486,75,1,3.75,4
4,,,0,18514,79.99995,1,3.75,4.25
4,,,0,13293,81.66665,1,4,4.25
4.25,,,3,6909,81.6667,1,4.25,3.75
3,,,0,336,76.6667,1,4,4.5
4.25,,,0,1637,86.6667,1,4.5,4.25
3.5,,,3.625,7056,80.000125,2,4.625,3.875
3.375,,,4.125,6880,62.500175,2,4,2
4.5,,,4.125,6456,85.00005,2,4.5,3.75
3,,,3,363,53.3333,1,2.5,2.5
4.5,,,4,11191,86.6667,1,4.5,4
5,,,0,14980,96.6666,1,4.5,5
4.5,,,0,9810,86.6667,1,4.5,4
3.5,,,3.25,404,67.2221,3,2.75,3.833333333
4.416666667,,,4.625,405,89.44445,3,4.5,4.5
4.5,,,4.4375,5544,85.4165625,4,3.75,4.5625
3.75,,,0,18884,83.33335,1,4.25,4.5
2,,,0,15464,44.9999,2,1.75,3
3.25,,,0,450,80,1,4,4.75
4.5,,,4.75,1647,75.833125,2,2.75,4.125
3.5,,,0,17981,73.33335,1,3.75,3.75
3.75,,,3,1648,80.00005,2,4.25,4
4.333333333,,,4.5,489,77.2221,3,3.25,4
4.375,,,3.5,1649,87.50005,2,4.625,4.125
3.5,,,0,14478,83.33335,1,4.25,4.75
4.5,,,0,12405,96.6667,1,5,5
3.25,,,0,15968,76.66665,1,3.75,4.5
4,,,0,11617,78.3333,1,3.75,4
4.5,,,0,19869,91.66665,1,4.5,4.75
3.5,,,0,18689,71.66665,1,3.5,3.75
4.25,,,0,15467,73.3331,1,2.5,4.25
3.5,,,4,1658,70,1,3.5,3.5
3.8,,,2.8125,1659,72,5,3.6,3.4
3.5,,,1.5,580,66.6666,1,3,3.5
4.125,,,0,1662,73.3335,2,4.5,2.375
3.5,,,0,17504,83.33335,1,4.25,4.75
4,,,0,5501,86.666725,2,4.625,4.375
2.875,,,3.375,1664,68.33345,2,4,3.375
4.166666667,,,3,649,82.77771667,3,3.833333333,4.416666667
4.375,,,0,676,83.33335,2,4.25,3.875
2,,,0,1666,50,1,2.5,3
3.625,,,3.375,694,70,2,3.5,3.375
4.5,,,0,6554,88.33335,1,4.5,4.25
4.4,,,3.625,709,90.33335,5,4.6,4.55
3.375,,,0,10858,71.666675,2,3.625,3.75
4,,,4,736,86.6668,1,5,4
4.5,,,0,740,90,1,4.5,4.5
4,,,0,19220,86.66665,1,4.25,4.75
4.25,,,4.5,6911,71.66645,1,2.5,4
3.25,,,0,14374,68.33325,1,3,4
3.75,,,3.75,10930,76.6666,1,3.5,4.25
2.5,,,0,1673,49.9999,1,2,3
4.166666667,,,4.083333333,814,81.11103333,3,3.666666667,4.333333333
4.5,,,0,819,86.11111667,3,4.333333333,4.083333333
3.25,,,3,1676,53.8888,3,2.25,2.583333333
3.875,,,0,849,83.333375,2,4.375,4.25
3.75,,,0,18470,78.3333,1,3.75,4.25
4.125,,,0,18513,79.166575,2,3.5,4.25
4.25,,,0,18512,90,1,4.5,4.75
2.75,,,0,1745,64.166775,2,3.75,3.125
2.25,,,0,15908,66.66675,1,3.75,4
2.5,,,0,16981,73.3334,1,4,4.5
5,,,0,841,100,1,5,5
3,,,0,19225,75.00005,1,4,4.25
3.75,,,0,18511,78.3333,1,3.75,4.25
2.75,,,2.5,18535,51.66655,1,2,3
4.25,,,3.5,989,83.33335,2,4.25,4
3.333333333,,,1.5,1682,76.66678333,3,4.416666667,3.75
4.25,,,4,9883,83.33335,2,4.25,4
2,,,0,1747,58.3336,2,4.25,2.5
3.75,,,0,14389,76.66665,1,3.75,4
4.25,,,0,19226,83.3333,1,4,4.25
4,,,3.75,15469,63.3334,1,3.5,2
4.5,,,3.5,1128,91.6667,2,4.75,4.5
4.125,,,4,1131,82.500025,2,4.25,4
3.75,,,0,17982,81.66665,1,4,4.5
4.25,,,4.25,1147,81.66663333,3,3.916666667,4.083333333
2,,,0,6989,34.9999,2,1.25,2
4.25,,,0,17794,88.3334,1,4.75,4.25
4,,,0,7918,83.3334,1,4.5,4
3.75,,,0,17152,74.99995,1,3.5,4
2,,,0,1212,66.6668,1,4,4
3.75,,,3,1245,74.9999,1,3.25,4.25
4.625,,,4,1251,93.33335,2,4.75,4.625
3.75,,,0,19227,83.33335,1,4.25,4.5
3,,,3.25,1692,51.6665,1,1.75,3
3.5,,,4.25,1612,70.00015,1,4.25,2.75
4.5,,,5,1695,81.6666,1,3.75,4
5,,,0,1696,93.3332,1,4,5
4,,,0,1698,71.6667,1,3.75,3
3.75,,,0,1300,51.66635,1,1,3
4.25,,,4.25,6836,76.66655,1,3.25,4
3.5,,,4,14246,71.6667,1,3.75,3.5
3.75,,,0,18883,86.66675,1,4.75,4.5
2.5,,,3,1702,56.66675,1,3.25,2.75
4.625,,,2.5,12995,84.166575,2,3.75,4.25
4.75,,,5,2935,89.99995,1,4.25,4.5
3.5,,,0,15870,82.49995,2,3.875,5
4,,,0,9655,86.66665,1,4.25,4.75
4,,,4.75,16002,83.3334,1,4.5,4
4,,,0,6917,73.33315,1,2.75,4.25
3.75,,,0,1387,75,1,3.75,3.75
4,,,0,7631,77.22211667,3,3.333333333,4.25
4,,,4.25,15307,79.99995,1,3.75,4.25
2.75,,,0,1748,55,1,2.75,2.75
4,,,0,6465,93.3334,1,5,5
4.25,,,0,19369,78.3333,1,3.75,3.75
2,,,0,2786,63.3333,1,3,4.5
4,,,4,2787,81.6667,1,4.25,4
4.25,,,0,2866,85.833325,2,4.25,4.375
4.5,,,0,2865,80.0001,3,4.5,3
4,,,4.25,5543,85.833325,2,4.25,4.625
4,,,4,13581,80,1,4,4
4,,,3.75,55,82.91665,4,4.0625,4.375
4.125,,,4,56,85.833275,2,4,4.75
4.75,,,0,8785,97.500025,2,5,4.875
4.25,,,0,11329,88.3333,1,4.25,4.75
4,,,4,3663,81.66665,1,4,4.25
4.125,,,4.25,2789,83.3334,4,4.5,3.875
4.25,,,4,2790,83.333325,2,4.125,4.125
4.5,,,0,15793,90,1,4.5,4.5
5,,,0,13259,100,1,5,5
4.75,,,0,10542,97.5,2,4.875,5
3.5,,,0,392,78.333425,4,4.375,3.875
3.5,,,0,15401,69.9999,1,3,4
4.25,,,4.75,16335,86.6667,1,4.5,4.25
5,,,0,14595,100,1,5,5
5,,,4.25,10134,94.9999,2,4.25,5
4.5,,,0,2844,94.16665,2,4.625,5
5,,,4.5,6016,94.9999,1,4.25,5
4,,,4.5,2794,83.3334,1,4.5,4
4.25,,,4.5,8742,83.33325,1,3.75,4.5
4,,,4,2795,87.500025,2,4.5,4.625
4.75,,,0,3899,94.999975,2,4.625,4.875
3.75,,,0,17623,81.6667,1,4.25,4.25
4.5,,,4.5,10830,84.9999,1,3.75,4.5
4,,,0,3086,49.9997,1,1,2.5
4.25,,,0,3831,90.00005,1,4.75,4.5
4,,,4.5,2797,73.3332,1,3,4
4,,,4.25,3125,74.9999,1,3.25,4
3.5,,,3,3126,66.6666,1,3,3.5
5,,,0,263,93.3332,1,4,5
4.125,,,4.0625,264,82.08335,4,4.1875,4
4,,,0,265,78.33325,1,3.5,4.25
4,,,0,18801,81.6667,1,4.25,4
4.25,,,0,5523,89.99995,1,4.25,5
4.5,,,4,11582,89.9999,1,4,5
4.5,,,0,6029,91.6666,1,4.25,5
4.833333333,,,0,2847,93.8889,3,4.75,4.5
4.75,,,4.25,2800,91.6667,1,4.75,4.25
4,,,2.5,5937,60.0001,1,3.5,1.5
4.375,,,0,2848,81.66665,2,4,3.875
3.75,,,4,14800,76.66665,1,3.75,4
4,,,0,18421,83.3333,1,4,4.5
4,,,0,2867,86.6666,1,4,5
4,,,0,2849,80,1,4,4
4.75,,,0,11431,89.166525,2,3.75,4.875
4,,,4.25,5348,85,1,4.25,4.5
4.5,,,0,5542,93.3334,1,5,4.5
4,,,0,2802,80.00005,1,4.25,3.75
4.5,,,4.75,11133,76.6664,1,2.5,4.5
4,,,3.5,2805,83.3334,1,4.5,4
4.2,,,3.4,2806,87.00006,5,4.65,4.2
4.46875,,,4.107142857,454,88.12501875,8,4.5,4.25
4,,,3,3074,71.6666,1,3.25,3.5
4.166666667,,,0,473,87.22225,3,4.5,4.416666667
4.5,,,0,14265,86.6666,1,4,4.5
4.25,,,4.1875,476,85.4166375,4,4.125,4.4375
4.5,,,0,15417,90,1,4.5,4.5
3,,,0,12100,66.6666,1,3,4
5,,,0,2850,100,1,5,5
4,,,0,2851,86.6666,1,4,5
4.166666667,,,0,548,87.22221667,3,4.333333333,4.583333333
4,,,0,2852,81.6667,1,4.25,4
4.5,,,0,2853,89.9999,1,4,5
5,,,0,12519,98.3333,1,4.75,5
4,,,0,584,93.3334,1,5,5
5,,,4.5,2810,86.6665,1,3.5,4.5
4,,,0,5100,83.33345,1,4.75,3.75
4.5,,,0,8745,84.9999,1,3.75,4.5
4,,,0,2811,84.99995,1,4,4.75
4.666666667,,,4.75,648,86.1111,3,4.25,4
4.25,,,4.75,6154,89.99995,1,4.25,5
4.25,,,5,11657,83.3333,2,4,4.25
4.5,,,5,9432,58.33355,1,4,0.25
4.75,,,0,9978,93.33325,3,4.25,5
