"id","city","state_code","state_name"
"24,274",Hemet,CA,California
"24,275",Danbury,TX,Texas
"24,276",Lake Luzerne,NY,New York
"24,277",Ingomar,MT,Montana
"24,278",Barstow,CA,California
"24,279",Goldendale,WA,Washington
"24,280",Middleville,NJ,New Jersey
"24,281",Chester,NE,Nebraska
"24,282",Buffalo Prairie,IL,Illinois
"24,283",Mount Olive,MS,Mississippi
"24,284",Webb City,MO,Missouri
"24,285",Arlington,TN,Tennessee
"24,286",Hernando,MS,Mississippi
"24,287",Sackets Harbor,NY,New York
"24,288",Picture Rocks,PA,Pennsylvania
"24,289",Buena Vista,GA,Georgia
"24,290",Garnerville,NY,New York
"24,291",Lenhartsville,PA,Pennsylvania
"24,292",Wellsburg,NY,New York
"24,293",Crumrod,AR,Arkansas
"24,294",Etowah,TN,Tennessee
"24,295",Big Creek,KY,Kentucky
"24,296",Odonnell,TX,Texas
"24,297",Crockett,CA,California
"24,298",Harrison,ME,Maine
"24,299",Buffalo,TX,Texas
"24,300",Teton Village,WY,Wyoming
"24,301",Powers,OR,Oregon
"24,302",Foley,AL,Alabama
"24,303",Port Jervis,NY,New York
"24,304",Naylor,GA,Georgia
"24,305",Whately,MA,Massachusetts
"24,306",Delphi,IN,Indiana
"24,307",Albany,CA,California
"24,308",Corning,AR,Arkansas
"24,309",Walnut Ridge,AR,Arkansas
"24,310",Pattison,MS,Mississippi
"24,311",Sextonville,WI,Wisconsin
"24,312",Arlington,VT,Vermont
"24,313",Wakefield,VA,Virginia
"24,314",Climbing Hill,IA,Iowa
"24,315",Sterling,NY,New York
"24,316",Windsor Locks,CT,Connecticut
"24,317",Silver City,IA,Iowa
"24,318",Brookville,OH,Ohio
"24,319",McDonald,OH,Ohio
"24,320",Skokie,IL,Illinois
"24,321",Satsuma,AL,Alabama
"24,322",Wayne,ME,Maine
"24,323",Keensburg,IL,Illinois
"24,324",Murray,KY,Kentucky
"24,325",Longleaf,LA,Louisiana
"24,326",Schnecksville,PA,Pennsylvania
"24,327",Mexico,ME,Maine
"24,328",Glencoe,AR,Arkansas
"24,329",Copiague,NY,New York
"24,330",Muncie,IN,Indiana
"24,331",Stafford,OH,Ohio
"24,332",Trade,TN,Tennessee
"24,333",Pope,MS,Mississippi
"24,334",Jamul,CA,California
"24,335",Stillwater,OK,Oklahoma
"24,336",Loudonville,OH,Ohio
"24,337",Preble,IN,Indiana
"24,338",Hot Springs,NC,North Carolina
"24,339",Tribes Hill,NY,New York
"24,340",Shawboro,NC,North Carolina
"24,341",High Bridge,NJ,New Jersey
"24,342",Brainard,NY,New York
"24,343",Brunswick,NC,North Carolina
"24,344",Jones,OK,Oklahoma
"24,345",Menges Mills,PA,Pennsylvania
"24,346",Stinson Lake,NH,New Hampshire
"24,347",Orange,TX,Texas
"24,348",Pembina,ND,North Dakota
"24,349",Stilwell,KS,Kansas
"24,350",Blanco,TX,Texas
"24,351",Cape Porpoise,ME,Maine
"24,352",Saint Johns,PA,Pennsylvania
"24,353",Fischer,TX,Texas
"24,354",Collins,MS,Mississippi
"24,355",Roxton,TX,Texas
"24,356",West Copake,NY,New York
"24,357",Sunol,CA,California
"24,358",Sardinia,SC,South Carolina
"24,359",Newark,AR,Arkansas
"24,360",Troy,NC,North Carolina
"24,361",Prosser,WA,Washington
"24,362",Harbinger,NC,North Carolina
"24,363",London,AR,Arkansas
"24,364",Brusly,LA,Louisiana
"24,365",Bordelonville,LA,Louisiana
"24,366",West Plains,MO,Missouri
"24,367",Firebrick,KY,Kentucky
"24,368",Pleasant Hill,OR,Oregon
"24,369",Panola,OK,Oklahoma
"24,370",Price,TX,Texas
"24,371",Converse,TX,Texas
"24,372",Hiawatha,UT,Utah
"24,373",Early Branch,SC,South Carolina
"24,374",Lyon Station,PA,Pennsylvania
"24,375",Haltom City,TX,Texas
"24,376",Emeryville,CA,California
"24,377",Laurel Fork,VA,Virginia
"24,378",Graytown,OH,Ohio
"24,379",Sea Girt,NJ,New Jersey
"24,380",Jumping Branch,WV,West Virginia
"24,381",Ravensdale,WA,Washington
"24,382",Dolliver,IA,Iowa
"24,383",Kingsburg,CA,California
"24,384",Salisbury,PA,Pennsylvania
"24,385",Joy,IL,Illinois
"24,386",Labolt,SD,South Dakota
"24,387",Bogota,TN,Tennessee
"24,388",Batchelor,LA,Louisiana
"24,389",Carey,ID,Idaho
"24,390",Greenville,UT,Utah
"24,391",Winston,MT,Montana
"24,392",Seneca,PA,Pennsylvania
"24,393",Charlotte,TN,Tennessee
"24,394",Dryden,VA,Virginia
"24,395",Moberly,MO,Missouri
"24,396",East Setauket,NY,New York
"24,397",Lopeno,TX,Texas
"24,398",Nuiqsut,AK,Alaska
"24,399",Boron,CA,California
"24,400",Corpus Christi,TX,Texas
"24,401",Gilberton,PA,Pennsylvania
"24,402",Moorestown,NJ,New Jersey
"24,403",Bradford,AR,Arkansas
"24,404",Pike Road,AL,Alabama
"24,405",Ocean Springs,MS,Mississippi
"24,406",Morton,PA,Pennsylvania
"24,407",El Verano,CA,California
"24,408",Sumas,WA,Washington
"24,409",East Livermore,ME,Maine
"24,410",Kasigluk,AK,Alaska
"24,411",Warrensburg,NY,New York
"24,412",Gladewater,TX,Texas
"24,413",Zephyrhills,FL,Florida
"24,414",Butler,PA,Pennsylvania
"24,415",Watauga,TN,Tennessee
"24,416",Oakville,IN,Indiana
"24,417",Garcia,CO,Colorado
"24,418",Plymouth,WI,Wisconsin
"24,419",Bisbee,ND,North Dakota
"24,420",Bigfork,MT,Montana
"24,421",Fowlerton,TX,Texas
"24,422",Crescent City,CA,California
"24,423",Wiconisco,PA,Pennsylvania
"24,424",Tiverton,RI,Rhode Island
"24,425",Buckley,WA,Washington
"24,426",Cedaredge,CO,Colorado
"24,427",Hartselle,AL,Alabama
"24,428",Sewanee,TN,Tennessee
"24,429",Big Wells,TX,Texas
"24,430",Charlotte,VT,Vermont
"24,431",Vida,MT,Montana
"24,432",East Brookfield,MA,Massachusetts
"24,433",Clark,CO,Colorado
"24,434",Coamo,PR,Puerto Rico
"24,435",Gladbrook,IA,Iowa
"24,436",Fort Scott,KS,Kansas
"24,437",Hills,MN,Minnesota
"24,438",Bayview,ID,Idaho
"24,439",Goldfield,IA,Iowa
"24,440",Warriors Mark,PA,Pennsylvania
"24,441",Harvey,AR,Arkansas
"24,442",East Sandwich,MA,Massachusetts
"24,443",Hampton,IA,Iowa
"24,444",Oak Park,MI,Michigan
"24,445",Jacob,IL,Illinois
"24,446",Wyandotte,OK,Oklahoma
"24,447",Eubank,KY,Kentucky
"24,448",Boiling Springs,NC,North Carolina
"24,449",Corapeake,NC,North Carolina
"24,450",Savage,MN,Minnesota
"24,451",Soldier,KS,Kansas
"24,452",Fergus Falls,MN,Minnesota
"24,453",Newbury,NH,New Hampshire
"24,454",Marion Heights,PA,Pennsylvania
"24,455",North Fairfield,OH,Ohio
"24,456",Morrisonville,NY,New York
"24,457",New Milford,PA,Pennsylvania
"24,458",Charleston,WV,West Virginia
"24,459",White Plains,KY,Kentucky
"24,460",Tiplersville,MS,Mississippi
"24,461",Aromas,CA,California
"24,462",Zionhill,PA,Pennsylvania
"24,463",Picacho,AZ,Arizona
"24,464",Lewis Run,PA,Pennsylvania
"24,465",Northfork,WV,West Virginia
"24,466",Kendallville,IN,Indiana
"24,467",Warner,OK,Oklahoma
"24,468",East Jewett,NY,New York
"24,469",Hooper,CO,Colorado
"24,470",Eastlake Weir,FL,Florida
"24,471",Nickerson,KS,Kansas
"24,472",Criders,VA,Virginia
"24,473",Sea Isle City,NJ,New Jersey
"24,474",New Lebanon,NY,New York
"24,475",Warwick,MA,Massachusetts
"24,476",Sprankle Mills,PA,Pennsylvania
"24,477",Middle Bass,OH,Ohio
"24,478",Carmen,ID,Idaho
"24,479",Sierra Blanca,TX,Texas
"24,480",Frontenac,KS,Kansas
"24,481",Frewsburg,NY,New York
"24,482",Williamston,SC,South Carolina
"24,483",Beason,IL,Illinois
"24,484",Seal Beach,CA,California
"24,485",Mount Enterprise,TX,Texas
"24,486",Moscow,KS,Kansas
"24,487",West Point,TX,Texas
"24,488",Collinston,UT,Utah
"24,489",Des Lacs,ND,North Dakota
"24,490",Onego,WV,West Virginia
"24,491",Hagarstown,IL,Illinois
"24,492",Wood,PA,Pennsylvania
"24,493",Manati,PR,Puerto Rico
"24,494",Garrett,WY,Wyoming
"24,495",New Lothrop,MI,Michigan
"24,496",Biwabik,MN,Minnesota
"24,497",Comfort,NC,North Carolina
"24,498",Kinderhook,IL,Illinois
"24,499",Gettysburg,SD,South Dakota
"24,500",Waverly,AL,Alabama
"24,501",Lewis,KS,Kansas
"24,502",Bradley Beach,NJ,New Jersey
"24,503",Dresden,TN,Tennessee
"24,504",Scenic,SD,South Dakota
"24,505",Stanford,MT,Montana
"24,506",Pratt,WV,West Virginia
"24,507",Pittston,PA,Pennsylvania
"24,508",Lake,MI,Michigan
"24,509",Sylvania,GA,Georgia
"24,510",Boutte,LA,Louisiana
"24,511",Cambridge,MD,Maryland
"24,512",Cameron,OK,Oklahoma
"24,513",Pleasant Mount,PA,Pennsylvania
"24,514",Shelbyville,TN,Tennessee
"24,515",Lee,ME,Maine
"24,516",Treece,KS,Kansas
"24,517",Malone,KY,Kentucky
"24,518",Ottsville,PA,Pennsylvania
"24,519",Holland,MA,Massachusetts
"24,520",Boscobel,WI,Wisconsin
"24,521",Lerona,WV,West Virginia
"24,522",Essie,KY,Kentucky
"24,523",Mountain Home,TN,Tennessee
"24,524",Warren,IN,Indiana
"24,525",Strasburg,MO,Missouri
"24,526",Brasher Falls,NY,New York
"24,527",Titusville,PA,Pennsylvania
"24,528",Grayville,IL,Illinois
"24,529",Ulster,PA,Pennsylvania
"24,530",Stitzer,WI,Wisconsin
"24,531",Claytonville,IL,Illinois
"24,532",Ardara,PA,Pennsylvania
"24,533",Lusby,MD,Maryland
"24,534",Rena Lara,MS,Mississippi
"24,535",Ponce,PR,Puerto Rico
"24,536",Bennington,KS,Kansas
"24,537",Anderson,AL,Alabama
"24,538",Miami,TX,Texas
"24,539",Bedford,MA,Massachusetts
"24,540",Buford,GA,Georgia
"24,541",Odum,GA,Georgia
"24,542",Glen,NH,New Hampshire
"24,543",Corsica,PA,Pennsylvania
"24,544",Gonzalez,FL,Florida
"24,545",Media,IL,Illinois
"24,546",Trimble,OH,Ohio
"24,547",Lincoln,MI,Michigan
"24,548",Bonaire,GA,Georgia
"24,549",Vinton,CA,California
"24,550",Pacific Grove,CA,California
"24,551",Mitchell,NE,Nebraska
"24,552",Hanover,MA,Massachusetts
"24,553",Mount Airy,LA,Louisiana
"24,554",Cropwell,AL,Alabama
"24,555",De Kalb,MO,Missouri
"24,556",Alliance,NE,Nebraska
"24,557",Vancourt,TX,Texas
"24,558",Cuero,TX,Texas
"24,559",Sherman Oaks,CA,California
"24,560",Coffey,MO,Missouri
"24,561",Armada,MI,Michigan
"24,562",Keene,CA,California
"24,563",South Kingstown,RI,Rhode Island
"24,564",Gagetown,MI,Michigan
"24,565",Danville,VT,Vermont
"24,566",Creekside,PA,Pennsylvania
"24,567",Mollusk,VA,Virginia
"24,568",Avilla,MO,Missouri
"24,569",Robards,KY,Kentucky
"24,570",La Grande,WA,Washington
"24,571",Frederick,OK,Oklahoma
"24,572",Toluca,IL,Illinois
"24,573",Luxora,AR,Arkansas
"24,574",Powder Springs,TN,Tennessee
"24,575",Hansford,WV,West Virginia
"24,576",Laguna,NM,New Mexico
"24,577",Grandview,MO,Missouri
"24,578",Hendricks,WV,West Virginia
"24,579",Superior,WY,Wyoming
"24,580",Worthington,MA,Massachusetts
"24,581",Farmdale,OH,Ohio
"24,582",Wellesley,MA,Massachusetts
"24,583",Lakehurst,NJ,New Jersey
"24,584",Higgins,TX,Texas
"24,585",Kirkwood,CA,California
"24,586",Saint Albans,WV,West Virginia
"24,587",Apache Junction,AZ,Arizona
"24,588",Arrey,NM,New Mexico
"24,589",Crawford,GA,Georgia
"24,590",West Willow,PA,Pennsylvania
"24,591",Clinton,TN,Tennessee
"24,592",Litchfield,CA,California
"24,593",High Springs,FL,Florida
"24,594",Hardesty,OK,Oklahoma
"24,595",Newport,AR,Arkansas
"24,596",Farmer,OH,Ohio
"24,597",Taswell,IN,Indiana
"24,598",Dillsburg,PA,Pennsylvania
"24,599",Parks,NE,Nebraska
"24,600",Belden,MS,Mississippi
"24,601",Stonewall,MS,Mississippi
"24,602",New Bloomfield,PA,Pennsylvania
"24,603",Renfrew,PA,Pennsylvania
"24,604",Elkader,IA,Iowa
"24,605",Mechanicsburg,PA,Pennsylvania
"24,606",Fort Rucker,AL,Alabama
"24,607",Big Creek,MS,Mississippi
"24,608",Cedar Grove,IN,Indiana
"24,609",Cherryville,NC,North Carolina
"24,610",Gustine,CA,California
"24,611",Winchester,KS,Kansas
"24,612",San Bernardino,CA,California
"24,613",Matoaka,WV,West Virginia
"24,614",Blowing Rock,NC,North Carolina
"24,615",West Prestonsburg,KY,Kentucky
"24,616",Verden,OK,Oklahoma
"24,617",Morrice,MI,Michigan
"24,618",Library,PA,Pennsylvania
"24,619",Arendtsville,PA,Pennsylvania
"24,620",South Plymouth,NY,New York
"24,621",Weedsport,NY,New York
"24,622",Donaldson,AR,Arkansas
"24,623",Mill Creek,WV,West Virginia
"24,624",Wrentham,MA,Massachusetts
"24,625",Waterloo,IA,Iowa
"24,626",Strong,ME,Maine
"24,627",Sherwood,TN,Tennessee
"24,628",Prairieburg,IA,Iowa
"24,629",Hetland,SD,South Dakota
"24,630",Hillpoint,WI,Wisconsin
"24,631",Delmont,SD,South Dakota
"24,632",Peshastin,WA,Washington
"24,633",Kensington,MD,Maryland
"24,634",Mountainburg,AR,Arkansas
"24,635",Hampstead,MD,Maryland
"24,636",Tampa,FL,Florida
"24,637",Marseilles,IL,Illinois
"24,638",Gridley,KS,Kansas
"24,639",Gladwin,MI,Michigan
"24,640",Pine Village,IN,Indiana
"24,641",Greenville,NY,New York
"24,642",Cranks,KY,Kentucky
"24,643",Myrtle,MO,Missouri
"24,644",Coalville,UT,Utah
"24,645",Winifrede,WV,West Virginia
"24,646",Alledonia,OH,Ohio
"24,647",Brimfield,IL,Illinois
"24,648",Belmont,LA,Louisiana
"24,649",Hope,IN,Indiana
"24,650",Lemoore,CA,California
"24,651",Wilmington,IL,Illinois
"24,652",Mountain View,OK,Oklahoma
"24,653",Swan River,MN,Minnesota
"24,654",Mansfield,WA,Washington
"24,655",Teaneck,NJ,New Jersey
"24,656",Prole,IA,Iowa
"24,657",Carey,OH,Ohio
"24,658",Casstown,OH,Ohio
"24,659",Zwingle,IA,Iowa
"24,660",Glen Ridge,NJ,New Jersey
"24,661",Connerville,OK,Oklahoma
"24,662",Theriot,LA,Louisiana
"24,663",Carrollton,MI,Michigan
"24,664",Martin,OH,Ohio
"24,665",West Portsmouth,OH,Ohio
"24,666",Sopchoppy,FL,Florida
"24,667",Glasgow,VA,Virginia
"24,668",Fremont,NC,North Carolina
"24,669",Burlison,TN,Tennessee
"24,670",Whitewater,KS,Kansas
"24,671",Concord,TX,Texas
"24,672",Selma,AL,Alabama
"24,673",Rudy,AR,Arkansas
"24,674",Columbia,CT,Connecticut
"24,675",Caliente,NV,Nevada
"24,676",East Wareham,MA,Massachusetts
"24,677",Swanton,MD,Maryland
"24,678",Rule,TX,Texas
"24,679",Malo,WA,Washington
"24,680",Lemont,PA,Pennsylvania
"24,681",East Ellsworth,WI,Wisconsin
"24,682",Emerado,ND,North Dakota
"24,683",Pawcatuck,CT,Connecticut
"24,684",Pleasant Valley,IA,Iowa
"24,685",Emmet,AR,Arkansas
"24,686",Buena Vista,VA,Virginia
"24,687",Wrightwood,CA,California
"24,688",Salineno,TX,Texas
"24,689",Harpursville,NY,New York
"24,690",Novelty,MO,Missouri
"24,691",Park City,UT,Utah
"24,692",Scotia,NE,Nebraska
"24,693",Bear River City,UT,Utah
"24,694",Twin Branch,WV,West Virginia
"24,695",Tumacacori,AZ,Arizona
"24,696",Rison,AR,Arkansas
"24,697",Troupsburg,NY,New York
"24,698",Buckeye,AZ,Arizona
"24,699",Tougaloo,MS,Mississippi
"24,700",Marthaville,LA,Louisiana
"24,701",Volga,SD,South Dakota
"24,702",New Haven,OH,Ohio
"24,703",Davenport,NE,Nebraska
"24,704",Millerton,OK,Oklahoma
"24,705",Ingold,NC,North Carolina
"24,706",Sterling,UT,Utah
"24,707",Dewart,PA,Pennsylvania
"24,708",Mitchell,OR,Oregon
"24,709",Palestine,AR,Arkansas
"24,710",Lake City,TN,Tennessee
"24,711",Shumway,IL,Illinois
"24,712",Panama,NE,Nebraska
"24,713",Yountville,CA,California
"24,714",Yellow Spring,WV,West Virginia
"24,715",Phillips,NE,Nebraska
"24,716",Lawrence,MS,Mississippi
"24,717",Edgemont,SD,South Dakota
"24,718",Jennings,FL,Florida
"24,719",Harned,KY,Kentucky
"24,720",Willard,NC,North Carolina
"24,721",Quinnesec,MI,Michigan
"24,722",England,AR,Arkansas
"24,723",Ibapah,UT,Utah
"24,724",Sharon,PA,Pennsylvania
"24,725",Mount Gay,WV,West Virginia
"24,726",Point Baker,AK,Alaska
"24,727",Sarcoxie,MO,Missouri
"24,728",Ashville,OH,Ohio
"24,729",Culbertson,MT,Montana
"24,730",Sloatsburg,NY,New York
"24,731",Somerset,PA,Pennsylvania
"24,732",Hinsdale,MA,Massachusetts
"24,733",Bradenton Beach,FL,Florida
"24,734",Hartland,VT,Vermont
"24,735",Radisson,WI,Wisconsin
"24,736",Rhodhiss,NC,North Carolina
"24,737",Gaylord,MN,Minnesota
"24,738",Emerson,NE,Nebraska
"24,739",Henagar,AL,Alabama
"24,740",Offerman,GA,Georgia
"24,741",Mossyrock,WA,Washington
"24,742",Elbert,CO,Colorado
"24,743",Summerfield,IL,Illinois
"24,744",Masonville,IA,Iowa
"24,745",La Crosse,FL,Florida
"24,746",Delco,NC,North Carolina
"24,747",Garciasville,TX,Texas
"24,748",Skagway,AK,Alaska
"24,749",Scottdale,PA,Pennsylvania
"24,750",Stoneville,MS,Mississippi
"24,751",Flanagan,IL,Illinois
"24,752",Duarte,CA,California
"24,753",Antelope,OR,Oregon
"24,754",Eldred,PA,Pennsylvania
"24,755",Seaforth,MN,Minnesota
"24,756",Capshaw,AL,Alabama
"24,757",Mcallen,TX,Texas
"24,758",Waller,TX,Texas
"24,759",Crawford,CO,Colorado
"24,760",Palmyra,NC,North Carolina
"24,761",Universal City,CA,California
"24,762",Harlem,MT,Montana
"24,763",Rural Hall,NC,North Carolina
"24,764",Lorenzo,TX,Texas
"24,765",Rosario,PR,Puerto Rico
"24,766",Wink,TX,Texas
"24,767",Pioneertown,CA,California
"24,768",Moline,KS,Kansas
"24,769",Cherokee,TX,Texas
"24,770",Windsor,VT,Vermont
"24,771",Waldron,WA,Washington
"24,772",Saint Benedict,PA,Pennsylvania
"24,773",Mercersburg,PA,Pennsylvania
"24,774",Walhalla,SC,South Carolina
"24,775",Whitney,PA,Pennsylvania
"24,776",Thompsontown,PA,Pennsylvania
"24,777",Dumont,IA,Iowa
"24,778",Burlington,NJ,New Jersey
"24,779",Crooks,SD,South Dakota
"24,780",Reamstown,PA,Pennsylvania
"24,781",Joyce,WA,Washington
"24,782",Medina,NY,New York
"24,783",Hillsboro,KY,Kentucky
"24,784",Hermann,MO,Missouri
"24,785",Dingman,PA,Pennsylvania
"24,786",Lukeville,AZ,Arizona
"24,787",Texico,IL,Illinois
"24,788",Berkley,MI,Michigan
"24,789",Amorita,OK,Oklahoma
"24,790",Wadsworth,TX,Texas
"24,791",Hartsel,CO,Colorado
"24,792",Wildrose,ND,North Dakota
"24,793",Buena,NJ,New Jersey
"24,794",Osgood,IN,Indiana
"24,795",Haskell,OK,Oklahoma
"24,796",Utica,KY,Kentucky
"24,797",Star,ID,Idaho
"24,798",Weston,MO,Missouri
"24,799",Lake Charles,LA,Louisiana
"24,800",Woodway,TX,Texas
"24,801",Hanna,IN,Indiana
"24,802",Royalton,IL,Illinois
"24,803",San Simon,AZ,Arizona
"24,804",Pinedale,AZ,Arizona
"24,805",Sterling,IL,Illinois
"24,806",Okemah,OK,Oklahoma
"24,807",Potter,KS,Kansas
"24,808",Kennard,IN,Indiana
"24,809",Rolla,MO,Missouri
"24,810",Eastover,SC,South Carolina
"24,811",Quartzsite,AZ,Arizona
"24,812",Cortland,IN,Indiana
"24,813",Saint Hedwig,TX,Texas
"24,814",Parade,SD,South Dakota
"24,815",Malta,MT,Montana
"24,816",Bethlehem,MD,Maryland
"24,817",South Londonderry,VT,Vermont
"24,818",Hardinsburg,IN,Indiana
"24,819",Grand Junction,CO,Colorado
"24,820",Sardis,AL,Alabama
"24,821",Eastlake,OH,Ohio
"24,822",Fox,OK,Oklahoma
"24,823",Tecopa,CA,California
"24,824",Ellerslie,GA,Georgia
"24,825",Aberdeen,MS,Mississippi
"24,826",Luray,TN,Tennessee
"24,827",Oil Springs,KY,Kentucky
"24,828",Arcola,PA,Pennsylvania
"24,829",Clio,WV,West Virginia
"24,830",Post,TX,Texas
"24,831",Enloe,TX,Texas
"24,832",Pinecrest,CA,California
"24,833",Calverton,VA,Virginia
"24,834",Wallingford,PA,Pennsylvania
"24,835",Aransas Pass,TX,Texas
"24,836",Sultana,CA,California
"24,837",Dexter,GA,Georgia
"24,838",Tilleda,WI,Wisconsin
"24,839",Bergland,MI,Michigan
"24,840",Rinard,IA,Iowa
"24,841",Patriot,OH,Ohio
"24,842",Wellborn,TX,Texas
"24,843",Pecos,TX,Texas
"24,844",Elrosa,MN,Minnesota
"24,845",Afton,IA,Iowa
"24,846",York,SC,South Carolina
"24,847",Thorn Hill,TN,Tennessee
"24,848",Littlefield,TX,Texas
"24,849",Maine,NY,New York
"24,850",Ethridge,MT,Montana
"24,851",Oak View,CA,California
"24,852",Orange Park,FL,Florida
"24,853",Dixon,NE,Nebraska
"24,854",Fleischmanns,NY,New York
"24,855",Dewittville,NY,New York
"24,856",Garberville,CA,California
"24,857",Tompkinsville,KY,Kentucky
"24,858",Corinth,TX,Texas
"24,859",Gibson,IA,Iowa
"24,860",Bradley,MI,Michigan
"24,861",Seneca Rocks,WV,West Virginia
"24,862",O Brien,TX,Texas
"24,863",Moca,PR,Puerto Rico
"24,864",Scipio Center,NY,New York
"24,865",Grapeville,PA,Pennsylvania
"24,866",Belle Valley,OH,Ohio
"24,867",Memphis,MI,Michigan
"24,868",Williamsburg,MA,Massachusetts
"24,869",Staffordsville,VA,Virginia
"24,870",Luckey,OH,Ohio
"24,871",Bolivar,NY,New York
"24,872",Refton,PA,Pennsylvania
"24,873",West Lafayette,IN,Indiana
"24,874",Palmer,MA,Massachusetts
"24,875",Lemon Cove,CA,California
"24,876",Virden,IL,Illinois
"24,877",Valencia,PA,Pennsylvania
"24,878",New Carlisle,IN,Indiana
"24,879",Cedar Key,FL,Florida
"24,880",Bristol,IL,Illinois
"24,881",Morganza,MD,Maryland
"24,882",Dollar Bay,MI,Michigan
"24,883",Creston,OH,Ohio
"24,884",Guilford,IN,Indiana
"24,885",Milwaukee,NC,North Carolina
"24,886",Carpentersville,IL,Illinois
"24,887",Henderson,NE,Nebraska
"24,888",Black Lick,PA,Pennsylvania
"24,889",Cambridge,ME,Maine
"24,890",College City,CA,California
"24,891",Bard,CA,California
"24,892",Saluda,NC,North Carolina
"24,893",Caddo Mills,TX,Texas
"24,894",Scandia,MN,Minnesota
"24,895",Berwick,IL,Illinois
"24,896",Geary,OK,Oklahoma
"24,897",Lucien,OK,Oklahoma
"24,898",Dodge,WI,Wisconsin
"24,899",Vowinckel,PA,Pennsylvania
"24,900",Delmar,DE,Delaware
"24,901",Medfield,MA,Massachusetts
"24,902",Milledgeville,GA,Georgia
"24,903",Bay Shore,MI,Michigan
"24,904",Wilson,MI,Michigan
"24,905",Cabery,IL,Illinois
"24,906",Roy,UT,Utah
"24,907",Taft,TN,Tennessee
"24,908",Westminster,CA,California
"24,909",Canaan,CT,Connecticut
"24,910",Morrisonville,IL,Illinois
"24,911",Winona,MS,Mississippi
"24,912",Forest,LA,Louisiana
"24,913",Woodford,VT,Vermont
"24,914",Paris,MI,Michigan
"24,915",Angola,LA,Louisiana
"24,916",Black Earth,WI,Wisconsin
"24,917",New Baden,TX,Texas
"24,918",Burlington Junction,MO,Missouri
"24,919",Elfrida,AZ,Arizona
"24,920",Rumford Center,ME,Maine
"24,921",Lakeland,GA,Georgia
"24,922",Booneville,AR,Arkansas
"24,923",Brilliant,OH,Ohio
"24,924",Troy,KS,Kansas
"24,925",Baconton,GA,Georgia
"24,926",Donner,LA,Louisiana
"24,927",Elysian Fields,TX,Texas
"24,928",Chestertown,MD,Maryland
"24,929",Gretna,NE,Nebraska
"24,930",Castaic,CA,California
"24,931",Mojave,CA,California
"24,932",Genoa,NV,Nevada
"24,933",Ruthven,IA,Iowa
"24,934",North Wilkesboro,NC,North Carolina
"24,935",Clam Lake,WI,Wisconsin
"24,936",Garrison,MT,Montana
"24,937",Hyde Park,VT,Vermont
"24,938",Dallesport,WA,Washington
"24,939",Lumpkin,GA,Georgia
"24,940",Dysart,PA,Pennsylvania
"24,941",Brinnon,WA,Washington
"24,942",Mapleton,IA,Iowa
"24,943",Fullerton,NE,Nebraska
"24,944",Phippsburg,ME,Maine
"24,945",Port Orford,OR,Oregon
"24,946",Shungnak,AK,Alaska
"24,947",Cherrylog,GA,Georgia
"24,948",Otway,OH,Ohio
"24,949",Warrensburg,IL,Illinois
"24,950",Thorne Bay,AK,Alaska
"24,951",Brainerd,MN,Minnesota
"24,952",Zearing,IA,Iowa
"24,953",Graham,AL,Alabama
"24,954",West Edmeston,NY,New York
"24,955",Tippecanoe,IN,Indiana
"24,956",Broadview,NM,New Mexico
"24,957",Richmond,MI,Michigan
"24,958",Strasburg,ND,North Dakota
"24,959",Beechgrove,TN,Tennessee
"24,960",Hazelton,ID,Idaho
"24,961",Citrus Heights,CA,California
"24,962",Crown City,OH,Ohio
"24,963",Humphrey,NE,Nebraska
"24,964",Dillon,SC,South Carolina
"24,965",Ravenna,KY,Kentucky
"24,966",Amboy,WA,Washington
"24,967",Turner,MT,Montana
"24,968",Sidney,IA,Iowa
"24,969",Maple Plain,MN,Minnesota
"24,970",Meraux,LA,Louisiana
"24,971",Placerville,ID,Idaho
"24,972",Fairbank,PA,Pennsylvania
"24,973",Lyons Falls,NY,New York
"24,974",Industry,PA,Pennsylvania
"24,975",Northampton,MA,Massachusetts
"24,976",Porter,ME,Maine
"24,977",Yale,OK,Oklahoma
"24,978",Yorktown,AR,Arkansas
"24,979",Kirkwood,DE,Delaware
"24,980",Carlotta,CA,California
"24,981",Princeton,IL,Illinois
"24,982",White Deer,PA,Pennsylvania
"24,983",Melba,ID,Idaho
"24,984",New Canton,IL,Illinois
"24,985",Levels,WV,West Virginia
"24,986",Friendship,AR,Arkansas
"24,987",Glendive,MT,Montana
"24,988",Oelrichs,SD,South Dakota
"24,989",West Islip,NY,New York
"24,990",Hueysville,KY,Kentucky
"24,991",Bridgewater,NJ,New Jersey
"24,992",South Jamesport,NY,New York
"24,993",Killbuck,OH,Ohio
"24,994",Currie,MN,Minnesota
"24,995",Swansboro,NC,North Carolina
"24,996",La Victoria,TX,Texas
"24,997",Aberdeen,KY,Kentucky
"24,998",Palisade,CO,Colorado
"24,999",Lost Hills,CA,California
"25,000",Coolville,OH,Ohio
"25,001",Holt,MO,Missouri
"25,002",Norman,AR,Arkansas
"25,003",Waterford,OH,Ohio
"25,004",Leon,OK,Oklahoma
"25,005",Wheaton,MN,Minnesota
"25,006",Celestine,IN,Indiana
"25,007",Eldon,MO,Missouri
"25,008",Plainfield,GA,Georgia
"25,009",Dovray,MN,Minnesota
"25,010",Radcliff,KY,Kentucky
"25,011",Ansted,WV,West Virginia
