"","id","brewery_id","beer_style_id","brewery_type_id","post_code","loc_id","name","description","abv","calories","ibu","num_ratings","overall_rating","beer_style_rating","mean_rating","beer_style_name","beer_style_norm","brewery_name","brewery_type","city","state","zip_code","country","lat","long","style_score"
"3550","3,842","3,143",50,4,"14,843","26897","Casey Dry Hop Saison - Cascade","Ale aged in oak barrels.  Colorado Cascade Hops.

 We used a little bit of Colorado Cascade hops to create this 100% CO ingredient beer. Don't think of this like Hop Mess or DHOT, the dry hopping adds another layer of citrus. We love this blend. Very different than straight Saison.",5.5,165,NA,15,99,99,4.13,"Saison","Saison","Casey Brewing and Blending","Microbrewery","Glenwood Springs","CO","81601","USA",39.533318,-107.32107,4
"3551","3,849","12,915",49,4,"37,392","26725","Alchemist Focal Banger","Crisp, clean malt character supporting copious additions of Citra and Mosaic hops.",7,210,NA,467,100,100,NA,"India Pale Ale (IPA)","IPA","The Alchemist","Microbrewery","Stowe","VT","05672","USA",44.475387,-72.70225,6
"3552","3,850","151",49,4,"34,375","6960","AleSmith IPA","It 's  P retty  A wesome. A San Diego classic, AleSmith IPA showcases the versatility of American hops. Aromas of grapefruit and tangerine lead into an abundance of fresh pine and tropical fruit notes followed by a crisp, resinous bitterness. The complex hop profile is supported by a firm malt presence to create an incredibly flavorful and well-balanced IPA.",7.25,218,73,2370,100,100,NA,"India Pale Ale (IPA)","IPA","AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","USA",32.914346,-117.14116,6
"3553","3,851","",49,NA,NA,NA,"Stigbergets GBG Beer Week 2016","",6.5,195,NA,287,100,100,NA,"India Pale Ale (IPA)","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"3554","3,852","13,274",49,5,"1,264","18571","Tired Hands Extra Knuckle","IPA hopped entirely with Mosaic",6.3,189,NA,28,100,100,4.23,"India Pale Ale (IPA)","IPA","Tired Hands Brewing Company","Brew Pub/Brewery","Ardmore","PA","19003","USA",40.000861,-75.29694,6
"3555","3,853","6,469",49,4,"15,509","16829","Grassroots Legitimacy","India Pale Ale brewed with 2-row malted barley, oats, and citrusy hops from the Pacific Northwest. Dry hopped copiously with Simcoe. Its sessionable drinkability belies its true IPA nature.",6.7,201,NA,156,100,100,NA,"India Pale Ale (IPA)","IPA","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333,6
"3556","3,854","",49,NA,NA,NA,"Bell??s Two Hearted Ale","India Pale Ale style well suited for Hemingway-esque trips to the Upper Peninsula. American malts and enormous hop additions give this beer a crisp finish and incredible floral hop aroma.",7,210,NA,3726,100,100,NA,"India Pale Ale (IPA)","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"3557","3,894","11,512",49,4,"5,825","13512","Sante Adairius Simpleton","Simpleton is an American IPA hopped with magnum, simcoe, and galaxy.",6.4,192,NA,62,99,100,NA,"India Pale Ale (IPA)","IPA","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316,6
"3558","3,855","13,418",49,4,"4,092","17848","Trillium Summer Street IPA - Double Dry Hopped","Our enhanced version of Summer St. IPA features a secondary dry hopping with Simcoe which leads to a fuller mouthfeel, amplified nose, and an intensified depth of grassy, raw hop character. Double Dry Hopped Summer Street is hazy, sunflower gold in appearance with strong aromatics of pine and lemon. Bold flavors of juicy tangerine, pine resin, and green pear dominate the palate with modest bitterness and a dry finish.
 
ABV: 7.2%
 
MALT: American 2-row Barley, White Wheat, Dextrine, C-15
 
HOPS: Simcoe, Columbus",7.2,216,NA,116,100,100,NA,"India Pale Ale (IPA)","IPA","Trillium Brewing Company","Microbrewery","Boston","MA","02210","USA",42.347974,-71.04463,6
"3559","3,856","13,418",49,4,"4,092","17848","Trillium Congress Street IPA","Our flagship American IPA highlights the distinctively aromatic Australian Galaxy hop.  The nose bursts with pine, citrus rind, melon and pineapple. Pronounced flavors of peach, clementine, and tropical fruits are accentuated with moderate bitterness and balanced by a light, biscuity malt character.  
 
ABV: 7.2%
 
MALT: American 2-row Barley, White Wheat, C-15, Dextrine, Dextrose
 
HOPS: Galaxy, Columbus",7.2,216,NA,196,100,100,NA,"India Pale Ale (IPA)","IPA","Trillium Brewing Company","Microbrewery","Boston","MA","02210","USA",42.347974,-71.04463,6
"3560","3,857","13,400",49,4,"25,265","15190","Tree House Green","Our cross-continental IPA.  Made with Australian and American hops, this citrus heavy IPA opens up in the glass with notes of pineapple, tangerine, and orange rind.  It's sharply bitter . . . The name comes from the initial batch in which, post boil, the wort looked green from so much hop particulate floating around.",7.5,225,NA,198,100,100,NA,"India Pale Ale (IPA)","IPA","Tree House Brewing Company","Microbrewery","Monson","MA","01057","USA",42.089269,-72.317,6
"3561","3,858","13,418",49,4,"4,092","17848","Trillium Scaled - Double Dry Hopped","An intensified version of Scaled and the latest addition to our line-up of aromatic, juicy IPA's. The secondary dry hop of El Dorado and Citra results in an enhanced nose of citrus, pineapple, and wet earth. The flavor brings intense lime, refreshingly pithy bitterness and just a touch of toasted malt. Medium bodied with a dry finish.  

ABV: 7% 

MALT: American 2-row Barley, White Wheat, Flaked Wheat, Dextrine, C-15

HOPS: El Dorado, Citra, Columbus",7,210,NA,89,100,100,NA,"India Pale Ale (IPA)","IPA","Trillium Brewing Company","Microbrewery","Boston","MA","02210","USA",42.347974,-71.04463,6
"3562","3,859","13,418",49,4,"4,092","17848","Trillium Melcher Street IPA","This popular edition in our ??Street?? series of India Pale Ales spotlights the remarkably complex Mosaic hop. Melcher Street is hazy, pale orange in appearance and emits aromatic qualities of grapefruit, mild-earthy pine, and mango on the nose. Dank flavors of pine and green hop, along with juicy notes of tropical fruit, melon, and peach, are accentuated with crisp malt character, mild bitterness, and a soft, effervescent mouthfeel. 
 
ABV: 7.2%
 
MALT: American 2-row Barley, White Wheat, C-15, Dextrine, Dextrose
 
HOPS: Mosaic, Columbus",7.3,219,NA,117,100,100,NA,"India Pale Ale (IPA)","IPA","Trillium Brewing Company","Microbrewery","Boston","MA","02210","USA",42.347974,-71.04463,6
"3563","3,860","13,400",49,4,"25,265","15190","Tree House In Perpetuity","In 2014, I brewed an American Pale Ale - Beneficiaries of Chance - in celebration of marrying the love of my life, Lauren (aka Tree House L-Dog).  On the eve of our first anniversary, I brewed another beer for Lauren, In Perpetuity.  It hopes to celebrate foreverness - in love, passion, and regardless of circumstance - the notion that what is good and beloved will last forever.  In Perpetuity is brewed with a simple malt bill and two of my favorite hops - Citra, and Nelson.  It pours a hazy bright orange in the glass and mixes notes of tropical fruit with a strong citrus backbone.  Soft, and eminently drinkable.  I hope you enjoy it.",6.7,201,NA,39,100,100,4.13,"India Pale Ale (IPA)","IPA","Tree House Brewing Company","Microbrewery","Monson","MA","01057","USA",42.089269,-72.317,6
"3564","3,861","8,447",49,4,"13,838","3494","Maine Beer Lunch","Our ??East Coast?? version of a West Coast-style IPA.  Intense hop flavors and aromas of tropical and citrus fruits and pine dominate.  A subtle malt sweetness brings the beer into balance.",7,210,NA,597,100,100,NA,"India Pale Ale (IPA)","IPA","Maine Beer Company","Microbrewery","Freeport","ME","04032","USA",43.843778,-70.10172,6
"3565","3,862","667",49,4,"34,355","6960","Ballast Point Sculpin IPA","San Diego IPA The Sculpin IPA is a testament to our humble beginnings as Home Brew Mart. Founded in 1992, the Mart continues to be a catalyst for the San Diego brewing scene, setting the trend for handcrafted ales. Inspired by our customers, employees and brewers, the Sculpin IPA is bright with aromas of apricot, peach, mango and lemon. Its lighter body also brings out the crispness of the hops. This delicious Ballast Point Ale took a Bronze Medal at the 2007 Great American Beer Festival in the Pro Am category. The Sculpin fish has poisonous spikes on its fins that can give a strong sting. Ironically, the meat from a Sculpin is considered some of the most tasty. Something that has a sting but tastes great, sounds like a Ballast Point India Pale Ale.",7,210,NA,2643,100,100,NA,"India Pale Ale (IPA)","IPA","Ballast Point Brewing Company (Constellation)","Microbrewery","San Diego","CA","92110","USA",32.766482,-117.20077,6
"3566","3,863","202",49,4,"688","2202","Alpine Beer Company Nelson IPA","An outstanding hop from New Zealand, Nelson Sauvin, is generously used throughout the brewing and dry-hopping of this unique beer. European rye is added for a smooth, malty addition to flavor. 1.065 OG 7%ABV",7,210,NA,735,100,100,NA,"India Pale Ale (IPA)","IPA","Alpine Beer Company (CA)","Microbrewery","Alpine","CA","91901","USA",32.823102,-116.73864,6
"3567","3,864","8,447",49,4,"13,838","3494","Maine Beer Another One","When we expanded our brewery the stress was something to say the least. I ran out of creative juice for a minute so decided another for inspiration. Another One IPA and Weez use the same hops but different malts. The result- Another One is very light in color, and Weez is very dark. Each, however, allow the hops to shine out front.",7,210,NA,341,100,100,NA,"India Pale Ale (IPA)","IPA","Maine Beer Company","Microbrewery","Freeport","ME","04032","USA",43.843778,-70.10172,6
"3568","3,865","",49,NA,NA,NA,"O/O Narangi","Our Narangi is an IPA brewed without any fruit, only pure hop juice. Made primarily with Mosaic with support from Citra and Columbus.",6.8,204,NA,148,100,100,NA,"India Pale Ale (IPA)","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"3569","3,866","9,034",49,4,"1,817","1770","Moonraker Yojo","YOJO, our New England style IPA. This beer uses a proprietary English yeast strain and is completely unfined and unfiltered. Tons of apricot, peach, and pineapple hop flavors from the use of Galaxy, Mosaic, Simcoe, Citra, and CTZ.",6.9,207,50,23,100,100,4.21,"India Pale Ale (IPA)","IPA","Moonraker Brewing Company","Microbrewery","Auburn","CA","95602","USA",38.976837,-121.09142,6
"3570","3,867","7,666",49,5,"415","18536","La Cumbre Elevated IPA","Did someone ask for hops? Tired of beers that promise a full lupulin experience, but never deliver more than richly malted bitterness? It's no secret that this is what we excel at. We've been brewing world class IPAs for years. Our flagship is the culmination of a decades worth of studying and brewing. Take a step above and acclimate to what an IPA should be.",7.2,216,100,331,100,100,NA,"India Pale Ale (IPA)","IPA","La Cumbre Brewing Company","Brew Pub/Brewery","Albuquerque","NM","87107","USA",35.134094,-106.64073,6
"3571","3,869","14,084",49,4,"15,372","3213","WeldWerks Juicy Bits","Our version of a New England-style IPA featuring a huge citrus and tropical fruit character from the Mosaic, Citra, and El Dorado hops, a softer, fluffier mouthfeel from the lower attenuation, and the characteristic New England hop haze. The end result is a beer reminiscent of citrus juice with extra pulp, thus the name Juicy Bits.",6.5,195,45,37,100,100,4.1,"India Pale Ale (IPA)","IPA","WeldWerks Brewing Company","Microbrewery","Greeley","CO","80631","USA",40.421845,-104.69175,6
"3572","3,870","9,325",49,4,"42,691","14108","New England Fuzzy Baby Ducks IPA","Our new Citra IPA, ""Fuzzy Baby Ducks""; is goes perfectly with hot weather. It also helps ease the pain of listening to people gripe about hot weather. Everybody wins with some Fuzzy Baby Ducks. Available for growlers.....NOW!!! 

ATTN: No fuzzy ducks, baby or otherwise, were used in the making of this product. Thank you.",6.2,186,NA,39,100,100,4.1,"India Pale Ale (IPA)","IPA","New England Brewing Co.","Microbrewery","Woodbridge","CT","06525","USA",41.352964,-73.01212,6
"3573","3,871","13,400",49,4,"25,265","15190","Tree House Jjjuliusss","Julius Gone Wild (not funky wild, like insane hop saturation wild)! For the second special edition of Julius brewed specifically for the third anniversary party, we pushed the level of citrus to the fringes of obscenity through additional kettle and dry hopping with the base Julius hop blend. The result is perhaps the most juicy and delectable creation we have ever made! Preposterous Julius, in the best way imaginable.",6.8,204,NA,15,100,100,4.24,"India Pale Ale (IPA)","IPA","Tree House Brewing Company","Microbrewery","Monson","MA","01057","USA",42.089269,-72.317,6
"3574","3,872","",49,NA,NA,NA,"Satyr Brews Menace IPA","The highly anticipated sequel to the Satyr's first Menace, this is a new and improved Menace v2, a West Coast IPA brewed on Greek soil with an even greater dose of a bombastic super secret hop mix.",5.2,156,40,31,100,100,4.15,"India Pale Ale (IPA)","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"3575","3,873","13,274",49,5,"1,264","18571","Tired Hands We Are All Infinite Energy Vibrating at the Same Frequency","Brewed with wheat. Hopped intensely with Centennial and Simcoe.",6.2,186,NA,67,100,100,NA,"India Pale Ale (IPA)","IPA","Tired Hands Brewing Company","Brew Pub/Brewery","Ardmore","PA","19003","USA",40.000861,-75.29694,6
"3576","3,874","8,447",49,4,"13,838","3494","Maine Beer I","A 6.5% IPA, inspired by our collaboration with Half Acre, Sapping Mammoth. Hopped with Mosaic, Centennial, Nelson Sauvin & Columbus. For malt: 2-row, Carapils, Red Wheat, Munich Type 1.",6.5,195,NA,67,100,100,NA,"India Pale Ale (IPA)","IPA","Maine Beer Company","Microbrewery","Freeport","ME","04032","USA",43.843778,-70.10172,6
"3577","3,875","1,898",49,NA,NA,NA,"Dunham / Kissmeyer Leo??s Early Breakfast IPA (Vin Blanc)","Leo's aged in white wine barrels from Niagara Clos Jordanne vineyards.",6.5,195,54,21,100,100,4.16,"India Pale Ale (IPA)","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"3578","3,876","12,692",49,4,"24,923","23182","Surly / Amager Todd - The Axe Man (Surly Version)","Our version of the West Coast Style IPA first brewed in collaboration with Amager Brewery in Denmark. Brewed with one malt, Golden Promise from the UK, with Citra and Mosaic hops. If you think Todd is a good brewer, you should hear him play his axe (guitar)! Named by Amager's marketing director Henrik Paps??.",7.2,216,NA,318,100,100,NA,"India Pale Ale (IPA)","IPA","Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","USA",44.980379,-93.23003,6
"3579","3,877","",49,NA,NA,NA,"Stigbergets Amazing Haze","",6.5,195,NA,300,99,100,NA,"India Pale Ale (IPA)","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"3580","3,878","13,331",49,4,"9,749","18793","Toppling Goliath Pompeii IPA","Inspiration for our newest Hop Patrol IPA comes from the House of Faun in Pompeii, Italy. At this site, some of the world's most famous mosaics were preserved under layers of ash after the eruption of Mount Vesuvius.

Just as Mount Vesuvius preserved the complex mosaics of Pompeii, this single-hop IPA preserves the luxurious taste of the Mosaic hop.",5.5,165,60,203,99,100,NA,"India Pale Ale (IPA)","IPA","Toppling Goliath","Microbrewery","Decorah","IA","52101","USA",43.345879,-91.77187,6
"3581","3,879","8,794",49,NA,NA,NA,"Le Castor Yakima IPA","Cette bi??re rend hommage aux ar??mes puissants du houblon de la c??te Ouest, cultiv?? ?? l'est de la cha??ne de montagnes des Cascades.  Nous en ajoutons plusieurs vari??t??s ?? diff??rentes ??tapes du brassage.  Leurs ar??mes d'agrumes, accentu??s par le houblonnage ?? cru, viennent joyeusement ??gayer la rondeur des malts utilis??s (p??le et Munich). //// 

This beer is a celebration of the mighty West Coast hop, grown east of the Cascade mountains.  Multiple varieties are used in this ale, at several different points in the brewing process.  With emphasis on late hop & dry hop additions, we serve up tropical fruit and citrus flavours & aromas on a bed of pale and Munich malt.",6.5,195,75,231,99,100,NA,"India Pale Ale (IPA)","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"3582","3,881","9,749",49,6,"42,218","13887","Old Nation M-43","New Orthodox IPA Series: M-43 N.E. India Pale Ale 
 
IPA brewed in the modern New England Style. Brewed with pils, wheat, and oat malts; Calypso, Amarillo, and Citra boil hops; and dry hopped Citra, Amarillo, and Simcoe.",6.8,204,65,39,99,100,4.09,"India Pale Ale (IPA)","IPA","Old Nation Brewing Company","Brew Pub","Williamston","MI","48895","USA",42.68669,-84.27844,6
"3583","3,882","",49,NA,NA,NA,"Fat Head??s Head Hunter IPA","Uncivilized and aggressive this west coast styled IPA packs wicked hop flavors and aroma. Savage amounts of Simcoe, Columbus, and Cascade hops define this brews signature pine and citrus notes. Try with our smoked wings in the Killer sauce and run the risk of a shrunken head! 
Great American Beer Festival Silver Medal Winner 2010 & Bronze Medal Winner 2011! Brewing News National IPA Challenge Champion 2010 & 2012. Bistro's West Coast IPA Gold Medal 2009 & Honorable Mention 2010. Draft Magazine's Top 25 Beers in the World 2009, Silver Medal at the 2012 World Beer Cup in the American IPA Category. 2014 World Beer Cup Silver Medal.",7.5,225,87,673,99,100,NA,"India Pale Ale (IPA)","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"3584","3,900","4,110",45,4,"38,521","11640","De Garde Berry Bu","Berliner Weiss style ale aged in oak barrels with blueberries & boysenberries.",4.4,132,NA,60,99,99,NA,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3585","3,901","4,110",45,4,"38,521","11640","De Garde Imperial Apricot Bu","",5.5,165,NA,78,99,99,NA,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3586","3,902","4,110",45,4,"38,521","11640","De Garde Imperial Raspberry (Raz) Bu","A larger version of our Berliner Weisse inspired sour wheat beer, ??Bu Weisse.' This version is aged on over 2lbs per gallon of Oregon Raspberries in first use Red Wine barrels. Vibrantly fruity with a brisk acidity and lingering fruit and barrel character.",5.5,165,NA,45,99,99,NA,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3587","3,883","12,692",49,4,"24,923","23182","Surly Furious","Like Hops? You'll like this fire-hued beer. This is the beer I have always dreamed of making. This is the beer that would come to mind while spending the last two years tearing down walls, hanging sheetrock, moving kegs, power washing the ceilings, arguing with various agencies, and cutting the water main.
Without Golden Promise malt, made by family-owned Simpsons Malt, Furious would just be pissed offed. From Scotland, this malt is still produced in the tradition of turning over the barley by hand, resulting in a malt that is unsurpassed in its quality. Golden Promise is also used extensively by premium whisky distilleries such as The Macallan. This malt provides the backbone for the intense hop character. Four American hop varieties are used at a rate of over three pounds per barrel. The result is a rich malt sweetness infused with bright hop flavor and aroma from beginning to end. Oh yeah, it's about 6% alcohol and around 100 IBUs.",6.6,198,99,1381,99,100,NA,"India Pale Ale (IPA)","IPA","Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","USA",44.980379,-93.23003,6
"3588","3,884","13,418",49,4,"4,092","17848","Trillium Stillings Street IPA","This new edition in our ??Street?? series of India Pale Ales spotlights the remarkably complex Nelson Sauvin hop. Stillings Street is hazy, pale orange in appearance and emits aromatic qualities of kiwi, white grape and lemongrass on the nose. Delicate flavors of citrus zest, pineapple and cantaloupe are accentuated with crisp malt character, mild bitterness, and a soft, effervescent mouthfeel.
 
ABV: 7.2%
 
MALT: American 2-row Barley, White Wheat, C-15, Dextrine, Dextrose
 
HOPS: Nelson Sauvin, Columbus Batch #1 released Aug 25 2016",7.2,216,NA,41,99,100,NA,"India Pale Ale (IPA)","IPA","Trillium Brewing Company","Microbrewery","Boston","MA","02210","USA",42.347974,-71.04463,6
"3589","3,885","1,872",49,NA,NA,NA,"Auval Arcane 17 IPA","Parce qu'on aime le houblon! M??lange de levures et beaucoup de houblons(citra, simcoe, amarillo)
Because we love hops! House yeast blend and a lot of hops.",5.2,156,60,45,99,100,NA,"India Pale Ale (IPA)","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"3590","3,886","12,507",49,3,"12,182","17514","Stone IPA (India Pale Ale)","Bottle, can, and keg: Filtered 
Launched: August 1997 
Hops:  Magnum, Chinook & Centennial 
By definition, an India Pale Ale is hoppier and higher in alcohol than its little brother, pale ale-and we deliver in spades. Now one of the most well respected and best-selling IPAs in the country, this golden beauty explodes with citrusy flavor and hop aromas, all perfectly balanced by a subtle malt character. This crisp, extra hoppy brew is hugely refreshing on a hot day, but will always deliver no matter when you choose to drink it.",6.9,207,77,4096,99,100,NA,"India Pale Ale (IPA)","IPA","Stone Brewing","Commercial Brewery","Escondido","CA","92029","USA",33.087868,-117.11558,6
"3591","3,887","",49,NA,NA,NA,"Modus Operandi Former Tenant","Bursting with aromas of Passionfruit and Mango due to a heavy hand on the Mosaic and Galaxy dry hops, this Ruby Red IPA has a complex blend of citrusy hops and savory caramel malt flavour followed by a slightly sweet finish.",7.8,234,NA,54,99,100,NA,"India Pale Ale (IPA)","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"3592","3,888","13,418",49,4,"4,092","17848","Trillium Stillings Street IPA - Double Dry Hopped","This amplified version of Stillings Street IPA features a double dose of Nelson Sauvin in the dry hop. Hazy, pale orange in appearance with intensely aromatic qualities of kiwi, white grape and lemongrass on the nose. Delicate flavors of citrus zest, pineapple and cantaloupe are accentuated with crisp malt character, mild bitterness, and a soft, effervescent mouthfeel.
 
ABV: 7.2%
 
MALT: American 2-row Barley, White Wheat, C-15, Dextrine, Dextrose
 
HOPS: Nelson Sauvin, Columbus",7.2,216,NA,31,99,100,4.07,"India Pale Ale (IPA)","IPA","Trillium Brewing Company","Microbrewery","Boston","MA","02210","USA",42.347974,-71.04463,6
"3593","3,889","13,418",49,4,"4,092","17848","Trillium Sleeper Street IPA - Double Dry Hopped","Same base grist as Sleeper Street IPA, but with a double dose of El Dorado in the dry hop. These El Dorado hops impart a powerful aroma of distinctive lime zest, along with notes of grapefruit juice, and a subtle woodsy earthiness.  The taste is bright, floral, and citrusy hop upfront and finishes with candied lime. As with all Trillium ??Street?? IPA's, Double Dry Hopped Sleeper Street is dry with medium-light body and a crisp finish.
 
ABV: 7.2%
 
MALT: American 2-row Barley, White Wheat, Dextrine, C-15
 
HOPS: El Dorado, Columbus",7.2,216,NA,104,99,100,NA,"India Pale Ale (IPA)","IPA","Trillium Brewing Company","Microbrewery","Boston","MA","02210","USA",42.347974,-71.04463,6
"3594","3,890","8,906",49,6,"24,952","23182","Town Hall Masala Mama IPA","American style India Pale Ale (IPA) brewed using Amarillo, Cascade, Centennial and Mt. Hood hops.  A beer with crisp hop flavor and bitterness well balanced with American malt sweetness.",6,180,NA,485,99,100,NA,"India Pale Ale (IPA)","IPA","Minneapolis Town Hall Brewery","Brew Pub","Minneapolis","MN","55454","USA",44.969465,-93.24327,6
"3595","3,895","4,110",45,4,"38,521","11640","De Garde Cherry Raz Bu","Berliner Weiss style ale aged in oak barrels with raspberries and tart cherries.",4.4,132,NA,65,100,100,NA,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3596","3,896","4,110",45,4,"38,521","11640","De Garde Imperial Purple Raz Bu","Berliner Weisse Style Ale aged in Oak Barrels with Black & Red Raspberries",5.5,165,NA,46,100,100,NA,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3597","3,897","4,110",45,4,"38,521","11640","De Garde Imperial Black Raz Bu","A Berliner inspired ale aged in oak barrels with black raspberries.",5.5,165,NA,32,100,100,4.12,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3598","3,898","",45,NA,NA,NA,"ART9 / Browar Stu Most??w / Bristol Brewing Oatmeal Hoptart","9 Blg 
Kolejny kamie?? milowy dla Browaru Stu Most??w to kooperacyjne warzenie z nast??pnym ameryka??skim browarem ?? Bristol Brewing Company, le????cy u podn????a g??r skalistych w Colorado! W gor??ce lato pijaj?? tam du??o lemoniady, wi??c zrobili??my piwn?? lemoniad?? chmielow??! I to bez ani grama cytrus??w! U??yli??my najbardziej aromatycznych chmieli ze Stan??w i Australii ?? Citra, Topaz i Galaxy, dodawanych tylko metod?? ??late hopping??. Po????czyli??my tu z aksamitno??ci?? p??atk??w owianych, opakowali??my w lekkie piwo, zakwaszane bakteriami kwasu mlekowego. Moc orze??wienia, jednocze??nie dla Sour- i Hop-Head??w!",3.7,111,22,126,99,100,NA,"Berliner Weisse","Wheat Beer",NA,NA,NA,NA,NA,NA,NA,NA,3
"3599","3,899","4,110",45,4,"38,521","11640","De Garde Passion Pom Bu","",4.4,132,NA,19,99,99,4.14,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3600","3,903","4,267",45,NA,NA,NA,"Dieu du Ciel Solstice d????t?? aux Framboises","This beer is an adaptation of a wheat beer brewed in Berlin known as a Berliner weiss. This is a cloudy blond coloured beer lightly tinted by the fruits which are steeped in it: either strawberry, raspberry or blueberry depending on the time of year. It is a highly acidic beer due to the lactic fermentation which takes place. Its aromas are acid, tart, and fruity.A light tasting beer, its acidity is quickly felt on each side of the tongue before leaving all the room for the wonderful fruity taste.  5.9% ABV on bottled version.",5.9,177,NA,366,99,99,NA,"Berliner Weisse","Wheat Beer",NA,NA,NA,NA,NA,NA,NA,NA,3
"3601","3,904","4,110",45,4,"38,521","11640","De Garde Imperial Berry Bu (batch 2)","A Berliner Weisse Style Ale Aged in Oak Barrels with Marion, Boysen, & Raspberries.",5.5,165,NA,12,99,99,4.23,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3602","3,905","4,110",45,4,"38,521","11640","De Garde Stone Bu","Berliner Weiss style ale aged in oak barrels with peaches & apricots",4.4,132,NA,49,99,99,NA,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3603","3,906","4,110",45,4,"38,521","11640","De Garde Imperial Blu Bu","A Berliner Weisse Style Ale Aged in Oak Barrels With Blueberries.",5.4,162,NA,36,99,99,4.01,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3604","3,907","4,110",45,4,"38,521","11640","De Garde Imperial Stone Bu","A Berliner Weisse inspired ale, aged in oak barrels with peaches and apricots",5.5,165,NA,31,99,99,4.01,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3605","3,908","4,110",45,4,"38,521","11640","De Garde Imperial Boysenberry (Boysen) Bu","A larger version of our Berliner Weisse inspired sour wheat beer, ??Bu Weisse.' This version is aged on over 2lbs per gallon of Oregon Boysenberries in first use Red Wine barrels. Rounded fruit in the front, with with crisp acid character followed by richer barrel notes and a balanced structure.",5.5,165,NA,56,99,99,NA,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3606","3,909","",45,NA,NA,NA,"Sahtipaja R??tt men inte S??tt - Barrel Aged","Bourbon barrel aged with vanilla beans and cinnamon.",4.4,132,NA,75,99,99,NA,"Berliner Weisse","Wheat Beer",NA,NA,NA,NA,NA,NA,NA,NA,3
"3607","3,910","7,082",45,4,"24,344","12976","J. Wakefield Orange Dreamsicle Berliner","A Sour Ale brewed with Oranges and Vanilla",3.5,105,NA,51,99,99,NA,"Berliner Weisse","Wheat Beer","J. Wakefield Brewing","Microbrewery","Miami","FL","33127","USA",25.813808,-80.2058,3
"3608","3,911","4,110",45,4,"38,521","11640","De Garde Imperial Peach Bu","",5.5,165,NA,31,99,99,4.05,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389,3
"3609","3,912","503",45,4,"27,079","21267","Schell Noble Star - Starkeller Peach","Eighth Release: Sixteen months in the making, Starkeller Peach was first brewed with an extensive decoction mash schedule, fermented with an authentic mixed culture and aged for nearly a year before 5,500 pounds of peaches were added and it was allowed to ferment for an additional four months.  The resulting beer has pronounced tropical fruit aromas, a tart peach flavor and an intensely acidic, fruity character.",7.2,216,NA,46,99,99,NA,"Berliner Weisse","Wheat Beer","August Schell Brewing Company","Microbrewery","New Ulm","MN","56073","USA",44.308395,-94.46149,3
