"","id","brewery_id","beer_style_id","brewery_type_id","post_code","loc_id","name","description","abv","calories","ibu","num_ratings","overall_rating","beer_style_rating","mean_rating","beer_style_name","beer_style_norm","brewery_name","brewery_type","city","state","zip_code","country","lat","long"
"1922","3,928","13,274",45,5,"1,264","18571","Tired Hands Altar","HoliDAZE BerlinerWeisse brewed with hibiscus, Madagascar vanilla beans, and cinnamon sticks. Very bright, juicy, and festive!",4.6,138,NA,14,98,98,4.01,"Berliner Weisse","Wheat Beer","Tired Hands Brewing Company","Brew Pub/Brewery","Ardmore","PA","19003","USA",40.000861,-75.29694
"1923","3,959","11,438",43,9,"13,200","23926","Moonstone Coconut Lemongrass Sake","Infused Nigori Genshu sak?? (shake well).  Rice milled to: 60%. Roughly filtered for creamy finish.

Rich aroma of creamy coconut and crisp lemongrass envelope your senses. Distinct flavors of namesake ingredients, Coconut Lemongrass expands the sense with hints of bubblegum, anise and citrus. Finishes clean and fruity.",18,540,NA,18,22,40,2.71,"Sak?? - Infused","Sake","SakeOne Corporation","Sake Producer","Forest Grove","OR","97116","USA",45.541009,-123.13043
"1924","3,930","3,128",45,4,"1,778","19187","Carton Dune Fruit","While standing on Mount Mitchill, scanning our favorite local beaches, you can find paddles of the indigenous prickly pear cactus underfoot. Once you learn how to peel them (being careful of the less obvious finer thorns), there is a pleasing spring legume sweetness to be found. With Dune Fruit we add the meat of prickly pear paddles to a simply soured wheat beer to draw out their subtle vegetable sweetness and cut their viscidity with some acid. A delicate balance of vegetal and brightness in the form of an unassuming sour. Drink Dune Fruit because it's the top of the summer and it's time to shift that palate back to the sand.",3.9,117,NA,23,98,97,3.91,"Berliner Weisse","Wheat Beer","Carton Brewing","Microbrewery","Atlantic Highlands","NJ","07716","USA",40.407958,-74.03483
"1925","3,931","11,035",45,6,"40,663","11545","Right Proper Diamonds, Fur Coat, Champagne","Aromatized Berliner weisse
 
This tart wheat beer is fermented with lactobacillus and brewed with Meyer lemon zest, elderflowers and dry-hopped with Nelson Sauvin. The recipe was written to mimic the floral, citrus and grape character of brut Champagne.",3.6,108,NA,26,98,98,3.9,"Berliner Weisse","Wheat Beer","Right Proper Brewing Company","Brew Pub","Washington","DC","20001","USA",38.907711,-77.01732
"1926","3,932","9,392",45,4,"12,380","26290","Night Shift Ever Weisse","Berliner weissbier fermented with strawberry, kiwi and hibiscus.",5,150,NA,139,98,97,NA,"Berliner Weisse","Wheat Beer","Night Shift Brewing","Microbrewery","Everett","MA","02149","USA",42.409916,-71.0522
"1927","3,933","1,070",45,6,"3,026","4847","Bend Ching Ching","Ching Ching is a Berliner Weisse with pomegranate and hibiscus.",4.5,135,NA,116,98,97,NA,"Berliner Weisse","Wheat Beer","Bend Brewing Company","Brew Pub","Bend","OR","97701","USA",44.091256,-121.29769
"1928","3,936","4,110",45,4,"38,521","11640","De Garde Imperial Cherry Raz Bu","A berlier weisse style ale aged in oak barrels with cherries & raspberries.",5.5,165,NA,39,98,97,3.84,"Berliner Weisse","Wheat Beer","De Garde Brewing","Microbrewery","Tillamook","OR","97141","USA",45.459109,-123.80389
"1929","3,937","11,512",45,4,"5,825","13512","Sante Adairius Maiden Fields","Maiden Fields is a tart, wheat-based beer brewed in the Berliner Weisse tradition.",4,120,NA,72,97,97,NA,"Berliner Weisse","Wheat Beer","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316
"1930","3,938","11,428",45,5,"33,720","4037","Schlafly Ibex: The Eleventh Labor","The Eleventh Labor is our ode to Hercules, whose pursuit of apricots proved just as successful as our own in using the sought-after fruit to brew a Berliner Weisse - a sour German wheat beer traditionally served with fruit-flavored syrup to balance the tartness. But we moved beyond the formulaic base to make it our own, fermenting it with house-made yeast cultures and fresh apricot puree for a subtle sweetness and mellow stone fruit aromas. The style is low in hop bitterness, slightly tart, and refreshing, with a cloudy, light golden appearance. The low bitterness and approachable alcohol content won't overwhelm the palate or deny you from having more than one. 
 
As a continuation of our Ibex Series, the Eleventh Labor is the first to be sold outside our breweries. We've brewed a select amount, so the release is limited - with distribution of small quantities in kegs as well as 750 ml bottles, which are filled, wax-sealed, and stamped by hand. 
 
Our name for the Ibex Series grew out of Schlafly Beer's original logo (featuring the wild goat), which was inspired by the crest of Steinhof, Switzerland, where founder Tom Schlafly's great grandfather was born. But while our logo has evolved, we still hold this iconic animal in high regard, using it to brand our most coveted and innovative releases.",4.2,126,5,27,97,97,3.87,"Berliner Weisse","Wheat Beer","Saint Louis Brewery","Brew Pub/Brewery","Saint Louis","MO","63103","USA",38.631451,-90.21415
"1931","3,939","2,804",45,1,"935","14147","Bruery Terreux Frucht - Boysenberry","Welcome to Frucht, our land of fruited Berliner Weisse-style beers. Known for a tart flavor profile and traditionally low ABV, our German-style wheat beer gains even more funky notes and natural earthy-woodiness from fermentation in one of our twin oak foeder vessels - the largest known to be fabricated in this country. Each installment in the series features a new fruit, or Frucht, if we're Sprechen sie Deutsch. This installment has boysenberries added, which impart a puckering jamminess and gem-like hue.",4.5,135,NA,25,97,97,3.88,"Berliner Weisse","Wheat Beer","Bruery Terreux","Client Brewer","Anaheim","CA","92806","USA",33.835465,-117.87362
"1932","3,943","294",45,4,"38,101","24636","Angry Chair Strawberry Berliner","",5,150,NA,28,97,97,3.86,"Berliner Weisse","Wheat Beer","Angry Chair Brewing","Microbrewery","Tampa","FL","33604","USA",28.016846,-82.4566
"1933","3,951","12,773",43,9,"3,135","10487","Hana Lychee Sake","Lychee was once a favorite fruit of Emperor Li Longi's special concubine, Yang Yuhuan in the Tang Dynasty. HANA Lychee appeals with aroma that fulfills the palate with the intense flavor of  this exotic fruit.  The lovely, lingering finish continues the rich lychee taste. Its low alcohol makes it a fine aperitif, either straight up or on the rocks.",8,240,NA,36,35,71,2.97,"Sak?? - Infused","Sake","Takara Sake USA","Sake Producer","Berkeley","CA","94710","USA",37.869976,-122.2981
"1934","3,952","12,773",43,9,"3,135","10487","Hana Fuji Apple Sake","You will enjoy the flavor of this increasingly popular Japanese fruit. HANA Fuji Apple appeals with its fresh aroma that fulfills the palate with the crisp tartness of the fruit.  The lovely, lingering finish continues the taste of rich apple flavor.  Its low alcohol makes it a fine aperitif, either straight up or on the rocks.",8,240,NA,22,33,61,2.97,"Sak?? - Infused","Sake","Takara Sake USA","Sake Producer","Berkeley","CA","94710","USA",37.869976,-122.2981
"1935","3,953","11,438",43,9,"13,200","23926","Moonstone Asian Pear Sake","All natural proprietary Asian Pear flavor is added just prior to bottling to maintain character. Momokawa Ruby is the base for all of the Moonstone Infused Sak??s. SMV: -8",13.5,405,NA,52,26,46,NA,"Sak?? - Infused","Sake","SakeOne Corporation","Sake Producer","Forest Grove","OR","97116","USA",45.541009,-123.13043
"1936","3,956","11,438",43,9,"13,200","23926","Moonstone Plum Sake","This isn't your grandpa's plum wine. We marry premium Ginjo sak?? with natural plum flavor and a hint of almond. Rich, ripe plum fills the air and tempts your taste buds as this sweet nectar hits your lips. Sweet plum delights your palate without the sugary thickness of plum wines. SMV: -88",8,240,NA,22,26,50,2.81,"Sak?? - Infused","Sake","SakeOne Corporation","Sake Producer","Forest Grove","OR","97116","USA",45.541009,-123.13043
"1937","3,957","11,438",43,9,"13,200","23926","Moonstone Raspberry Sake","All natural proprietary Raspberry flavor is added just prior to bottling to maintain character. Momokawa Ruby is the base for all of the Moonstone Infused Sak??s. SMV: -8",13.5,405,NA,19,28,64,2.78,"Sak?? - Infused","Sake","SakeOne Corporation","Sake Producer","Forest Grove","OR","97116","USA",45.541009,-123.13043
"1938","4,047","3,211",15,4,"34,504","9350","Cellarmaker Citrasaic","Hopped with mostly Citra & Mosaic, with dashes of Centennial & Experimental hop HBC 344.  Bright, tropical Pale Ale.",5.8,174,36,17,99,100,4.07,"American Pale Ale","Pale Ale","Cellarmaker Brewing Company","Microbrewery","San Francisco","CA","94103","USA",37.772329,-122.41087
"1939","3,963","12,507",81,3,"12,182","17514","Stone Sublimely Self Righteous Black IPA","We're brewers whose substantial mettle and idiomatic approach to brewing allows us to consistently create works of art such as this justifiably self righteous ale. Its bitterness hits our sweet spot. Its blackness lightens our hearts. Its liquid dichotomy pulls it all together in this sublimely sacrosanct ale. Yes, we damn well know our stuff here at Stone, and it would be irresponsible of us not to acknowledge how remarkable this heavenly creation of ours is. Thus the name we are compelled to give it ... Stone Sublimely Self Righteous Ale ... serves as a reminder of just how good we are, in both liquid and verbal form.
We re certainly not perfect. Too often, we allow our modesty to get the best of us as we re simply not inclined towards senseless braggadocio. When youre good, youre good. And when you do something great, the least you can do is acknowledge it. Others benefit from knowing. In this case, we find that we are compelled to point out how amazing this beer is that we rightly call the Stone Sublimely Self Righteous Ale. 
 
First brewed in 2007 as Stone 11th Anniversary Ale, this beer was an instant hit. With us. Other folks with great taste loved it too, but we were focused on how much we liked it, and we felt it was truly sublime. That euphoria didnt last long though, as it was soon replaced with the grim reality that when we sold out of it there wouldnt be any more. For Us. And that was simply unacceptable. So, we are now blessing ourselves, and you the enlightened, with this beer on a full time basis.. Thusly, you may now revel in your own self righteousness as you see fit with this glorious example of ours. You are genuinely welcome, as it is our pleasure.",8.7,261,90,2253,100,100,NA,"Black IPA","IPA","Stone Brewing","Commercial Brewery","Escondido","CA","92029","USA",33.087868,-117.11558
"1940","3,965","5,056",81,3,"29,400","8515","Firestone Walker Wookey Jack Black Rye IPA","Wookey Jack is our first foray into the dark outer world of black IPAs.  Rich dark malts and spicy rye careen into bold citrus laden hops creating a new dimension in IPA flavor.  This brew has been left unfiltered and unfined to retain all of its texture and character.  At 60 IBUs, Wookey Jack is gnarly on the outside yet complex and refined on the inside.",8.3,249,80,1270,100,100,NA,"Black IPA","IPA","Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","USA",35.640589,-120.70418
"1941","3,969","6,469",81,4,"15,509","16829","Hill Farmstead Society & Solitude #2","The second in our series of experimental Imperial IPAs ?? Release #2 is essentially an Imperial version of James, our Black IPA.  Brewed with buckets full (literally) of Simcoe and Columbus hops, in the kettle and, as dry hops, in the fermenter.  This Imperial Black IPA heavily, heavily hopped?? ABV may vary.  Prior versions @ 8%",9.2,276,NA,107,100,100,NA,"Black IPA","IPA","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1942","3,970","13,171",81,4,"26,021","15101","Three Floyds Blakkr","This double black as night IPA is too massive for one brewery's efforts. Blakkr took the trinity of Real Ale, Surly, and Three Floyds to actualize this crushing ale. Cheers.
 
This specific version was brewed at Three Floyds and available on tap and in 22 oz bomber bottles. For other versions, see Surly and Real Ale databases.",10,300,NA,109,99,100,NA,"Black IPA","IPA","Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","USA",41.551457,-87.50143
"1943","3,971","3,524",81,4,"38,089","24636","Cigar City Either Black Ale","High gravity black ale brewed with Ty Ty honey, copious amounts of hops and aged on toasted Spanish Cedar.

Part 1 of a 4 beer collaboration between Cigar City, Hill Farmstead, and Grassroots.

A note from Joey Redner:  ""The beers are basically black IPA's brewed with lots of Citra, Mt. Rainier and Simcoe along with Ty Ty honey from North Florida aged on medium toast Spanish Cedar. There are different hop additions in the Hill Farmstead/Grassroots version (Or) and the 2-row base malt in the CCB version (Either) is replaced with Pilsner malt in the Vermont/Denmark version (Or). There are also some process differences which is one of the purposes of a collaboration; allowing breweries to learn from each other.

The goal was to make two beers that were alike, but slightly different due to preferences in regional approach and access to ingredients. The four beers in this collaborative series will be named: 

Either, Or, Neither and Nor. Either and Or will release first and the other two will follow. Both Either and Or were brewed at CCB, but Neither and Nor will be brewed as single batches in both Vermont and Denmark.",11.2,336,NA,301,99,100,NA,"Black IPA","IPA","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537
"1944","3,972","5,239",81,4,"15,169","13540","Founders Backstage Series #14: Project Pam","Black IPAs have long been a staple in our Taproom and at our annual Black Party ?? a celebration of experimental, dark beers ?? and Project PAM combines this with our deep, abiding love for barrel-aging. It's an invitation to venture into the shadows of our brewers' minds and discover their mad genius. In development under a shroud of secrecy for years, Project PAM is brewed with an abundance of hops including, Chinook, Nugget, Centennial, Amarillo, El Dorado and Mosaic. It's balanced with Crystal and Midnight Wheat malts and finally aged in maple syrup bourbon barrels to add complex oaky bourbon notes and the sweetness of maple syrup. Project PAM clocks in at 10.8% ABV.",10.8,324,NA,227,99,100,NA,"Black IPA","IPA","Founders Brewing Company","Microbrewery","Grand Rapids","MI","49503","USA",42.964176,-85.65885
"1945","3,973","6,469",81,4,"15,509","16829","Hill Farmstead James","James (1954-1998) is our Uncle; Hill Farmstead Brewery rests upon the land that was once home to him and his four siblings.  In his honor, this Black Ale is dutifully crafted from American and German malted barley, American hops, our ale yeast, and water from James' well.  It is unfiltered, naturally carbonated, and dry hopped.  Roasty and smooth, with accents of chocolate and a balanced hoppy finish, this is the ale that I dream to have shared with James.

6.8% ALC/VOL
16?? P
Ingredients: Pale and Caramel Malt; Roasted Barley; Centennial and Columbus hops; Ale Yeast, and our Well Water.",6.8,204,NA,147,99,99,NA,"Black IPA","IPA","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1946","3,974","10,269",81,4,"7,014","11056","Pipeworks / 4 Hands Black Tuna","Black Imperial IPA Brewed with Honey",9.5,285,NA,22,99,100,4.06,"Black IPA","IPA","Pipeworks Brewing Company","Microbrewery","Chicago","IL","60647","USA",41.921126,-87.70085
"1947","3,976","12,507",81,3,"12,182","17514","Stone 20th Anniversary Encore Series: 15th Anniversary Imperial Black IPA","In the 15 years since we entered the craft brewing world, change has come not in a straight line, but as an exponential curve. The craft brewing movement has long been called a ""revolution."" But today the air is so thick with revolution, it's palpable. No longer is it only an awareness among the faithful; the unconverted are beginning to feel it as well. Denial and ignorance are disappearing in favor of opened eyes, curiosity and the sense that there's something larger out there. For far too long we have been lied to. For far too long we have been oppressed by the notion that dumbed-down-lowest-common-denominator-mediocrity was all that we could, and should, expect. You might think we're talking only about the world of brewing, but we're not. There is a myriad of products out there masquerading as cheeses, coffee, chocolates, breads...hell, there is stuff pretending to be 'food' that our great grandmothers would not recognize as such. Yet the craft brewing movement, together with the artisanal food movement, is making much progress. Where the industrial companies can't dismiss or bury us, they are attempting to copy us with cheap facsimiles. Yes, chances are if you are holding this bottle, you understand these things to be true about the world of brewing. You also likely understand the importance of our fight at Stone against accepted 'norms' over the last 15 years. We believed that America was ready to embrace things made with artistry and passion. You have spoken. Your response has been clear. We are not merely consumers to be spoon-fed whatever commodities need to be unloaded for a profit. We have only just begun to move the needle of this revolution, & mediocrity still reigns. Consider that when you reject dumbed down, industrialized food and drink, you also support craft brewing. The line is nearly seamless; we are fighting the same battle. We will not win in our lifetime, as the powers are too entrenched, and the masses too??????fooled. And shackled. However, this is a revolution of ideas and of taste, and we will win. How do you want to be viewed by your children, and your children's children? As a hero, or as the oppressed? (Those that don't think they have been oppressed are already lost.) Ultimately, it's up to you to decide. We hope you'll stand with us. Strong and unyielding. You are needed. This bottle and its glorious contents are a celebration of you, brothers and sisters, and your importance in this fight. Cheers to all we've accomplished together in the past fifteen years, and cheers to the adventure ahead! 
 
Re-released as part of the 20th anniversary encore series in 2016",10.8,324,100,752,99,99,NA,"Black IPA","IPA","Stone Brewing","Commercial Brewery","Escondido","CA","92029","USA",33.087868,-117.11558
"1948","4,105","4,208",72,3,"3,722","2208","Destihl Saint Dekkera Barrel Reserve Sour: Forsaken Barrel Lambic","One of our 2 oldest sour barrels in Normal. A Belgian-style lambic soured by wild secondary fermentation and aging for over 3.5 years in an unbranded red wine barrel.",5.6,168,NA,32,88,51,3.56,"Lambic Style - Unblended","Sour","Destihl Brewery","Commercial Brewery","Bloomington","IL","61704","USA",40.459584,-88.96939
"1949","3,977","12,507",81,3,"12,182","17514","Stone Enjoy By Black IPA","Bottled and consistently delivered faster than any other IPA on the planet to ensure the ultimate in freshness. Stone Enjoy By IPA facilitated a paradigm shift in respect for and enjoyment of hoppy beers. Stone Enjoy By Black IPA is the onyx yin to the freshness-envelope-pushing yang. It similarly rewards hoppy beer enthusiasts with the amazingly in-your-face dankness that only an ??ber focus on now can bring. Cracking open a bottle allows one to experience this beer's vibrant hop aromas and flavors to their fullest against a perfect symbiotic, complex, and roasty canvas. Stone Enjoy By Black IPA is proof that its never too soon to experience the now; its far better to be early than late with this deep dark wonder!",9.4,282,NA,138,99,99,NA,"Black IPA","IPA","Stone Brewing","Commercial Brewery","Escondido","CA","92029","USA",33.087868,-117.11558
"1950","3,978","3,524",81,4,"38,089","24636","Cigar City Or Black Ale","High gravity black ale brewed with Ty Ty honey, copious amounts of hops and aged on toasted Spanish Cedar.

Part 2 of a 4 beer collaboration between Cigar City, Hill Farmstead, and Grassroots.

A note from Joey Redner:  ""The beers are basically black IPA's brewed with lots of Citra, Mt. Rainier and Simcoe along with Ty Ty honey from North Florida aged on medium toast Spanish Cedar. There are different hop additions in the Hill Farmstead/Grassroots version (Or) and the 2-row base malt in the CCB version (Either) is replaced with Pilsner malt in the Vermont/Denmark version (Or). There are also some process differences which is one of the purposes of a collaboration; allowing breweries to learn from each other.

The goal was to make two beers that were alike, but slightly different due to preferences in regional approach and access to ingredients. The four beers in this collaborative series will be named: 

Either, Or, Neither and Nor. Either and Or will release first and the other two will follow. Both Either and Or were brewed at CCB, but Neither and Nor will be brewed as single batches in both Vermont and Denmark.",11.2,336,NA,298,99,99,NA,"Black IPA","IPA","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537
"1951","3,981","12,692",81,4,"24,923","23182","Surly Blakkr","Imperial black ale.",9.99,300,85,317,99,99,NA,"Black IPA","IPA","Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","USA",44.980379,-93.23003
"1952","3,982","14,267",81,6,"1,502","13139","Wicked Weed Ruffian Imperial Black IPA","Hopheads and dark beer lovers alike, this beer is for you.  This 9.6% ABV beast of a beer is black as night and dry hopped like a double IPA.  We use de-husked black malt to achieve a dark color without the astringent flavors normally found in stouts.",9.6,288,NA,28,99,99,4.01,"Black IPA","IPA","Wicked Weed Brewing (AB-InBev)","Brew Pub","Asheville","NC","28801","USA",35.595661,-82.55632
"1953","3,984","8,447",81,4,"13,838","3494","Maine Beer Weez","American Black Ale:
Hoppy and roasty American IPA, Weez presents a blend of hoppy and roasty notes on the nose, followed by hoppy resins on the tongue, and finishes with a deep roast.  7.2% ABV.

Malt:
Maris Otter, American 2-Row, Munich, C-80, Chocolate, Flaked Wheat, Black Barley, Midnight Wheat

Hops:
Warrior, Cascade, Citra, Simcoe

A beer in three stages:  an intense of aroma of roast, chocolate and citrus; flavor bursts with citrus; and the palate is left with lingering roast and chocolate.",7.2,216,NA,296,99,99,NA,"Black IPA","IPA","Maine Beer Company","Microbrewery","Freeport","ME","04032","USA",43.843778,-70.10172
"1954","3,989","6,469",81,4,"15,509","16829","Hill Farmstead Foster","Black Wheat IPA",6.5,195,NA,89,99,99,NA,"Black IPA","IPA","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1955","3,992","7,535",81,4,"1,817","1770","Knee Deep Midnight Hoppyness","Double Black Rye IPA (Midnight Hoppyness) - This one clocks in at 9.5 % ABV and over 100 IBU's.  This one will also be available in bottles soon. Will be named Midnight Hoppyness.",9.5,285,100,149,99,99,NA,"Black IPA","IPA","Knee Deep Brewing Company","Microbrewery","Auburn","CA","95602","USA",38.976837,-121.09142
"1956","3,995","3,594",81,1,"18,424","6025","Clown Shoes Hoppy Feet 1.5 Double Black IPA","This is a BIG beer. We basically took the Hoppy Feet recipe and multiplied everything by 1.5. This created a wonderfully unique beer that has a deeper malt balance, bolder hop profile, and an extremely fresh aroma. When comparing to regular Hoppy Feet you will notice much sweeter malt notes mixed in with a more pronounced chocolate and dark fruit flavor. The malt flavors are balanced off with strong pine and citrus notes from the addition of A LOT of hops. This beer was actually dry-hopped not once but TWICE with each of the hop varieties (Columbus, Cascade, and Amarillo).",10,300,NA,375,99,99,NA,"Black IPA","IPA","Clown Shoes Beer","Client Brewer","Ipswich","MA","01938","USA",42.682965,-70.84007
"1957","3,999","5,239",81,4,"15,169","13540","Founders Inspired Artist Black IPA","The artwork first ?? is Kevin O'Rourke. His artwork has been featured on concert posters for Sonic Youth & Flaming Lips. The beer?  A black IPA. Inspired Artist Black IPA is brewed with black wheat malt and of course a ton of complimentary hops. Look for the debut across Michigan in August. Lovers of craft beer and art can look forward a one of these releases each year.",7.5,225,88,48,99,98,NA,"Black IPA","IPA","Founders Brewing Company","Microbrewery","Grand Rapids","MI","49503","USA",42.964176,-85.65885
"1958","4,001","4,819",81,1,"4,794","4881","Evil Twin Yin & Yang","Imperial India Black Stout. This is a complete RTD Black and Tan. Not just any Black and Tan but the one where we flawlessly mixed a flippant good Imperial IPA with a profoundly evil Imperial Stout and sustained sweet beer balance. 33% Stout and 67% IPA.",10,300,NA,431,99,98,NA,"Black IPA","IPA","Evil Twin Brewing","Client Brewer","Brooklyn","NY","11249","USA",40.680145,-73.96257
"1959","4,003","7,720",81,4,"29,864","16835","Lagunitas NightTime Ale","There are two kinds. There is the DayTime kind, which is bright and welcoming and then there is the NightTime kind, which should never be confused with the DayTime. NightTime is dark and deep and may take you to unexpected places, places that the DayTime cannot. But then, the NightTime is not suited for ordinary life and ordinary tasks. In fact, NightTime may be the answer for that sort of thing, meaning that those sorts of things may never get done. Things take time in the NightTime, things slow down and you can puase (you have to, actually) and investigate carefully to find that level of objective detachment that is only possible under the spell of the NightTime. Seek the Day, but fear not the Night. 2014 - 8.6%, 73 IBU. 2015 - 7.8%, 74 IBU. 2016 - 8%, 74 IBU.",8,240,74,691,98,98,NA,"Black IPA","IPA","Lagunitas Brewing Company (Heineken)","Microbrewery","Petaluma","CA","94954","USA",38.243299,-122.6069
"1960","4,113","12,687",93,8,"31,253","7578","Superstition Straw Berry White","An American oak barrel aged dessert mead made with strawberry juice and white chocolate.",13.5,405,NA,51,100,100,NA,"Mead","Other (Cider, Mead, etc.)","Superstition Meadery","Meadery","Prescott","AZ","86301","USA",34.589477,-112.44726
"1961","4,114","12,687",93,8,"31,253","7578","Superstition Blue Berry White","Mead made with blueberries and white chocolate. Batch # 1801. 100 bottles.",13.5,405,NA,61,100,100,NA,"Mead","Other (Cider, Mead, etc.)","Superstition Meadery","Meadery","Prescott","AZ","86301","USA",34.589477,-112.44726
"1962","4,006","9,653",81,4,"13,271","4667","Odell Mountain Standard Double Black IPA","As the Colorado hop growers prove they can produce world class hops, we as a Colorado craft brewer want to showcase what our state can offer, not only with the ingredients used in crafting them. Mountain Standard Double Black IPA showcases the homegrown hops our brewers helped pick from farms along Colorado's western slope. MST pours committingly dark with a light brown head and a slightly roasted hoppy nose. An ephemeral bitterness, the result of combining roasted malts with an assertive American hop profile, contributes to MST's act of balance and harmony within nature or your glass. As the season's darkness sets in why shouldn't your beer become darker as well?",9.5,285,NA,319,98,98,NA,"Black IPA","IPA","Odell Brewing Company","Microbrewery","Fort Collins","CO","80524","USA",40.606962,-105.05106
"1963","4,007","12,731",81,4,"1,671","28259","Sweetwater Dank Tank Some Strange","Living large with his 7 year squeeze, Capt. Danky was suddenly blindsided as he discovered General Betrayus under the sheets with his ho. Unstable, delirious, and in desperate need of relief, he headed to the Cheetah to drown his sorrows with a few motorboats. After his wallet was drained by a lonely dental hygienist student, she whispered in his ear the 411 on a swinging late night dance club called Johnny's Hideaway where he might get lucky. Wearing his big boy pants, he jumped in the first cab and beelined it to the hopeful honey hole. A stupefied Capt. Danky slipped in and was immediately pounced on by the house mama who set her meat hooks into him to do a little dirty dancing. Capt Danky was swept off his feet by this big ol' beauty and lured back to her cougar den for some Danky Spanky. Capt Danky awoke with an ear to ear hicky and massive claw marks on his chest, back, and sack-a-jo-wia. He slowly rolled over and uncrusted his eyes, hoping to figure out what was saddled up next to him under the leopard skin sheets. As his vision cleared, he gagged, learning he had ??seasoned?? a big fat black double IPA. Horrified, he grabbed his ring off the nightstand and jumped out the window before it was awake and ready for roust two. Here's to hoping his buddies never discover his bag-age. Get Some Strange!",10,300,NA,59,98,98,NA,"Black IPA","IPA","Sweetwater Brewing Company","Microbrewery","Atlanta","GA","30324","USA",33.818304,-84.35779
"1964","4,019","13,331",15,4,"9,749","18793","Toppling Goliath pseudoSue","This single hop pale ale showcases the Citra hop for a well balanced beer that is delicate in body with a mild bitterness in the finish. She roars with ferocious aromas of grapefruit, citrus, mango and evergreen. pseudoSue's unique and addictive taste is clean and bright with just enough bite!
 
Admin Note: Previously brewed as a 5.8% ABV offering, current and future batches are listed at 7% ABV per a tweak and translating the beer to a larger 30 bbl system. Tweaks may continue to change this ABV slightly as they settle on an official end product.",5.8,174,50,670,100,100,NA,"American Pale Ale","Pale Ale","Toppling Goliath","Microbrewery","Decorah","IA","52101","USA",43.345879,-91.77187
"1965","4,020","6,469",15,4,"15,509","16829","Hill Farmstead Mosaic Single Hop Pale Ale","Single Hop Pale Ale brewed with Mosaic Hops",5,150,NA,64,100,100,NA,"American Pale Ale","Pale Ale","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"1966","4,008","13,622",81,5,"34,053","7379","Uinta Dubhe Imperial Black IPA","Ale brewed with Hemp seed.
 
 
Introducing the newest addition to Uinta Brewing Company's lineup, Dubhe (pronounced Doo-bee), an Imperial Black IPA. 
 
Dubhe was named after Utah's Centennial Star, a star classified as a Red Giant.  Dubhe, the star, appears orange in color, and is found at the top end of the big dipper's spoon. The name ??Dubhe?? continues Uinta's tradition of celebrating the great state of Utah, however, ??Dubhe?? is a fitting name for more than that reason: this beer is as black as the night sky and is brewed with an astronomical amount of hops.
 
 Dubhe is comprised of five hop varieties, a hop profile bold enough to shine through the roasted, dark malt character of this beer. A citrusy hop aroma, achieved by dry hopping with a proprietary blend of extreme Northwest hops, balanced with notes of mild dark chocolate and a hint of sweet licorice. Smooth from start to finish, Dubhe's layered flavor profile emerges with rich and rounded toasted malt flavors, and is followed by a lively hop bitterness. At over 5 pounds of hops per barrel, Dubhe is the most hop-laden beer Uinta has ever produced.

 This shinning new addition is brewed with hemp seed (A play on the name, perhaps?), and has a far-out ABV of 9.2%.",9.2,276,NA,834,98,98,NA,"Black IPA","IPA","Uinta Brewing Company","Brew Pub/Brewery","Salt Lake City","UT","84104","USA",40.750628,-111.94077
"1967","4,012","13,171",15,4,"26,021","15101","Three Floyds Zombie Dust","A medium bodied single hop pale ale showcasing Citra hop from the Yakima Valley, U.S.A.",6.2,186,50,1375,100,100,NA,"American Pale Ale","Pale Ale","Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","USA",41.551457,-87.50143
"1968","4,013","13,418",15,4,"4,092","17848","Trillium Fort Point Pale Ale - Galaxy Dry Hopped","This version of our signature American pale ale is dry hopped with the pungent Galaxy variety. Enticingly hazy and blonde in appearance with frothy carb, the nose erupts with strong citrus, passion fruit, and pineapple aromatics. Upfront and resinous hop-derived flavors of grapefruit pith, peach, and mango are balanced with a subtle, bready malt character and mild, subdued bitterness.
 
ABV: 6.6 %
 
MALT: American 2-row Barley, White Wheat, C-15, Dextrine
 
HOPS: Galaxy, Columbus",6.6,198,NA,148,100,100,NA,"American Pale Ale","Pale Ale","Trillium Brewing Company","Microbrewery","Boston","MA","02210","USA",42.347974,-71.04463
"1969","4,014","6,469",15,4,"15,509","16829","Hill Farmstead Citra Single Hop Pale Ale","A pale ale bittered, flavored, and dry hopped exclusively with Citra.",5.5,165,NA,189,100,100,NA,"American Pale Ale","Pale Ale","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
