,_has_fetched,city,country,name,postal_code,state,street,telephone,type,url,web
11172,True,Columbia,USA,Rock Bridge Brewing Co.,65202,Missouri,1330 E Prathersville Road,(573) 441-2337,Microbrewery,/brewers/rock-bridge/14394/,https://www.facebook.com/pages/Rock-Bridge-Brewery/144974778895992
11173,True,Tampa,USA,Rock Brothers Brewing Company,33605,Florida,1901 N. 15th St.,(813) 348-6363,Microbrewery,/brewers/rock-brothers/18186/,https://www.facebook.com/RockBrothersBrewing
11174,True,Janesville,USA,Rock County Brewing Company,53545,Wisconsin,10 N Parker Drive,,Microbrewery,/brewers/rock-county/30003/,https://www.facebook.com/rockcountybrewing
11175,True,Danville,USA,Rock God Brewing Company,17821,Pennsylvania,237 Rooney Avenue,(570) 284-4096,Brew Pub,/brewers/rock-god/31643/,https://www.facebook.com/rockgodbrewing
11176,True,Rockland,USA,Rock Harbor Pub & Brewery,04841,Maine,416 Main Street,(207) 593-7488,Brew Pub/Brewery,/brewers/rock-harbor-brewery/20003/,https://www.facebook.com/rockharbor.me
11177,True,Lexington,USA,Rock House Brewing,40508,Kentucky,119 Luigart Ct.,(859) 368-7064,Microbrewery,/brewers/rock-house-brewing/29682/,https://www.facebook.com/rockhousebrewing
11178,True,New Mills,England,Rock Mill Brewery,SK22 4DN,Derbyshire,81-83 Bridge Street,(1663) 000000,Commercial Brewery,/brewers/rock-mill-brewery/27308/,http://visitnewmills.co.uk/rock-mill-brewery/
11179,True,Poynette,USA,Rock N Wool Winery,53955,Wisconsin,W7817 Drake Road,(608) 635-4339,Cidery,/brewers/rock-n-wool-winery/23645/,https://www.facebook.com/pages/Rock-N-Wool-Winery/271692892887361
11180,True,West Hollywood,USA,Rock Sake,90046,California,"1011 N Orange Grove Ave, #5",(888) 849-0505,Sake Producer,/brewers/rock-sake/13719/,https://www.facebook.com/RockSake
11181,True,Rock Stream,USA,Rock Stream Brewery,14878,New York,162 Fir Tree Point Road,(607) 243-5395,Microbrewery,/brewers/rock-stream-brewery/15460/,https://www.twitter.com/RockStreamWine
11182,True,Liverpool,England,Rock The Boat Brewery,L23 4TS,Merseyside,6 Little Crosby Village,(151) 9247936,Commercial Brewery,/brewers/rock-the-boat-brewery/24387/,http://www.rocktheboatbrewery.co.uk/
11183,True,Jackson,USA,Rockn Dough Pizza and Brew Co.,38301,Tennessee,16 Jackson Walk Plaza,(731) 300-0404,Brew Pub,/brewers/rockn-dough-pizza-and-brew-co/30439/,http://www.rockndoughpizza.com/
11184,True,Long Island City,USA,Rockaway Brewing Company,11101,New York,"5-01 46th Ave,",,Microbrewery,/brewers/rockaway/15554/,https://www.facebook.com/RockawayBrewingCo
11185,True,Halifax,Canada,Rockbottom Brewpub,B3J 1H5,Nova Scotia,5686 Spring Garden Rd,(902) 423-2938,Brew Pub,/brewers/rockbottom-brewpub/10199/,https://www.facebook.com/RockbottomBrewpubRestaurant
11186,True,Estes Park,USA,Rockcut Brewing Co,80517,Colorado,390 W Riverside Ave,(970) 586-7300,Microbrewery,/brewers/rockcut/24266/,https://www.facebook.com/RockCutBrewing
11187,True,Madison,USA,Rocket Republic Brewing Company,35758,Alabama,289 Production Ave,(256) 325-4677,Client Brewer,/brewers/rocket-republic/16748/,https://www.facebook.com/RocketRepublicBrewing
11188,True,Bristol,England,Rocket Science,BS37 7AJ,Gloucestershire,"Firgrove Crescent, Yate",07759 271993,Microbrewery,/brewers/rocket-science/16839/,https://www.facebook.com/rocketsciencecraftales
11189,True,Darlington,England,Rocket Town Brewing Co.,DL1 5PT,Durham,14-15 Horsemarket,(1325) 466720,Client Brewer,/brewers/rocket-town/23777/,https://www.facebook.com/Rockettownbrewingco?fref=ts
11190,True,Anacortes,USA,Rockfish Grill & Anacortes Brewery,98221,Washington,320 Commercial Ave,(360) 588-1720,Brew Pub,/brewers/rockfish-grill-and-anacortes-brewery/560/,https://www.facebook.com/pages/Rockfish-Grill-Anacortes-Brewery/164550669515
11191,True,Rockford,USA,Rockford Brewing Company,49341,Michigan,12 E. Bridge Street,(616) 951-4677,Microbrewery,/brewers/rockford/15758/,https://www.facebook.com/RockfordBrewingCompany
11192,True,Luton,England,Rockhopper Brewing,LU2 9AR,Bedfordshire,1 Forrest Crescent,(7879) 810558,Commercial Brewery,/brewers/rockhopper-brewing/30418/,https://www.facebook.com/hopperbrew
11193,True,Madison,USA,Rockhound Brewing Company,53715,Wisconsin,444 S Park Street,(608) 285-9023,Brew Pub,/brewers/rockhound/26801/,https://www.facebook.com/rockhoundbrewing
11194,True,Boughton Monchelsea,England,Rockin Robin,ME17 4LR,Kent,"Campfield Farm, Haste Hill Road",01622 747106,Microbrewery,/brewers/rockin-robin/15168/,https://www.facebook.com/rockinrobinbrewery
11195,True,Peterborough,England,Rockingham,PE8 6RZ,Northamptonshire,"25 Wansford Road, Elton",01832 280722,Microbrewery,/brewers/rockingham/4630/,http://www.rockinghamales.co.uk/
11196,True,Derry,USA,Rockingham Brewing Company,03038,New Hampshire,One Corporate Park Drive #1,(603) 216.2324,Microbrewery,/brewers/rockingham/22301/,https://www.facebook.com/rockinghambrewing
11197,True,"Middleton, Corby",England,Rockingham Forest Cider,,Northamptonshire,,,Cidery,/brewers/rockingham-forest-cider/8447/,http://rockinghamforestcider.moonfruit.com/
11198,True,Lancaster,USA,Rockmill Brewing Company,43130,Ohio,5705 Lithopolis Road NW,(310) 755-4097,Microbrewery,/brewers/rockmill/12188/,https://www.facebook.com/pages/Rockmill-Brewery/145475758828853
11199,True,Rockland,USA,RockPere Brewing Company,54115,Wisconsin,2284 Laddie Trail,(920) 655-1747,Microbrewery,/brewers/rockpere/24134/,http://www.rockpere.com/
11200,True,Enumclaw,USA,Rockridge Orchards & Cidery,98022,Washington,40709 264th Ave SE,(360) 802-6800,Cidery,/brewers/rockridge-orchards-and-cidery/20819/,https://www.facebook.com/Rockridgeorchardsfarmstand
11201,True,Grand Junction,USA,Rockslide Brew Pub,81501,Colorado,405 Main Street,(970) 245-2111,Brew Pub,/brewers/rockslide-brew-pub/2212/,https://www.facebook.com/pages/The-Rockslide-Brewery-and-Restaurant/349727326832
11202,True,Rockland,USA,Rocky Bay Brewing Company,04841,Maine,7 Lindsey Street,,Microbrewery,/brewers/rocky-bay/1783/,http://www.rockybaybrewing.com/index.htm
11203,True,Ogunquit,USA,Rocky Coast Brewing,03907,Maine,705 Main St,(207) 641-0640,Brew Pub/Brewery,/brewers/rocky-coast-brewing/17359/,https://www.facebook.com/pages/Post-Road-Tavern/71138117512
11204,True,Beaver Bay,USA,Rocky Coast Brewing Company (MN),55601,Minnesota,1012 Main Street,,Microbrewery,/brewers/rocky-coast-mn/18859/,http://www.lexlake.com/newsite/
11205,True,Odessa,USA,Rocky Coulee Brewery,99159,Washington,205 N 1st Street,,Microbrewery,/brewers/rocky-coulee-brewery/8278/,https://www.facebook.com/pages/Rocky-Coulee-Brewing-Company/218031061546793
11206,True,Wandsworth,England,Rocky Head,SW18 4NJ,Greater London,"Unit 16, Glenville Mews, Kinver Road",44 20 8875 9917,Microbrewery,/brewers/rocky-head/15407/,https://www.facebook.com/rockyheadbrewery
11207,True,Colorado Springs,USA,Rocky Mountain Brewery,80915,Colorado,625 Paonia St,(719) 528-5920,Microbrewery,/brewers/rocky-mountain-brewery/9702/,https://www.facebook.com/rocky.mountainbrewery/
11208,True,Palisade,USA,Rocky Mountain Vineyards,81526,Colorado,3553 E Road,(970)  464-7921,Meadery,/brewers/rocky-mountain-vineyards/27169/,http://coloradocellars.com
11209,True,Rocky Point,USA,Rocky Point Artisan Brewers,11778,New York,56 Hallock Landing Road,(631) 848 2261,Microbrewery,/brewers/rocky-point-artisan-brewers/15088/,https://www.facebook.com/artisanbrewers
11210,True,Woodruff,USA,Rocky Reef Brewing Company,54568,Wisconsin,1101 1st Ave,(262) 339-1230,Microbrewery,/brewers/rocky-reef/24135/,https://www.facebook.com/pages/Rocky-Reef-Brewing-Company/674188009334683
11211,True,Sevierville,USA,Rocky River Brewery & Grille (TN),37862,Tennessee,1444 Hurley Drive,,Brew Pub/Brewery,/brewers/rocky-river-brewerye-tn/2357/,http://beerme.com/brewery.php?5481
11212,True,Cleveland,USA,Rocky River Brewing Co. (OH),44116,Ohio,21290 Center Ridge Rd.,(440) 895-2739,Microbrewery,/brewers/rocky-river-oh/1326/,https://www.facebook.com/RockyRiverBrewingCompany
11213,True,Glen Burnie,USA,Rocky Run Tap & Grill,21061,Maryland,7900 Ritchie Hwy,,Brew Pub,/brewers/rocky-run-tap/3566/,http://
11214,True,Castle Rock,USA,Rockyard Brewing Company,80104,Colorado,880 Castleton Rd,(303) 814-9273,Microbrewery,/brewers/rockyard/628/,https://www.facebook.com/therockyard
11215,True,"Calingasta, Pr. de San Juan",Argentina,Rodacel S.R.L.,,,Belgrano 473 Oeste,422-5784,Cidery,/brewers/rodacel-srl/6741/,http://www.sidralacapilla.com.ar/
11216,True,New River,USA,Rodeo Cold Brewing Company,,Arizona,,,Client Brewer,/brewers/rodeo-cold/24765/,https://www.facebook.com/rodeocold
11217,True,Otley,England,Rodhams Brewery,LS21 1BZ,West Yorkshire,74 Albion Street,01943 464530,Microbrewery,/brewers/rodhams-brewery/6281/,http://www.quaffale.org.uk/php/brewery/1041
11218,True,Jordan,USA,Roets Jordan Brewery Company,,Minnesota,230 Broadway St. S.,(952) 406-8865,Microbrewery,/brewers/roets-jordan-brewery-company/29709/,https://www.facebook.com/roetsjordanbrewery
11219,True,Grand Rapids,USA,Roffey Brewing (Robert Thomas Brewing),49546,Michigan,2600 Patterson Ave. SE,,Microbrewery,/brewers/roffey-brewing-robert-thomas-brewing/1141/,http://beerme.com/breweries/us/mi/3637.shtml
11220,True,Kharkiv,Ukraine,Rogan (Sun-InBev),61172,,Roganska ul. 161,(572) 144-526,Commercial Brewery,/brewers/rogan-sun-inbev/3859/,http://www.rogan.com.ua
11221,True,Rochester,USA,Rogers Beer Company,,New York,,(585) 709-6480,Client Brewer,/brewers/rogers-beer-company/12580/,https://www.facebook.com/rogersbeerco
11222,True,Johnstown,USA,Rogers Cideryard LLC,12095,New York,260 County Highway 131,(518) 332-2732,Cidery,/brewers/rogers-cideryard-llc/31464/,https://www.facebook.com/RogersCideryard
11223,True,Bridport,England,Rogers Cyder (Twinways Cyder Co),DT6 3UH,Dorset,"Smithy Cottage, Melplash",01388 488367,Cidery,/brewers/rogers-cyder-twinways-cyder-co/16658/,https://www.facebook.com/pages/Twinways-Cyder-Honey/110677914783
11224,True,Pflugerville,USA,Rogness Brewing Company,78660,Texas,2400 Patterson Industrial Dr.,(512) 670-2537,Microbrewery,/brewers/rogness/14294/,https://www.facebook.com/rognessbrewing
11225,True,Newport,USA,Rogue Ales,97365,Oregon,2320 OSU Drive,(541) 867-3660,Microbrewery,/brewers/rogue-ales/96/,https://www.facebook.com/pages/Rogue-Ales/250849644990146
11226,True,Stoke on Trent,England,Rogue Elephant Brewery,ST4 5AA,Staffordshire,"London Road Ale House, London Road",,Microbrewery,/brewers/rogue-elephant-brewery/31521/,https://www.facebook.com/rogueelephantbrewery/
11227,True,Halifax,Canada,Rogues Roost Brewpub & Eatery,B3J 1G1,Nova Scotia,5435 Spring Garden Road,(902) 492-2337,Brew Pub,/brewers/rogues-roost-brewpub/1221/,https://www.facebook.com/pages/Rogues-Roost-Restaurant-Brew-Pub/104346656282509
11228,True,Salt Lake City,USA,RoHa Brewing Project,84115,Utah,30 E Kensington Avenue,,Brew Pub/Brewery,/brewers/roha-brewing-project/31052/,https://www.facebook.com/RoHaBrewingProject
11229,True,LaGrange,USA,Rohan Meadery,78945,Texas,6002 FM 2981,(979) 249-5652,Meadery,/brewers/rohan-meadery/14529/,https://www.facebook.com/RohanMeadery
11230,True,Rochester,USA,Rohrbach Brewing Company,14624,New York,3859 Buffalo Road,(585) 594-9800,Brew Pub,/brewers/rohrbach/2744/,https://www.facebook.com/Rohrbachs
11231,True,Upland,USA,Rök House Brewing Company,91786,California,"1939 W. 11th Street, Suite A",(909) 981-0020,Microbrewery,/brewers/rok-house/19822/,https://www.facebook.com/rokhousebrewing
11232,True,"Hirosaki, Aomori Prefecture",Japan,Rokka Shuzou,,,"Oh-Aza, Mukai Sotosei, Aza-Toyoda 217-1",0172-35-4141,Sake Producer,/brewers/rokka-shuzou/5738/,http://www.joppari.com/
11233,True,Cantrall,USA,Rolling Meadows Brewery,62625,Illinois,3954 Central Point Road,(217) 725-2492,Microbrewery,/brewers/rolling-meadows-brewery/13565/,https://www.facebook.com/RollingMeadowsBrewery
11234,True,Grayling,USA,Rolling Oak Brewing,49738,Michigan,509 Norway St,(989) 745-6280,Microbrewery,/brewers/rolling-oak-brewing/31067/,http://rollingoakbrewing.com
11235,True,Rudolstadt,Germany,Rolschter Brauhaus GmbH & Co. KG,07407,Thuringia,Theodor-Neubauer-Straße 33/36,(3672) 426666,Brew Pub/Brewery,/brewers/rolschter-brauhaus-gmbh-and-co-kg/7317/,http://www.poerze.de
11236,True,Willernie,USA,Roma Single Barrel Brewery,55090,Minnesota,310 Stillwater Road,(651) 653-4733,Brew Pub,/brewers/roma-single-barrel-brewery/30355/,https://www.facebook.com/romarestaurant
11237,True,Rome,USA,Rome City Brewing Company,30161,Georgia,325 Broad Street,(706) 204-8474,Brew Pub,/brewers/rome-city/30328/,https://www.facebook.com/BrewhouseMusicGrill
11238,True,Carrollton,USA,"Rome Street Tavern Grill, Inc. Microbrewery & Eatery",30117,Georgia,206 Rome Street,(770) 214-8233,Brew Pub,/brewers/rome-street-tavern-grill-inc-microbrewery-and-eatery/6019/,"http://www.beerpal.com/Rome-Street-Tavern-Grill,-Inc.-Microbrewery-and-Eatery-Brewery/3222/"
11239,True,Riegel am Kaiserstuhl,Germany,Römerbräu Riegel,79359,Baden-Württemberg,Großherzog Leopold Platz 2,07642 / 90 72 100,Microbrewery,/brewers/romerbrau-riegel/12704/,https://www.facebook.com/roemerbraeu.de
11240,True,New Romney,England,Romney Marsh Brewery,TN28 8AN,Kent,"Unit 7 Jacks Park, Cinque Ports Road, New Romney",(179) 7362333,Microbrewery,/brewers/romney-marsh-brewery/23470/,https://www.twitter.com/https://RomneyBeer
11241,True,Wuppertal,Germany,Ronsdorfer Apfelsaftmanufaktur,42369,North Rhine-Westphalia,An der Blutfinke 132,0202 462503,Cidery,/brewers/ronsdorfer-apfelsaftmanufaktur/29207/,http://apfelsaftmanufaktur.jimdo.com
11242,True,Akron,USA,RooBrew LLC,44311,Ohio,411 Wolf Ledges Parkway  Suite 105,(330) 703-3947,Client Brewer,/brewers/roobrew-llc/12287/,https://www.facebook.com/ROOBREWcraftbeers
11243,True,Hillgrove,Canada,Roof Hound Brewing,,Nova Scotia,,,Brew Pub/Brewery,/brewers/roof-hound-brewing/28170/,https://www.facebook.com/roofhound
11244,True,Seattle,USA,Rooftop Brewing Company,98119,Washington,1220 W Nickerson Street,(206) 276-4091,Microbrewery,/brewers/rooftop/17246/,https://www.facebook.com/RooftopBrewCo
11245,True,Portales,USA,Roosevelt Brewing Company & Public House,88130,New Mexico,201 South Main Avenue,(575) 226-2739,Brew Pub,/brewers/roosevelt-and-public-house/16765/,https://www.facebook.com/RooseveltBrewing
11246,True,Paris,USA,Rooster Brewing,40361,Kentucky,609 Main Street,(859) 707-3436,Microbrewery,/brewers/rooster-brewing/20399/,https://www.facebook.com/RoosterBrew
11247,True,Watkins Glen,USA,Rooster Fish Brewing,14891,New York,223 - 301 N. Franklin St.,(607) 535-9797,Brew Pub,/brewers/rooster-fish-brewing/7721/,https://www.facebook.com/pages/Rooster-Fish-Brewing/196332563794221
11248,True,Knaresborough,England,Roosters,HG1 4BA,North Yorkshire,"Grimbald Park, Wetherby Road",01423 865959,Microbrewery,/brewers/roosters/1031/,https://www.facebook.com/RoosterBrewing
11249,True,locations in Ogden and Layton,USA,Roosters Brewing Co. (US),,Utah,,(801) 627-6171,Brew Pub,/brewers/roosters-us/3370/,https://www.facebook.com/RoostersBrewingCo
11250,True,Phoenixville,USA,Root Down Brewing Company,19460,Pennsylvania,1 N. Main Street,(484) 393-2337,Brew Pub/Brewery,/brewers/root-down/31637/,https://www.facebook.com/rootdownbrewing
11251,True,Columbia,USA,Root Sellers,,Missouri,,(913) 7096707,Client Brewer,/brewers/root-sellers/21414/,https://www.facebook.com/pages/Root-Sellers-Inc/583261701757870
11252,True,Oneonta,USA,Roots Brewing Company,13820,New York,175 Main Street,(607) 433-2925,Brew Pub,/brewers/roots/21015/,https://www.facebook.com/RootsBrewingCompany
11253,True,Nashville,USA,Roots Cider Company,,Tennessee,,,Cidery,/brewers/roots-cider-company/25937/,https://www.facebook.com/rootscidercompany
11254,True,Portland,USA,Roots Organic Brewing,97214,Oregon,1520 SE 7th Ave,,Brew Pub,/brewers/roots-organic-brewing/5680/,https://www.facebook.com/pages/Roots-Organic-Brewing-Company/84598075215
11255,True,Williamson,USA,Rootstock Ciderworks,14505,New York,3274 Eddy Rd.,(315) 589-8733,Cidery,/brewers/rootstock-ciderworks/23904/,http://rootstockciderworks.com/
11256,True,Manson,USA,Rootwood Cider Company,98831,Washington,45 Wapato Way,(509) 888-7215,Cidery,/brewers/rootwood-cider-company/28624/,https://www.facebook.com/rootwoodciderco
11257,True,Oberaurach-Trossenfurt,Germany,Roppelt-Bräu  Trossenfurt,97514,Bavaria,An der Steige 2,(9522) 1840,Brew Pub,/brewers/roppelt-brau-trossenfurt/4121/,http://www.brauereiroppelt.de/
11258,True,Toronto,Canada,Rorschach Brewing Co.,M4L 1B5,Ontario,1001 Eastern Ave.,,Brew Pub,/brewers/rorschach/30852/,http://https://www.rorschachbrewing.com/
11259,True,Frenkendorf,Switzerland,Roscha-Bräu,4402,,Neufeldstr. 12,,Microbrewery,/brewers/roscha-brau/8866/,http://www.roscha-bier.ch/
11260,True,Roscoe,USA,Roscoe Beer Company,12776,New York,"145 Rockland Rd, PO Box 153",(607) 290-5002,Client Brewer,/brewers/roscoe-beer-company/17054/,https://www.facebook.com/RoscoeBeerCompany
11261,True,Rochester,USA,Roscoes Hop House,,New York,,(877) 9463793,Client Brewer,/brewers/roscoes-hop-house/11788/,http://www.roscoeshophouse.com
11262,True,Brightlingsea,England,Rose Brew,CO7 0EH,Essex,Hurst Green,(44) 7888 730210,Client Brewer,/brewers/rose-brew/19606/,https://www.facebook.com/RoseBrewBeers
11263,True,Edinburgh,Scotland,Rose Street,Stopped brewing in 1999.,,55-57 Rose St,,Brew Pub/Brewery,/brewers/rose-street/3478/,http://www.pub-explorer.com/sescotland/pub/_rosestreetbreweryedinburgh.htm
11264,True,Wigan,England,Rosebridge,WN1 3DPFounded Jun 2006,Greater Manchester,"14 Rosebridge Court, Rosebridge Way",(1942) 824811,Microbrewery,/brewers/rosebridge/7962/,http://www.quaffale.org.uk/php/brewery/1165
11265,True,Truro,England,Roseland,TR2 5NB,Cornwall,"The Roseland Inn, Philleigh",01872 580254,Brew Pub,/brewers/roseland/11113/,http://www.roselandinn.co.uk/
11266,True,Ryde,England,Rosemary Vineyard,P033 4BE,Isle Of Wight,Smallbrook Lane,(1983) 811084,Cidery,/brewers/rosemary-vineyard/20495/,http://www.rosemaryvineyard.co.uk/
11267,True,Los Angeles,USA,Rosen Brewery & Restaurant,90020,California,400 S Western Ave,,Brew Pub,/brewers/rosen-brewery/4114/,http://www.pubcrawler.com/Template/ReviewWC.cfm/flat/BrewerID=103000
11268,True,Pößneck,Germany,Rosenbrauerei Pößneck,07381,Thuringia,Dr.-Wilhelm-Külz-Straße 41,(3617) 4 10 90,Commercial Brewery,/brewers/rosenbrauerei-possneck/692/,http://www.rosenbrauerei.de/
11269,True,Einsiedeln,Switzerland,Rosengarten,8840,,Spitalstrasse 14,(55) 412 39 88,Commercial Brewery,/brewers/rosengarten/1124/,http://www.beer.ch/
11270,True,Portland,USA,Rosenstadt Brewery,97214,Oregon,4110 SE Hawthorne #735,,Microbrewery,/brewers/rosenstadt-brewery/24682/,https://www.facebook.com/rosenstadtbrewery
11271,True,Roseville,USA,Roseville Brewing Company,95678,California,501 Derek Pl,(800) 978-3713,Microbrewery,/brewers/roseville/14155/,https://www.facebook.com/rosevillebrewingcompany
11272,True,Beamsville,Canada,Rosewood Estates Winery and Meadery,L0R 1B2,Ontario,4352 Mountainview Rd.,(905) 563-4383,Meadery,/brewers/rosewood-estates-winery-and-meadery/9717/,http://www.rosewoodwine.com
11273,True,Leadville,USA,Rosies Brewpub,80461,Colorado,115 E 7th St.,(719) 486-2349,Brew Pub,/brewers/rosies-brewpub/3035/,http://www.rosiesbrewpub.com/
11274,True,Roslyn,USA,Roslyn Brewing Company,98941,Washington,208 Pennsylvania Avenue,(509) 649-2232,Microbrewery,/brewers/roslyn/1852/,https://www.facebook.com/pages/Roslyn-Brewing-Company/148463511847179
11275,True,Portland,USA,Ross Island Brewing,97202,Oregon,730 Southeast Powell Blvd,(971) 302-6622,Microbrewery,/brewers/ross-island-brewing/29548/,https://www.facebook.com/RossIslandBrewing/
11276,True,Ross On Wye,England,Ross On Wye Cider & Perry (Broome Farm),HR9 6QG,Herefordshire,"Broome Farm, Peterstow",(198) 9567232,Cidery,/brewers/ross-on-wye-cider-and-perry-broome-farm/6866/,http://www.rosscider.com
11277,True,London Colney,England,Ross Parker Cider,AL2 1HP,Hertfordshire,244 High Street,01727822928,Cidery,/brewers/ross-parker-cider/10641/,http://www.hertsale.org.uk/hbf/HBFProgrammeFlyerweb.pdf
11278,True,Fairfax,USA,Ross Valley Brewing Company,94930,California,765 Center Blvd,,Brew Pub,/brewers/ross-valley/1523/,http://www.pubcrawler.com/Template/ReviewWC.cfm/flat/BREWERID=102625
11279,True,Haslingden,England,Rossendale,BB4 5AF,Lancashire,"The Griffin Inn, 84 Hud Rake,",01706 214021,Brew Pub/Brewery,/brewers/rossendale/11600/,https://www.facebook.com/pages/Rossendale-Brewery-The-Griffin-Inn/149401471798160
11280,True,Murray River,Canada,Rossignol Estate Winery,C0A 1W0,Prince Edward Island,RR #4,(902) 962-4193,Cidery,/brewers/rossignol-estate-winery/6049/,https://www.facebook.com/people/Rossignol-Winery/100000819410788
11281,True,Rossland,Canada,Rossland Beer Company,V1N 1A6,British Columbia,1990-A Columbia Ave,(250) 362-2122,Microbrewery,/brewers/rossland-beer-company/20030/,https://www.facebook.com/RosslandBeer
11282,True,Jengen-Ummenhofen,Germany,Rössle-Bräu Ummenhofen,86860,Bavaria,St.-Antonius-Straße 35,(8246) 755,Brew Pub/Brewery,/brewers/rossle-brau-ummenhofen/8273/,http://www.roessle-braeu.de
11283,True,Füllinsdorf,Switzerland,Rössli-Bier,4414,,Obere Hofackerstrasse 21,,Microbrewery,/brewers/rossli-bier/8853/,http://www.roessli-bier.ch
11284,True,Pilisvörösvár,Hungary,Rotburger,2085,,Szabadság utca 22.,(36) 26331535,Brew Pub/Brewery,/brewers/rotburger/9377/,http://www.rotburger.hu/
11285,True,Rotenburg (Wümme),Germany,Rotenburger Bienenhof,27356,Lower Saxony,Jägerhöhe 23,4261 1241,Meadery,/brewers/rotenburger-bienenhof/6341/,http://www.hotfrog.de/Firmen/Christian-Nehrke-Rotenburger-Bienenhof
11286,True,Rotenburg,Germany,Rotenburger Hausbrauerei Kramer,36199,Hesse,Scheunengasse 15,(0) 6623 / 41 00 54,Microbrewery,/brewers/rotenburger-hausbrauerei-kramer/12754/,http://www.rotenburgerhausbrauerei.de/
11287,True,Hausen/Rhoen,Germany,Rother Bräu,97647,Bavaria,Birkenweg 2,,Microbrewery,/brewers/rother-brau/2193/,http://www.rotherbraeu.de/
11288,True,Northiam,England,Rother Valley,TN31 6QT,East Sussex,"Station Road,",01797 253535,Microbrewery,/brewers/rother-valley/2484/,https://www.facebook.com/rother.v.brewery
11289,True,Ellwangen,Germany,Rotochsen-Brauerei Ellwangen,73479,Baden-Württemberg,Schmiedstr. 16,(7961) 4071,Commercial Brewery,/brewers/rotochsen-brauerei-ellwangen/9855/,http://www.rotochsenbrauerei.de/
11290,True,Pirna,Germany,Rottwerndorfer Fruchtsäfte GmbH,01796,Saxony,Alt-Rottwerndorf 19,03501 755066,Cidery,/brewers/rottwerndorfer-fruchtsafte-gmbh/22655/,http://
11291,True,Annville,USA,Rotunda Brewing Company,17003,Pennsylvania,239 West Main Street,(717) 867 2337,Microbrewery,/brewers/rotunda/31526/,http://www.batdorfrestaurant.com/rbc
11292,True,Markham,Canada,Rouge River Brewing Co,L3P 3P2,Ontario,50 Bullock Dr,(416) 471-5502,Microbrewery,/brewers/rouge-river/29222/,https://www.facebook.com/RougeRiverBrewingCompany/
11293,True,Kerhonkson,USA,Rough Cut Brewing Company,12446,New York,5945 RTE 44/55,(845) 626-9838,Brew Pub,/brewers/rough-cut/26267/,https://www.facebook.com/roughcutbrewing
11294,True,Northallerton,England,Rough Draft (UK),DL7 9EE,North Yorkshire,"Conygarth Way, Leeming Bar Business Park, Leeming Bar",07501 224625,Microbrewery,/brewers/rough-draft-uk/15919/,http://www.quaffale.org.uk/php/brewery/1657
11295,True,San Diego,USA,Rough Draft Brewing Company,92121,California,"8830 Rehco Rd, Ste D",(858) 453-7238,Microbrewery,/brewers/rough-draft/14337/,https://www.facebook.com/RoughDraftBrew
11296,True,Ashford,England,Rough Old Wife,TN25 5JY,Kent,"Great Holt Farm, Elmsted",01227 732414,Cidery,/brewers/rough-old-wife/11203/,https://www.twitter.com/@RoughOldWife
11297,True,Calmar,Canada,Roughneck Brewing Co. Ltd.,T0C 0V0,Alberta,PO Box 732,(780) 4990691,Microbrewery,/brewers/roughneck-ltd/9835/,http://www.roughneckbrewing.com
11298,True,Oklahoma City,USA,Roughtail Brewing Company,73110,Oklahoma,1279 N. Air Depot Blvd.,(405) 226-7392,Microbrewery,/brewers/roughtail/16488/,https://www.facebook.com/RoughtailBeer
11299,True,Carlsbad,USA,Rouleur Brewing Company,92008,California,"5840 El Camino Real, Ste 101",(442) 244-5111,Microbrewery,/brewers/rouleur/31372/,https://www.facebook.com/rouleurbrewing
11300,True,Baroda,USA,Round Barn Brewery,49101,Michigan,9151 First Street,(269) 326-7059,Microbrewery,/brewers/round-barn-brewery/9413/,https://www.facebook.com/RoundBarnBreweryPub
11301,True,Lansdale,USA,Round Guys Brewing Co.,19446,Pennsylvania,324 W Main St.,(215) 368-2640,Microbrewery,/brewers/round-guys/14170/,https://www.facebook.com/Roundguys
11302,True,Chelmsford,England,Round Tower,CM2 6ND,Essex,"Unit 11a, Robjohns house, Navigation Road",01245 807343,Microbrewery,/brewers/round-tower/16301/,https://www.facebook.com/RoundTowerBrewery
11303,True,Indianapolis,USA,Round Town Brewery,46221,Indiana,950 S. White River Parkway West Dr. #100,(317) 493-1375,Microbrewery,/brewers/round-town-brewery/29057/,https://www.facebook.com/roundtownbrewery/?fref=ts
11304,True,Pittsburgh,USA,Roundabout Brewery,15201,Pennsylvania,4901 Butler Street,(888) 888-8888,Microbrewery,/brewers/roundabout-brewery/17126/,https://www.facebook.com/RoundaboutBrewery
11305,True,Billingham,England,Roundhill Brewery,TS23 4JF,Durham,Unit 1 Lagonda Court,(7910) 567847,Microbrewery,/brewers/roundhill-brewery/29943/,https://www.facebook.com/roundhillbrewery/
11306,True,Brainerd,USA,Roundhouse Brewery,56401,Minnesota,1551 Northern Pacific Road,(218) 454-2739,Microbrewery,/brewers/roundhouse-brewery/27065/,https://www.facebook.com/Roundhousebrewery
11307,True,Evesham,England,Rous Cider,WR11,Worcestershire,Rous Lench,07785 283096,Cidery,/brewers/rous-cider/13412/,http://www.ukcider.co.uk/wiki/index.php/Producers_in_Worcestershire
11308,True,Manchester,England,Roustabout Brewing,,Greater Manchester,,,Commercial Brewery,/brewers/roustabout-brewing/29257/,https://www.twitter.com/RoustaboutMCR
