,id,brewery_id,beer_style_id,brewery_type_id,post_code,loc_id,name,description,abv,calories,ibu,num_ratings,overall_rating,beer_style_rating,mean_rating,beer_style_name,beer_style_norm,brewery_name,brewery_type,city,state,zip_code,country,lat,long,style_score,review_sim,style_sim,weighted_rating,final_score
665,1362,"13,711",61,5,"33,720",4037,Urban Chestnut Dorfbier,"The Dunkel style is what many refer to as the original beer of Munich and the surrounding countryside and villages (Dorf in German) of Bavaria. This everyday beer ranges in color from amber to dark brown, depending on the amount of Munich and roasted malts used. Ours is a deep reddish brown with a rich malty flavor. The sweetness of the malt is balanced by the use of another Bavarian friend...the Hellertau hop...in this specific case Hersbrucker grown near Wolnzach, Hallertau.  OG 13.2 Plato (Willi Becher)",5.5,165.0,20.0,47,92,100,,Dunkel/Tmav??,Brown/Amber Ale,Urban Chestnut Brewing Company,Brew Pub/Brewery,Saint Louis,MO,63103.0,USA,38.631451,-90.21415,8,0.0,-13.9066487605,17.7537395517,3.84709079122
1489,3405,"3,135",34,6,"31,002",10960,Cascade Sang Royal,"This NW style sour ale was made with various red ales that were aged in oak with Cabernet Sauvignon grapes, then blended with red ales that were aged in Port and Pinot Noir barrels.",10.12,304.0,10.0666666667,367,99,98,,Sour Red/Brown,Sour,Cascade Brewing,Brew Pub,Portland,OR,97225.0,USA,45.497856,-122.76988,2,0.0,-15.9309587355,19.7745923874,3.84363365186
385,743,"12,491",2,1,"2,278",7362,Stillwater Extra Dry,"A saison brewed with sake rice and dry hopped with Citra, Hallertau Blanc, and Sterling.",4.2,126.0,40.1707317073,114,90,97,,Specialty Grain,"Other (Cider, Mead, etc.)",Stillwater Artisanal,Client Brewer,Baltimore,MD,21224.0,USA,39.284607,-76.55696,1,0.0,-13.662468023,17.4915672459,3.82909922287
803,1702,"3,873",4,4,"29,365",16845,Craftsman Heavenly Hefe,,5.4,162.0,21.03125,68,93,100,,German Hefeweizen,Wheat Beer,Craftsman Brewing Co.,Microbrewery,Pasadena,CA,91103.0,USA,34.166706,-118.159,3,0.0,-14.5593828665,18.3561682174,3.79678535086
1870,4256,"12,783",77,4,"22,981",13743,Tallgrass Key Lime Pie,"Our first draft-only Explorer Series release, Key Lime Pie is an American sour blonde ale brewed with Sorachi Ace hops, a Japanese variety with a unique lemon-lime citrus character. Also added in the brew are lactose and lime peel, which give the beer a complex sweet-tart interplay and a bold aroma of the beer's namesake. The addition of lactobacillus gives the beer a slightly sour edge, and a generous malt bill provides a solid foundation with just a hint of graham cracker crust.",4.2,126.0,40.1707317073,23,95,99,3.79,Fruit Beer,"Other (Cider, Mead, etc.)",Tallgrass Brewing Company,Microbrewery,Manhattan,KS,66503.0,USA,39.241083,-96.64914,1,0.0,-13.5941897443,17.377689076,3.78349933167
1953,4469,"5,076",70,6,"10,727",20614,Fitgers Mr Spock Eisbock,"A triplebock aged then frozen to take out extra water and increase smoothness. This also brings the alcohol content up. Very limited release, the bulk of this beer will age another year.",11.0,330.0,33.6,18,96,77,4.03,Eisbock,Bock,Fitgers Brewhouse,Brew Pub,Duluth,MN,55802.0,USA,46.774593,-92.09206,11,0.0,-14.3161702599,18.0961547089,3.77998444898
403,785,"11,428",28,5,"33,720",4037,Schlafly No. 15 (Number 15),Originally brewed for our 15th anniversary. Fermented with a Bavarian-style Hefeweizen yeast which contributes banana and clove notes and then additionally spiced with ground cloves.,6.0,180.0,21.03125,198,75,96,,Dunkelweizen,Wheat Beer,Saint Louis Brewery,Brew Pub/Brewery,Saint Louis,MO,63103.0,USA,38.631451,-90.21415,3,0.0,-12.5410078947,16.3179128123,3.77690491757
842,1776,"5,612",23,4,"30,983",10960,Gigantic Dark Meddle,"Our crafty homage to the Vienna-style lager brewed by our favorite Mexican Grupo. A malty, full-flavored, dark brew, made extra-smooth with piloncillo cane sugar. Unleash your next luchador!",5.9,177.0,32.2631578947,58,75,99,,Amber Lager/Vienna,Pils/Lager,Gigantic Brewing Co.,Microbrewery,Portland,OR,97202.0,USA,45.481791,-122.64055,12,0.0,-11.5555075364,15.3165515653,3.76104402888
1525,3512,"3,524",47,4,"38,089",24636,Cigar City El Lector English Dark Mild,,4.0,120.0,34.5212765957,77,82,98,,Mild Ale,Brown/Amber Ale,Cigar City Brewing,Microbrewery,Tampa,FL,33607.0,USA,27.963798,-82.49537,8,0.0,-13.4962550291,17.2233856804,3.72713065129
1399,3166,"10,391",29,4,"34,651",17796,Lost Abbey Box Set: Track #5 (Shout at the Devil),"Track 5 is a blend of two of our best fruited sour beers. An equal blend of Red Poppy and Framboise de Amorosa. Once the beers were blended we added additional fruit and let them rest in another set of French Oak barrels. The aroma is an explosion of red wine and oak notes. A jammy fruit presence dominates the mid-palate of the beer before a bracing tannin laced dryness pervades the finish.
 
All told an exceptionally complex marriage between fruit, oak and red wine expressions.",7.7,231.0,10.0666666667,81,100,99,,Sour/Wild Ale,Sour,Port Brewing Company / The Lost Abbey,Microbrewery,San Marcos,CA,92069.0,USA,33.144908,-117.17128,2,0.0,-16.1359712103,19.8108630731,3.67489186283
987,2062,"7,155",75,5,"1,980",26624,Jester King / Arizona Wilderness Brewing Buford??s Roadside Wares,"We're excited to announce the release of Buford's Roadside Wares ?? our collaboration with Arizona Wilderness Brewing Co.! Buford's Roadside Wares was brewed with pecans and wheat from both Texas and Arizona, inoculated with native yeast and bacteria in our coolship, and fermented in brandy barrels previously containing Jester King Repos??. The recipe was inspired by the Franco-Belgian farmhouse tradition of Bi??re de Garde.

Back in January of 2015, Jonathan Buford and Patrick Ware of Arizona Wilderness traveled to Jester King to brew with us on a freezing cold day. The temperature was about 15 degrees Fahrenheit when they showed up at the brewery. They brought with them some Arizona pecans and Sonora White Wheat, which we combined with Texas pecans and raw wheat. We brewed a medium gravity wort with pecans in the mash and fuggle hops in the boil, and knocked the wort out into our coolship. From there, the wort cooled overnight and was inoculated with native yeast and bacteria from the Texas Hill Country. The next morning, we drained the wort out of our coolship, pitched it with our mixed culture of brewers yeast and native yeast and bacteria, and then racked it into brandy barrels for fermentation.

Buford's Roadside Wares was our ??momentum batch?? for 2015. At the outset of each coolship season, we brew a momentum batch designed to get the airborne yeast and bacteria at the brewery ??woken up??. Basically, we put out some food for the yeast (fresh wort) and allowed it to get all riled up for spontaneous fermentation. The idea of kickstarting spontaneous fermentation season with a ??momentum batch?? comes from the baking/bread world, and was recommended to us back in 2013 by our friends at Allagash Brewing Co. We've been conducting a momentum batch every year since 2014, and we've noticed how the microbial momentum builds throughout our coolship season. The pace at which spontaneous fermentation begins, and the vigor with which it proceeds, intensifies as the season wears on. Buford's Roadside Wares got the momentum going for our 2015 coolship season! After accomplishing that task, we pitched the cooled wort with our mixed culture, rather than allowing it to ferment spontaneously.

Buford's Roadside Wares was brewed on January 8th, 2015 with raw well water, malted barley, raw wheat, pecans, and hops. It was fermented in brandy barrels for 12 months prior to packaging on January 25th, 2016. The beer was 100% naturally conditioned by refermentation in bottles, kegs, and casks. Around the time of packaging, it was 6.4% alcohol by volume, 3.2 pH, 13 IBU, and had a finishing gravity of 1.002 (0.5 degrees Plato).",6.4,192.0,13.0,57,90,97,,Bi??re de Garde,Pale Ale,Jester King Brewery,Brew Pub/Brewery,Austin,TX,78736.0,USA,30.245558,-97.94177,5,0.0,-14.6003591468,18.2442311919,3.64387204503
1223,2819,"13,696",94,4,"30,957",10960,Upright Engelberg Pilsener,"We just released a draft-only batch called Engelberg Pilsener, named after Mt.Angel. It's German-style: light, dry and full of hoppy flavor. We made a simple single malt (Canadian pilsener malt) and single hop (Mt. Angel-grown tettnanger) recipe using a Munich lager yeast. The finished beer came out remarkably dry so for the second batch set to be released around the third week of July we coaxed just a bit more mouthfeel and residual sugar out of it and used a different hop variety, hallertauer mittlefruh. The beer is currently on tap in the tasting room and at a handful of bars around town. When the second batch is ready both will be on hand to taste side-by-side.

Editor's note: used to be all-tettnanger, now is tettnanger and hallertauer.",5.5,165.0,32.2631578947,64,93,100,,Pilsener,Pils/Lager,Upright Brewing,Microbrewery,Portland,OR,97227.0,USA,45.543831,-122.67497,12,0.0,-13.0441144811,16.6612954299,3.61718094881
1030,2189,"5,328",41,6,"20,896",21053,Free State Octoberfest,"Oktoberfest is one of the most celebrated traditions in German culture. And though Kansas may be a long way from Munich, we share the sentiment. Our Octoberfest was only the second specialty beer we ever brewed, and the original batch was first tasted back in 1989.

To this day, it continues to be one of our most popular brews, with folks seeking it out both at the brewpub and on the shelves of their local liquor stores.",5.4,162.0,20.0,80,93,100,,Oktoberfest/M??rzen,Brown/Amber Ale,Free State Brewing Company,Brew Pub,Lawrence,KS,66044.0,USA,38.983551,-95.23202,8,0.0,-14.2891364867,17.8990833986,3.60994691188
561,1151,"9,329",34,4,"26,685",20574,New Glarus R & D Wild Peach,"2014 Great Taste of the Midwest Release - Sour brown ale with Michigan peaches. Spontaneous fermentation aged on oak. Blended with one, two and three-year old beer. Oak, leathery and horsey notes with hints of bourbon. Complex quenching, sour ale.",7.25,218.0,11.0,107,100,99,,Sour Red/Brown,Sour,New Glarus Brewing Company,Microbrewery,New Glarus,WI,53574.0,USA,42.81636,-89.64075,2,0.0,-16.2674797414,19.8289225059,3.56144276455
1932,4387,"13,842",92,4,"10,571",14117,Victory Schwarz Pils,"A full, brassy nose of noble German hops leaps from this beer as roasted malt aromas play in the background. The dry, toasted malt flavor takes over the tongue like a crisp, dark pretzel while the hops bring a mineral sharpness as a refreshing finish to this dark lager.",4.6,138.0,33.6,41,91,97,,Schwarzbier,Bock,Victory Brewing Company (ABV),Microbrewery,Downingtown,PA,19335.0,USA,40.02342,-75.71389,11,0.0,-14.4677347576,18.0289985934,3.56126383583
666,1755,"14,650",23,5,"5,241",9359,Zero Gravity Vienna Lager,Well-aged festival strength lager made with Vienna malt and Hallertau hops.,5.8,174.0,32.2631578947,10,75,99,3.52,Amber Lager/Vienna,Pils/Lager,Zero Gravity Craft Brewery,Brew Pub/Brewery,Burlington,VT,5401.0,USA,44.484038,-73.22126,12,0.0,-11.9104130296,15.4476272934,3.53721426383
1825,4145,"8,692",93,8,"27,345",17306,Medovina Sweet Melissa,"Sweet Melissa is similar to Classic Mead, except that it has more honey and a much sweeter, distinctively honey finish. It is a heavy bodied and heavenly mead - definitely in the dessert category. It has slightly higher acidity than our drier meads; this balances out the sweetness.",14.0,420.0,40.1707317073,101,100,99,,Mead,"Other (Cider, Mead, etc.)",Medovina Meadery,Meadery,Niwot,CO,80544.0,USA,40.177043,-105.275045,1,0.0,-14.6496030574,18.183660022,3.53405696458
741,1512,"8,447",32,4,"13,838",3494,Maine Beer Thank You,"For our anniversary this year, we made a beer to say thank you. Our take on the American Wheat Ale style, it features hop aromas and flavors reminiscent of cantaloupe, raspberries, peach, and lime, balanced with a subtle wheat bread background from the malts.",5.3,159.0,21.03125,19,97,100,3.86,Wheat Ale,Wheat Beer,Maine Beer Company,Microbrewery,Freeport,ME,4032.0,USA,43.843778,-70.10172,3,0.0,-14.9479349271,18.3771288946,3.42919396752
824,1739,"5,434",23,1,"36,877",4908,Furthermore Oscura,"Our coffee beer is more ""iced coffee"" than ""double-mocha-mud"", more ""summer quencher"" than ""winter warmer"". I start with a brown Mexican lager to compliment the coffee of choice, ""Nicaragua"" (beans from the La Fem Grower's Co-operative, roasted by Just Coffee of Madison.) I include flaked maize both for added creaminess and to appease the sun gods. Extra-warm fermentation lets the yeast create more interesting flavors (the California-common effect, or ""Vapor Beer"", if you speak Beer-Spanglish.) Hop bitterness is increased to offset the sweet flavor of un-brewed coffee. Whole beans are soaked in the beer during cold maturation - the alcohol extracts and retains aromatics that would otherwise be lost to hot water. You want numbers? Well, numbers you shall have: 15 degrees Plato; 37 IBU's; 5.3% ABV.",5.3,159.0,32.2631578947,199,91,100,,Amber Lager/Vienna,Pils/Lager,Furthermore,Client Brewer,Spring Green,WI,53588.0,USA,43.174503,-90.07267,12,0.0,-13.8294615889,17.2585809856,3.4291193967
1889,4296,"5,411",25,4,"17,446",13536,Full Sail Session Export Golden Lager,"First in the line-up is Session Export, Brewed in the Dortmunder Export lager style, Export pours a deep golden color and imported hop varieties impart noble hop aromas with subtle herbal and hop spice notes. Hop bitterness and malt sweetness are balanced with a firm, smooth, mineral/malt character and clean finish. So rich, so elegant, so well-traveled - Imported all the way from Hood River, Oregon, Session Export is available in 12-packs and on draft from winter to spring. ABV 5.8% IBU 28",5.8,174.0,32.2631578947,20,72,99,3.41,Dortmunder/Helles,Pils/Lager,Full Sail Brewing Company,Microbrewery,Hood River,OR,97031.0,USA,45.673147,-121.5368,12,0.0,-11.9104130296,15.316781546,3.40636851643
825,1742,"1,089",23,4,"10,738",20614,Bent Paddle Roof Rack Lager,The end of paddling season comes with a sense of the bittersweet. This Vienna-style lager plays malty with a bit of tastiness from Vienna malt and is dry hopped with Mandarina Bavaria hops. Hoist your craft to your roof rack an enjoy this festive lager.,5.7,171.0,32.2631578947,12,85,99,3.62,Amber Lager/Vienna,Pils/Lager,Bent Paddle Brewing Co.,Microbrewery,Duluth,MN,55806.0,USA,46.770773,-92.12718,12,0.0,-12.2740599012,15.6435608182,3.36950091697
1826,4146,551,93,8,"12,845",18107,B. Nektar #dragonsarereal,"Chocolate cherry chipotle mead aged in New Holland Dragon's Milk barrels, sweet",14.0,420.0,40.1707317073,78,100,98,,Mead,"Other (Cider, Mead, etc.)",B. Nektar Meadery,Meadery,Ferndale,MI,48220.0,USA,42.460986,-83.13398,1,0.0,-14.6663510702,18.0225613316,3.35621026141
504,1017,"13,171",74,4,"26,021",15101,Three Floyds Dark Lord Russian Imperial Stout,"A Demonic Imperial Russian stout brewed
with Dark Matter Coffee coffee,vanilla, and molasses.
 DarkLord is only available once a year at DarkLord Day at the Three Floyds Brewpub. Vintage guide: 
Red wax = 2004 
Orange wax = 2005 
Gold wax = 2006 
Silver wax = 2007 
Black wax = 2008 
White wax = 2009 
Green wax = 2010 - 15% ABV 
Yellow wax = 2011 - 15% ABV 
Red wax = 2012 - 15% ABV 
Orange wax = 2013 - New Label 15% ABV 
Blue wax = 2014 - 15% ABV 
Burgundy wax = 2015",15.0,450.0,46.8095238095,1842,100,100,,Imperial Stout,Stout,Three Floyds Brewing Company,Microbrewery,Munster,IN,46321.0,USA,41.551457,-87.50143,10,0.0,-16.5540483385,19.9053761944,3.35132785591
1981,4577,"11,957",76,3,"7,067",17127,Sierra Nevada Ovila White Ale,"The monks at the Abbey of New Clairvaux hold themselves to a higher standard. So when they challenged us to create a beer that transcends all others, our brewers blended Old World tradition with modern-day mastery to deliver the perfect expression of Belgian witbier worthy of a goblet but comfortable in a pint.",5.3,159.0,21.03125,15,93,99,3.77,Witbier,Wheat Beer,Sierra Nevada Brewing Company,Commercial Brewery,Chico,CA,95928.0,USA,39.720955,-121.81888,3,0.0,-14.9312727666,18.2706750326,3.33940226596
1496,3413,"14,267",34,6,"1,502",13139,Wicked Weed Cherry Go Lightly,"Foeder-Aged sour red ale fermented with Cherries
 
Cherry Go Lightly is the first beer to fill our Foeder and is inspired by the friends who helped us source this barrel monstrosity. As the name does not imply, we used a total of 2000 pounds of Montmorency cherries and multiple oak vessels to mature this Old World inspired ale. Friends inspire us, support us, and share in our love for this craft. This beer is for them.",7.6,228.0,10.0666666667,82,99,96,,Sour Red/Brown,Sour,Wicked Weed Brewing (AB-InBev),Brew Pub,Asheville,NC,28801.0,USA,35.595661,-82.55632,2,0.0,-16.4221773663,19.7453113214,3.32313395504
1990,4595,"12,885",76,6,"6,789",9236,Terminal BrewHouse The White Shadow,Two row barley and white wheat malts combine with coriander and orange peel to creat a light bodied beer with delightful orange flavor. Extremely refreshing. No fruit neccessary.,5.3,159.0,21.03125,44,91,99,,Witbier,Wheat Beer,Terminal BrewHouse,Brew Pub,Chattanooga,TN,37408.0,USA,35.030907,-85.31004,3,0.0,-14.9312727666,18.2259946923,3.29472192574
1483,3397,188,34,1,"34,488",9350,Almanac Grand Cru Red Ed. 2,"Grand Cru Red blends a Flanders Red-style sour ale with California red wine grapes, locally grown raspberries and whole vanilla beans to craft something truly unique. We combined lush Zinfandel grapes with a special imperial version of our oak-aged Dogpatch Sour ale and finished it with Santa Cruz Mountain raspberries and fragrant vanilla beans. Tannic red wine notes mingle with complex sour yeast flavors and French oak barrel character to create an exceptionally original new brew. Pair with rich and savory beef, venison or duck dishes and enjoy on very special occasions.",10.5,315.0,10.0666666667,26,99,98,4.11,Sour Red/Brown,Sour,Almanac Beer Company,Client Brewer,San Francisco,CA,94107.0,USA,37.766529,-122.39577,2,0.0,-16.4421707857,19.7293019811,3.28713119546
439,912,272,65,4,"34,488",9350,Anchor Brotherhood Steam Beer,"Our friends of Chris Robinson Brotherhood released their new album ??Phosphorescent Harvest?? and kicked off their U.S. tour in the SF Bay Area earlier this spring. To celebrate, we tapped the first keg of our Brotherhood Steam Beer, a Golden State Collaboration of handcrafted California tunes and handcrafted California brews.

Inspired by the brewing tradition of our flagship, Anchor Steam?? Beer, Brotherhood Steam Beer is brewed with its own unique recipe. A distinct malt bill gives the beer its copper color, and dry-hopping with Citra and Nelson Sauvin hops adds aromatic hints of citrus and mint. The result is a smooth, full-bodied malt flavor with a lingering, fresh hop finish.

A long-standing English brewery tradition is to designate their beers, ??Ordinary??, ??Best or Special??, and ??Extra Special Bitter?? (ESB) to note beers of increasing strength.

In the spirit of that tradition, we like to think of Brotherhood Steam Beer as an Extra Special Lager (ESL), aka ??The Gig Beer?? ?? an easy drinking brew from the first set to encore. This collaborative brew will be tapped at music venues across the US to celebrate the Brotherhood's new album.

Check out ??Phosphorescent Harvest?? and upcoming CRB tour dates.  Click the below links to purchase tickets and Raise Your Anchor to great nights of songcraft and brewcraft with a pint of Brotherhood Steam Beer at a CRB show near you!",5.6,168.0,32.2631578947,167,81,99,,California Common,Pils/Lager,Anchor Brewing Company,Microbrewery,San Francisco,CA,94107.0,USA,37.766529,-122.39577,12,0.0,-12.6462670118,15.9244039023,3.27813689045
544,1114,"6,469",29,4,"15,509",16829,Hill Farmstead Juicy,"Juicy is inspired by our love for New Zealand - the adventures had therein, and the journeys grown from without. Our love for the landscape, the agriculture, and the spirited reflection of its inhabitants Long ago led to the vision of what lies before you. After many months of conditioning with our resident microflora in barrels that formerly held our Mimosa, the beer that we have referred to as Juicy is now ready to be enjoyed. 

Ingredients: American and European malts, American and New Zealand hops, Yeast, Brettanomyces, and our well water.
 
B1, November 2012 
B2, January 2015 
B3, December 2016 
375ML all batches",7.4,222.0,10.0666666667,173,100,100,,Sour/Wild Ale,Sour,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,2,0.0,-16.6020098694,19.8622986749,3.26028880544
1038,2199,"4,857",41,4,"24,927",23182,Fair State Festbier,,5.4,162.0,20.0,13,84,99,3.59,Oktoberfest/M??rzen,Brown/Amber Ale,Fair State Brewing Cooperative,Microbrewery,Minneapolis,MN,55418.0,USA,45.019315,-93.24304,8,0.0,-14.2722720686,17.5284007885,3.25612871991
68,89,"11,422",68,5,"17,705",8885,Saint Arnold Bishop??s Barrel #6,"The base beer is Pumpkinator, our imperial pumpkin stout, which we aged in Appleton Estate 21-30 year rum barrels. 

Let this beer warm to at least 50??. Pours a dark brown black with a small tan head. Smells like a pumpkin pie that somebody snuck some rum into. Taste begins with sweet malt, chocolate and spices then comes a warming rum finish. Pumpkin creates a pleasant body to this beer which holds up to the onslaught of flavors. Oddly balanced with the hops creating a crisp finish leaving the mouth wanting more. As it warms, all of the flavors become rounder and fuller.

The warmer this beer gets the better it tastes. We recommend enjoying between 55??F and 65??F.",13.0,390.0,30.0,31,97,99,3.79,Spice/Herb/Vegetable,"Other (Cider, Mead, etc.)",Saint Arnold Brewing Company,Brew Pub/Brewery,Houston,TX,77020.0,USA,29.775927,-95.31836,1,0.0,-14.2642735871,17.497219524,3.23294593693
1857,4234,"9,329",77,4,"26,685",20574,New Glarus Thumbprint Series Apple Ale,"Apple Ale sings with the fresh crisp taste of Wisconsin Apples. Our brewmaster begins with a brown ale base employing Wisconsin farmed wheat and a blend of Cortland, MacIntosh and Jonathan apples. Our apple growing friends squeeze them especially for this brew. Expect this ale to pour a beautiful copper color.  The fresh bouquet of Apple will rise to meet you even before the glass touches your lips.",3.8,114.0,40.1707317073,734,97,99,,Fruit Beer,"Other (Cider, Mead, etc.)",New Glarus Brewing Company,Microbrewery,New Glarus,WI,53574.0,USA,42.81636,-89.64075,1,0.0,-15.7268695572,18.9586290111,3.23175945394
1993,4611,"2,556",76,4,"8,451",16805,Ommegang Fruition,"Dry-hopped wit beer brewed with passion fruit, mango, and kiwi.",5.3,159.0,21.03125,18,88,98,3.63,Witbier,Wheat Beer,Brewery Ommegang  (Duvel-Moortgat),Microbrewery,Cooperstown,NY,13326.0,USA,42.703091,-74.91413,3,0.0,-14.9479349271,18.1603214425,3.21238651541
1945,4440,"2,888",83,6,"42,213",25161,Bullfrog Et Tu Brut,,7.5,225.0,10.0666666667,29,100,96,4.14,Lambic Style - Fruit,Sour,Bullfrog Brewery,Brew Pub,Williamsport,PA,17701.0,USA,41.256736,-77.0108,2,0.0,-16.5717707248,19.7602445145,3.18847378971
488,1007,"13,171",74,4,"26,021",15101,Three Floyds Dark Lord Russian Imperial Stout - Bourbon Barrel Aged,"Dark Lord aged in a variety of Bourbon barrels including Woodford Reserve and Heaven Hill. 
 
This listing is specifically for Bourbon barrel aged variants of Dark Lord. NOT Brandy.",15.0,450.0,46.8095238095,413,100,100,,Imperial Stout,Stout,Three Floyds Brewing Company,Microbrewery,Munster,IN,46321.0,USA,41.551457,-87.50143,10,0.0,-16.5540483385,19.7276208289,3.17357249041
1836,4160,551,93,8,"12,845",18107,B. Nektar Miel de Garde #1,"A traditional mead made with orange blossom honey. Aged for 18 months in oak barrels. For the first release in our Miel de Garde line, we used the highest quality orange blossom honey available, then aged it in a neutral American oak barrel for 18 months. The result is a bright aromatic, decadent mead made for sipping. Serve at cellar temperature.",14.0,420.0,40.1707317073,66,99,97,,Mead,"Other (Cider, Mead, etc.)",B. Nektar Meadery,Meadery,Ferndale,MI,48220.0,USA,42.460986,-83.13398,1,0.0,-14.7165643504,17.8732424916,3.15667814123
1224,2820,"11,372",94,5,"34,794",22924,Russian River STS Pils,GABF Gold 2015.,5.3,159.0,32.2631578947,96,93,100,,Pilsener,Pils/Lager,Russian River Brewing,Brew Pub/Brewery,Santa Rosa,CA,95404.0,USA,38.457611,-122.69317,12,0.0,-13.8294615889,16.9685365748,3.13907498597
111,209,"5,741",62,5,"6,984",11056,Goose Island SPF,"Sunshine-colored Kolsch with a lemon aroma, slightly hoppy bready flavor and light body.",5.6,168.0,32.2631578947,14,90,99,3.67,K??lsch,Pils/Lager,Goose Island Beer Company (Brewpubs) AB-Inbev,Brew Pub/Brewery,Chicago,IL,60614.0,USA,41.922682,-87.65432,12,0.0,-12.6462670118,15.7829261488,3.136659137
562,1152,"11,512",29,4,"5,825",13512,Sante Adairius West Ashley,Saison aged in pinot noir barrels with apricots.,7.3,219.0,10.0666666667,212,100,99,,Sour/Wild Ale,Sour,Sante Adairius Rustic Ales,Microbrewery,Capitola,CA,95010.0,USA,36.9761,-121.95316,2,0.0,-16.7555398936,19.876532362,3.12099246847
552,1132,"11,372",29,5,"34,794",22924,Russian River Temptation,"Is it beer, or is it wine? ""Aged in French oak wine barrels for twelve months with distinct characteristics of fruit and subtle oak"" sounds more like a description of wine than beer. But, of course, Temptation is indeed beer. Actually, Temptation is a Blonde Ale Fermented with a special strain of yeast, then aged in French oak chardonnay barrels. Flavors of wine and oak absorb into the brew throughout twelve months of aging. During this aging process, a secondary fermentation occurs using a yeast strain disliked by most brewers and winemakers called Brettanomyces. The ""Bret"" gives Temptation intriguing characteristics and a pleasant sourness. Temptation is re-fermented in the bottle to create its carbonation--a process commonly used to make fine champagne and sparkling wine. Spent yeast forms a thin layer of sediment to remain in the bottle.",7.25,218.0,10.0666666667,1151,100,100,,Sour/Wild Ale,Sour,Russian River Brewing,Brew Pub/Brewery,Santa Rosa,CA,95404.0,USA,38.457611,-122.69317,2,0.0,-16.8502296138,19.9646097201,3.11438010635
1512,3430,"1,795",34,3,"19,278",21489,Boulevard Love Child No. 7,"The 7th bottling in our Love Child series of blended sour ales returns to the Flanders-style red base beer that has composed most of our releases with the notable exception of Love Child No. 6. The very first release of a Love Child blend was 100% soured Bourbon Barrel Quad, but each subsequent batch has included an increasing amount of Flanders-style red. For that reason, the strength has been steadily declining from the 12.5 ABV of Love Child No. 1 to more recent releases in the 8-9.5% range.  
Following primary fermentation with our house Belgian yeast strain, the component batches of beer were aged in a variety of whiskey and wine barrels as well as stainless steel tanks. Following aging in those vessels with lactobacillus and brettanomyces, samples were pulled from like lots and blended during a tasting session attended by brewers and members of our quality assurance team. With each release of a Love Child blend, it's not our intention to reproduce the character of the previous blend, but rather to offer a blend of the very best sour beers we have on hand. 

The blend for Love Child No. 7 breaks down as follows: 

Previously used red wine barrels ?? 48%
Previously used whiskey barrels ?? 30%
Stainless tanks ?? 22% 

The resulting beer was blended together in a bottling tank on our Smokestack Series bottling line and inoculated with brettanomyces and our bottle conditioning yeast strain. 

Pouring a slightly hazy, reddish amber hue, Love Child No. 7 opens with aromas of red fruit with a slight acidity detected. Lactobacillus provides a crisp, refreshing acidity with fruit, oak and subtle spice notes presenting in the flavor of the beer. Ending fermentation quite dry at 1.75 Plato, Love Child No. 7 tapers to a subtle oaky finish that begs for another sip. At 8.2 ABV and 9 IBUs, our latest Love Child blend is a perfect match for aged/funky cheese, desserts with fruit and tangy/citrusy salads. 

Love Child No. 7 is a limited release that is available exclusively in 750 mL bottles.",8.2,246.0,9.0,73,99,94,,Sour Red/Brown,Sour,Boulevard Brewing Company (Duvel-Moortgat),Commercial Brewery,Kansas City,MO,64108.0,USA,39.084554,-94.58296,2,0.0,-16.6567079038,19.7432458544,3.08653795056
1986,4585,"7,919",76,1,"20,324",5233,Leelanau Whaleback White,"A hand-crafted artisan ale. 
Pale, tart and refreshing.",5.2,156.0,21.03125,238,92,99,,Witbier,Wheat Beer,Leelanau Brewing Company,Client Brewer,Lake Leelanau,MI,49653.0,USA,44.975051,-85.72325,3,0.0,-15.3277485157,18.3397351152,3.01198659955
1834,4155,"12,687",93,8,"31,253",7578,Superstition Aphrodisia Pyment - Cabernet/Syrah,,14.0,420.0,40.1707317073,43,99,98,,Mead,"Other (Cider, Mead, etc.)",Superstition Meadery,Meadery,Prescott,AZ,86301.0,USA,34.589477,-112.44726,1,0.0,-14.6663510702,17.6756864026,3.0093353324
1522,3501,"13,274",47,5,"1,264",18571,Tired Hands Homespun Moon,A dark mild brewed with plenty of high dried malt.,3.8,114.0,34.5212765957,15,87,99,3.62,Mild Ale,Brown/Amber Ale,Tired Hands Brewing Company,Brew Pub/Brewery,Ardmore,PA,19003.0,USA,40.000861,-75.29694,8,0.0,-14.5795140456,17.56772601,2.98821196447
1241,2849,"3,902",94,4,"1,607",10240,Creature Comforts / Jester King Mutualism,The base beer for Mutualism is a pilsner brewed using local wheat and grits from Georgia???based DaySpring Farms. The finished pilsner underwent a secondary fermentation with a blend of both Creature Comforts' and Jester King's house-??mixedcultures of yeast and bacteria. The beer was then bottle conditioned for five months.,5.5,165.0,32.2631578947,31,89,99,3.61,Pilsener,Pils/Lager,Creature Comforts Brewing Company,Microbrewery,Athens,GA,30601.0,USA,33.979016,-83.36423,12,0.0,-13.0268541033,16.0129140642,2.98605996093
