"","name","ibu","abv","calories","beer_style_name","beer_style_norm","num_ratings","overall_rating","brewery_name","brewery_type","city","state","zip_code","post_code","loc_id","lat","long"
"1653","Surly Darkness",85,9.6,288,"Imperial Stout","Stout",1066,100,"Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","24,923","23182",44.980379,-93.23003
"1654","AleSmith Speedway Stout - Velvet",NA,12,360,"Imperial Stout","Stout",30,100,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1655","Prairie / Evil Twin Bible Belt - Barrel Aged",NA,13,390,"Imperial Stout","Stout",181,100,"Prairie Artisan Ales","Microbrewery","Tulsa","OK","74107","39,178","7924",36.102042,-96.03144
"1656","Cigar City Hunahpu??s Imperial Stout - Rum Barrel Aged",NA,11,330,"Imperial Stout","Stout",74,100,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1657","Stone Imperial Russian Stout",NA,10.5,315,"Imperial Stout","Stout",3225,100,"Stone Brewing","Commercial Brewery","Escondido","CA","92029","12,182","17514",33.087868,-117.11558
"1658","Westbrook Mexican Cake Imperial Stout - Pappy Barrel",NA,10.8,324,"Imperial Stout","Stout",22,100,"Westbrook Brewing","Microbrewery","Mount Pleasant","SC","29464","25,875","6745",32.813518,-79.85899
"1659","Side Project Derivation Blend #1",NA,15,450,"Imperial Stout","Stout",28,100,"Side Project Brewing","Microbrewery","Saint Louis","MO","63143","33,745","4037",38.612452,-90.31822
"1660","AleSmith Speedway Stout - Brewer??s Blend: Vietnamese Coffee",NA,12,360,"Imperial Stout","Stout",45,100,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1661","AleSmith Speedway Stout - Hawaiian",NA,12,360,"Imperial Stout","Stout",306,100,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1662","Hogshead Barge??s Mild",NA,3.5,105,"Mild Ale","Brown/Amber Ale",22,94,"Hogshead Brewery","Microbrewery","Denver","CO","80212","9,984","8398",39.770336,-105.04688
"1663","Hair of the Dog Little Dog - Doggie Claws",NA,3.5,105,"Mild Ale","Brown/Amber Ale",34,91,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"1664","Holy Mountain Helmsman",NA,3.7,111,"Mild Ale","Brown/Amber Ale",13,89,"Holy Mountain Brewing Company","Brew Pub/Brewery","Seattle","WA","98119","35,214","13678",47.538887,-122.38803
"1665","Funky Buddha Founders Series  1: Veruca Snozzberry Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",33,100,"Funky Buddha Brewery","Brew Pub/Brewery","Fort Lauderdale","FL","33334","13,345","27821",26.182161,-80.13341
"1666","De Garde Nelson Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"1667","The Civil Life British Mild",20,3.7,111,"Mild Ale","Brown/Amber Ale",10,90,"The Civil Life Brewing Company","Microbrewery","Saint Louis","MO","63116","33,752","4037",38.580552,-90.26307
"1668","Tired Hands Homespun Moon",NA,3.8,114,"Mild Ale","Brown/Amber Ale",15,87,"Tired Hands Brewing Company","Brew Pub/Brewery","Ardmore","PA","19003","1,264","18571",40.000861,-75.29694
"1669","Machine House Mild",NA,3.7,111,"Mild Ale","Brown/Amber Ale",21,82,"Machine House Brewery","Microbrewery","Seattle","WA","98108","35,211","13678",47.432251,-121.803388
"1670","First Magnitude Drift English Mild",NA,4.9,147,"Mild Ale","Brown/Amber Ale",21,82,"First Magnitude Brewing Company","Microbrewery","Gainesville","FL","32601","14,088","21610",29.653195,-82.3244
"1671","Cigar City El Lector English Dark Mild",NA,4,120,"Mild Ale","Brown/Amber Ale",77,82,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1672","Hair of the Dog Little Dog Light",NA,3.2,96,"Mild Ale","Brown/Amber Ale",67,82,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"1673","Tired Hands Moon Trip",NA,4,120,"Mild Ale","Brown/Amber Ale",16,82,"Tired Hands Brewing Company","Brew Pub/Brewery","Ardmore","PA","19003","1,264","18571",40.000861,-75.29694
"1674","Surly Dodgy Geezer",NA,3.8,114,"Mild Ale","Brown/Amber Ale",122,81,"Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","24,923","23182",44.980379,-93.23003
"1675","Port Brewing Dawn Patrol English Dark Mild Ale",NA,5,150,"Mild Ale","Brown/Amber Ale",38,81,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"1676","Hair of the Dog Little Dog - Adam with Smoked Malt",NA,3.5,105,"Mild Ale","Brown/Amber Ale",30,88,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"1677","Forest & Main Poor Yorick",NA,4.5,135,"Mild Ale","Brown/Amber Ale",13,84,"Forest & Main Brewing Company","Microbrewery","Ambler","PA","19002","851","21242",40.169608,-75.21158
"1678","Eagle Rock Solidarity",16,3.96,119,"Mild Ale","Brown/Amber Ale",74,79,"Eagle Rock Brewery","Microbrewery","Los Angeles","CA","90065","22,175","20952",34.107559,-118.22663
"1679","Revolution Workingman Mild",NA,3.5,105,"Mild Ale","Brown/Amber Ale",48,79,"Revolution Brewing Company","Brew Pub","Chicago","IL","60647","7,014","11056",41.921126,-87.70085
"1680","Lion Bridge Workman??s Compensation",NA,4.7,141,"Mild Ale","Brown/Amber Ale",13,79,"Lion Bridge Brewing Company","Microbrewery","Cedar Rapids","IA","52404","6,301","4040",41.947335,-91.68819
"1681","Summit Union Series #4: 3X Mild Ale",38,7.2,216,"Mild Ale","Brown/Amber Ale",21,85,"Summit Brewing Company","Microbrewery","Saint Paul","MN","55102","33,838","25740",44.935315,-93.12049
"1682","Stillwater Gose Gone Wild",NA,4.3,129,"Grodziskie/Gose/Lichtenhainer","Sour",272,99,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","2,278","7362",39.284607,-76.55696
"1683","Lost Nation The Wind",NA,4.5,135,"Grodziskie/Gose/Lichtenhainer","Sour",57,96,"Lost Nation Brewing","Microbrewery","Morrisville","VT","05661","25,644","1368",44.549391,-72.60332
"1684","De Garde Apricot Gose",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",50,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"1685","The Veil Never Never Forever Forever",NA,5.1,153,"Grodziskie/Gose/Lichtenhainer","Sour",28,99,"The Veil Brewing Company","Microbrewery","Richmond","VA","23230","32,285","23801",37.580346,-77.48831
"1686","Paradox Beer Skully Barrel No. 30 (Salty Melons)",NA,8.9,267,"Grodziskie/Gose/Lichtenhainer","Sour",36,99,"Paradox Beer Company","Microbrewery","Divide","CO","80814","10,371","13078",38.927344,-105.18746
"1687","Arizona Wilderness Blood Orange Gose",NA,3.6,108,"Grodziskie/Gose/Lichtenhainer","Sour",13,99,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","14,553","26038",33.348593,-111.80833
"1688","J. Wakefield / Omnipollo One Trick Pony",10,7,210,"Grodziskie/Gose/Lichtenhainer","Sour",51,98,"J. Wakefield Brewing","Microbrewery","Miami","FL","33127","24,344","12976",25.813808,-80.2058
"1689","De Garde Amarillo Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",25,98,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"1690","Grimm Super Going",NA,4.8,144,"Grodziskie/Gose/Lichtenhainer","Sour",64,98,"Grimm Artisanal Ales","Client Brewer","Brooklyn","NY","",NA,"4881",40.655481,-74.00424
"1691","Westbrook Gozu",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",182,98,"Westbrook Brewing","Microbrewery","Mount Pleasant","SC","29464","25,875","6745",32.813518,-79.85899
"1692","TRVE / Prairie Barrel Fermented Gose Aged on Peaches",NA,4.9,147,"Grodziskie/Gose/Lichtenhainer","Sour",12,98,"TRVE Brewing","Brew Pub/Brewery","Denver","CO","80203","10,041","8398",39.731286,-104.98306
"1693","Grimm Super Spruce",NA,4.7,141,"Grodziskie/Gose/Lichtenhainer","Sour",63,98,"Grimm Artisanal Ales","Client Brewer","Brooklyn","NY","",NA,"4881",40.618561,-73.9216
"1694","Arizona Wilderness / Beavertown Opinyonated Gratzer",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",11,98,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","14,553","26038",33.348593,-111.80833
"1695","Tired Hands PermaShore",NA,6.8,204,"Grodziskie/Gose/Lichtenhainer","Sour",22,97,"Tired Hands Brewing Company","Brew Pub/Brewery","Ardmore","PA","19003","1,264","18571",40.000861,-75.29694
"1696","The Veil Never Forever",NA,4.9,147,"Grodziskie/Gose/Lichtenhainer","Sour",26,97,"The Veil Brewing Company","Microbrewery","Richmond","VA","23230","32,285","23801",37.580346,-77.48831
"1697","De Garde Cherry Raz Gose",NA,5.4,162,"Grodziskie/Gose/Lichtenhainer","Sour",11,97,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"1698","Rapp Gose",10,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",121,97,"Rapp Brewing Company","Microbrewery","Largo","FL","33777","20,692","1444",27.851052,-82.76111
"1699","Modern Times Fruitlands - Passion Fruit & Guava",NA,4.9,147,"Grodziskie/Gose/Lichtenhainer","Sour",79,97,"Modern Times Beer","Microbrewery","San Diego","CA","92110","34,355","6960",32.766482,-117.20077
"1700","Perennial Suburban Beverage",NA,4.2,126,"Grodziskie/Gose/Lichtenhainer","Sour",123,97,"Perennial Artisan Ales","Microbrewery","Saint Louis","MO","63111","33,751","4037",38.559302,-90.25174
"1701","De Garde Azacca Hose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",19,97,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"1702","Fair State Lichtenhainer",10,5.1,153,"Grodziskie/Gose/Lichtenhainer","Sour",19,96,"Fair State Brewing Cooperative","Microbrewery","Minneapolis","MN","55418","24,927","23182",45.019315,-93.24304
"1703","Westbrook Gose",5,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",736,96,"Westbrook Brewing","Microbrewery","Mount Pleasant","SC","29464","25,875","6745",32.813518,-79.85899
"1704","Crane Orange Gose",NA,4.1,123,"Grodziskie/Gose/Lichtenhainer","Sour",24,96,"Crane Brewing Company","Microbrewery","Kansas City","MO","64133","19,297","21489",39.013905,-94.4591
"1705","Kent Falls Alternate World",NA,4.6,138,"Grodziskie/Gose/Lichtenhainer","Sour",19,96,"Kent Falls Brewing","Microbrewery","Kent","CT","06757","19,552","18013",41.729239,-73.45553
"1706","J. Wakefield / Finback Every Gose Has Its Thorn",NA,NA,NA,"Grodziskie/Gose/Lichtenhainer","Sour",10,95,"J. Wakefield Brewing","Microbrewery","Miami","FL","33127","24,344","12976",25.813808,-80.2058
"1707","Sante Adairius There She Gose",NA,5.7,171,"Grodziskie/Gose/Lichtenhainer","Sour",36,95,"Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","5,825","13512",36.9761,-121.95316
"1708","Cigar City Gose",NA,2.7,81,"Grodziskie/Gose/Lichtenhainer","Sour",20,95,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1709","Bluejacket A Little Golden Gem",6,3.8,114,"Grodziskie/Gose/Lichtenhainer","Sour",28,95,"Bluejacket","Brew Pub","Washington","DC","20003","40,793","11545",38.881762,-76.99447
"1710","Libertine Pacific Ocean Blue Gose",NA,4.5,135,"Grodziskie/Gose/Lichtenhainer","Sour",41,95,"Libertine Brewing Company","Brew Pub","Morro Bay","CA","93442","25,645","15349",35.373047,-120.83844
"1711","Westbrook Key Lime Pie Gose",NA,4,120,"Grodziskie/Gose/Lichtenhainer","Sour",139,95,"Westbrook Brewing","Microbrewery","Mount Pleasant","SC","29464","25,875","6745",32.813518,-79.85899
"1712","Night Shift Harborside",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",45,95,"Night Shift Brewing","Microbrewery","Everett","MA","02149","12,380","26290",42.409916,-71.0522
"1713","Upright Gose (White Truffle)",NA,5.2,156,"Grodziskie/Gose/Lichtenhainer","Sour",38,95,"Upright Brewing","Microbrewery","Portland","OR","97227","30,957","10960",45.543831,-122.67497
"1714","Cascade Gose",NA,7.5,225,"Grodziskie/Gose/Lichtenhainer","Sour",162,94,"Cascade Brewing","Brew Pub","Portland","OR","97225","31,002","10960",45.497856,-122.76988
"1715","Creature Comforts Tritonia",NA,4.5,135,"Grodziskie/Gose/Lichtenhainer","Sour",11,95,"Creature Comforts Brewing Company","Microbrewery","Athens","GA","30601","1,607","10240",33.979016,-83.36423
"1716","Arizona Wilderness Oaked-n-Ordinary",NA,3.5,105,"Bitter","Pale Ale",18,93,"Arizona Wilderness Brewing Company","Brew Pub","Gilbert","AZ","85233","14,553","26038",33.348593,-111.80833
"1717","Russian River Don the Younger",37,5.65,170,"Bitter","Pale Ale",14,90,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"1718","Surly Bitter Brewer",37,4,120,"Bitter","Pale Ale",457,90,"Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","24,923","23182",44.980379,-93.23003
"1719","Hogshead Denver Pride",NA,4.5,135,"Bitter","Pale Ale",21,89,"Hogshead Brewery","Microbrewery","Denver","CO","80212","9,984","8398",39.770336,-105.04688
"1720","Other Half Mosaic",NA,7,210,"India Pale Ale (IPA)","IPA",47,100,"Other Half Brewing","Microbrewery","Brooklyn","NY","11231","4,777","4881",40.583803,-73.95019
"1721","De Garde Imperial Blu Bu",NA,5.4,162,"Berliner Weisse","Wheat Beer",36,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"1722","Sierra Nevada / New Glarus Beer Camp There And Back",40,5.6,168,"Bitter","Pale Ale",424,86,"Sierra Nevada Brewing Company","Commercial Brewery","Chico","CA","95928","7,067","17127",39.720955,-121.81888
"1723","Sun King / Three Floyds Royal Brat",55,4.7,141,"Bitter","Pale Ale",50,91,"Sun King Brewing Company","Microbrewery","Indianapolis","IN","46202","18,239","28532",39.782842,-86.15673
"1724","Hogshead Boy??s Bitter",38,4.7,141,"Bitter","Pale Ale",16,83,"Hogshead Brewery","Microbrewery","Denver","CO","80212","9,984","8398",39.770336,-105.04688
"1725","Cellarmaker Bad Teeth",NA,3.9,117,"Bitter","Pale Ale",12,84,"Cellarmaker Brewing Company","Microbrewery","San Francisco","CA","94103","34,504","9350",37.772329,-122.41087
"1726","Cellarmaker Rye Be Bitter?",21,3.8,114,"Bitter","Pale Ale",49,81,"Cellarmaker Brewing Company","Microbrewery","San Francisco","CA","94103","34,504","9350",37.772329,-122.41087
"1727","Russian River Gaffers Bitter",28,4.5,135,"Bitter","Pale Ale",68,78,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"1728","North Coast Old Stock Cellar Reserve (Bourbon Barrel)",NA,14.1,423,"Old Ale","Brown/Amber Ale",523,100,"North Coast Brewing Company","Microbrewery","Fort Bragg","CA","94357",NA,"21509",39.43695,-123.76087
"1729","Kuhnhenn Fourth Dementia (4D) Old Ale - Bourbon Barrel",NA,13.5,405,"Old Ale","Brown/Amber Ale",501,100,"Kuhnhenn Brewing","Brew Pub","Warren","MI","48092","40,506","23808",42.511293,-83.0597
"1730","The Bruery Poterie",NA,16.8,504,"Old Ale","Brown/Amber Ale",607,100,"The Bruery","Microbrewery","Placentia","CA","92870","30,479","5453",33.883314,-117.85446
"1731","Tired Hands Fripp",NA,4.6,138,"Bitter","Pale Ale",22,76,"Tired Hands Brewing Company","Brew Pub/Brewery","Ardmore","PA","19003","1,264","18571",40.000861,-75.29694
"1732","AleSmith Olde Ale - Bourbon & Brandy",NA,11,330,"Old Ale","Brown/Amber Ale",50,99,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1733","North Coast Old Stock Cellar Reserve (Rye Whiskey Barrel)",NA,13.75,412,"Old Ale","Brown/Amber Ale",72,99,"North Coast Brewing Company","Microbrewery","Fort Bragg","CA","94357",NA,"21509",39.43695,-123.76087
"1734","AleSmith Olde Ale",25,11,330,"Old Ale","Brown/Amber Ale",667,99,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1735","The Bruery Sucr?? (Rye Whiskey Barrel)",NA,16.3,489,"Old Ale","Brown/Amber Ale",132,99,"The Bruery","Microbrewery","Placentia","CA","92870","30,479","5453",33.883314,-117.85446
"1736","Hair of the Dog Adam from the Wood - 1978 Heaven Hill Barrel",NA,12,360,"Old Ale","Brown/Amber Ale",54,99,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"1737","AleSmith Olde Ale - Bourbon Barrel",NA,11,330,"Old Ale","Brown/Amber Ale",16,99,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1738","Founders Kaiser Curmudgeon",NA,11.9,357,"Old Ale","Brown/Amber Ale",358,99,"Founders Brewing Company","Microbrewery","Grand Rapids","MI","49503","15,169","13540",42.964176,-85.65885
"1739","North Coast Old Stock Ale",34,11.9,357,"Old Ale","Brown/Amber Ale",2170,99,"North Coast Brewing Company","Microbrewery","Fort Bragg","CA","94357",NA,"21509",39.43695,-123.76087
"1740","The Bruery Poterie (Scotch Whisky Barrel Aged)",NA,14.8,444,"Old Ale","Brown/Amber Ale",28,99,"The Bruery","Microbrewery","Placentia","CA","92870","30,479","5453",33.883314,-117.85446
"1741","North Coast Old Stock Cellar Reserve (Wheat Whiskey Barrel)",NA,14.1,423,"Old Ale","Brown/Amber Ale",44,98,"North Coast Brewing Company","Microbrewery","Fort Bragg","CA","94357",NA,"21509",39.43695,-123.76087
"1742","Great Divide Hibernation Ale - Barrel Aged",NA,11.1,333,"Old Ale","Brown/Amber Ale",213,98,"Great Divide Brewing Company","Microbrewery","Denver","CO","80205","10,039","8398",39.758986,-104.96678
"1743","Founders Curmudgeon Old Ale",50,9.8,294,"Old Ale","Brown/Amber Ale",1799,98,"Founders Brewing Company","Microbrewery","Grand Rapids","MI","49503","15,169","13540",42.964176,-85.65885
"1744","Avery Barrel-Aged Series 34 - Old Perseverance",NA,18.5,555,"Old Ale","Brown/Amber Ale",48,98,"Avery Brewing Company","Commercial Brewery","Boulder","CO","80301","4,134","18719",40.044385,-105.21928
"1745","The Bruery Chronology: 18 Old Ale",NA,16.6,498,"Old Ale","Brown/Amber Ale",15,98,"The Bruery","Microbrewery","Placentia","CA","92870","30,479","5453",33.883314,-117.85446
"1746","Cigar City Opal",NA,NA,NA,"Old Ale","Brown/Amber Ale",13,98,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1747","American Solera Old Dishoom",NA,8.5,255,"Old Ale","Brown/Amber Ale",29,97,"American Solera","Microbrewery","Tulsa","OK","74107","39,178","7924",36.102042,-96.03144
"1748","Wicked Weed Old Fashioned",NA,10,300,"Old Ale","Brown/Amber Ale",99,97,"Wicked Weed Brewing (AB-InBev)","Brew Pub","Asheville","NC","28801","1,502","13139",35.595661,-82.55632
"1749","Goose Island Celebration Red Ale",NA,5.8,174,"Irish Ale","Brown/Amber Ale",41,81,"Goose Island Beer Company (Brewpubs) AB-Inbev","Brew Pub/Brewery","Chicago","IL","60614","6,984","11056",41.922682,-87.65432
"1750","Great Divide Hibernation Ale",NA,8.7,261,"Old Ale","Brown/Amber Ale",1764,97,"Great Divide Brewing Company","Microbrewery","Denver","CO","80205","10,039","8398",39.758986,-104.96678
"1751","Eel River 20th Anniversary Bourbon Barrel Aged Triple Exultation",NA,11,330,"Old Ale","Brown/Amber Ale",11,97,"Eel River Brewing Company","Microbrewery","Fortuna","CA","95540","13,466","19812",40.583488,-124.14367
"1752","Russian River Hopfather",NA,6.81,204,"India Pale Ale (IPA)","IPA",59,99,"Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","34,794","22924",38.457611,-122.69317
"1753","The Bruery Chronology: 12 Old Ale",NA,16.7,501,"Old Ale","Brown/Amber Ale",29,97,"The Bruery","Microbrewery","Placentia","CA","92870","30,479","5453",33.883314,-117.85446
"1754","Sierra Nevada Trip in the Woods: Barrel Aged Old Ale",NA,8.2,246,"Old Ale","Brown/Amber Ale",31,97,"Sierra Nevada Brewing Company","Commercial Brewery","Chico","CA","95928","7,067","17127",39.720955,-121.81888
"1755","Mikkeller San Diego Viking Club #2: Ny Verden Bourbon Barrel Aged",NA,9,270,"Old Ale","Brown/Amber Ale",12,96,"Mikkeller San Diego","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1756","Saint Arnold Bishop??s Barrel #2",NA,7.8,234,"Old Ale","Brown/Amber Ale",42,96,"Saint Arnold Brewing Company","Brew Pub/Brewery","Houston","TX","77020","17,705","8885",29.775927,-95.31836
"1757","Clown Shoes The Ballad Of Minnie Quay",NA,11,330,"Old Ale","Brown/Amber Ale",15,96,"Clown Shoes Beer","Client Brewer","Ipswich","MA","01938","18,424","6025",42.682965,-70.84007
"1758","Kuhnhenn Fifth Dementia Very Old Ale - Bourbon Barrel",NA,15,450,"Old Ale","Brown/Amber Ale",55,96,"Kuhnhenn Brewing","Brew Pub","Warren","MI","48092","40,506","23808",42.511293,-83.0597
"1759","Surly Ten",63,10.5,315,"Old Ale","Brown/Amber Ale",54,95,"Surly Brewing Company","Microbrewery","Minneapolis","MN","55414","24,923","23182",44.980379,-93.23003
"1760","Capital Square Series Weizen Doppelbock",NA,8.5,255,"Weizen Bock","Wheat Beer",81,95,"Capital Brewery","Microbrewery","Middleton","WI","53562","24,488","5808",43.103711,-89.51106
"1761","Three Floyds Brian Boru",40,5.5,165,"Irish Ale","Brown/Amber Ale",746,97,"Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","26,021","15101",41.551457,-87.50143
"1762","Cigar City Hornswoggled",NA,5,150,"Irish Ale","Brown/Amber Ale",55,91,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1763","HammerHeart Bourbon Barrel Aged Dublin Raid",NA,7,210,"Irish Ale","Brown/Amber Ale",19,90,"HammerHeart Brewing Company","Microbrewery","Circle Pines","MN","55014","7,295","30253",45.153516,-93.14463
"1764","Karben4 Lady Luck Imperial Red Ale",NA,7.5,225,"Irish Ale","Brown/Amber Ale",39,89,"Karben4 Brewing","Brew Pub/Brewery","Madison","WI","53704","22,753","542",43.121416,-89.34968
"1765","Rubicon Irish Red Ale",NA,7,210,"Irish Ale","Brown/Amber Ale",50,89,"Rubicon Brewing Company","Brew Pub","Sacramento","CA","95814","33,408","22470",38.580255,-121.49125
"1766","Funky Buddha Red Dawn",20,5.2,156,"Irish Ale","Brown/Amber Ale",38,81,"Funky Buddha Brewery","Brew Pub/Brewery","Fort Lauderdale","FL","33334","13,345","27821",26.182161,-80.13341
"1767","Boulevard Irish Ale",30,5.8,174,"Irish Ale","Brown/Amber Ale",467,73,"Boulevard Brewing Company (Duvel-Moortgat)","Commercial Brewery","Kansas City","MO","64108","19,278","21489",39.084554,-94.58296
"1768","Kuhnhenn Extraneous Ale - Cassis",NA,17,510,"Fruit Beer","Other (Cider, Mead, etc.)",24,98,"Kuhnhenn Brewing","Brew Pub","Warren","MI","48092","40,506","23808",42.511293,-83.0597
"1769","Northampton Redheaded Stepchild",NA,5.5,165,"Irish Ale","Brown/Amber Ale",14,72,"Northampton Brewery (MA)","Brew Pub","Northampton","MA","01060","27,480","24975",42.324539,-72.63561
"1770","McFate McFate??s Irish Red Ale",17,5.4,162,"Irish Ale","Brown/Amber Ale",24,70,"McFate Brewing Company","Brew Pub","Scottsdale","AZ","85260","35,121","20028",33.606004,-111.88699
"1771","Great Lakes Conway??s Irish Ale",25,6.5,195,"Irish Ale","Brown/Amber Ale",593,69,"Great Lakes Brewing (Ohio)","Brew Pub/Brewery","Cleveland","OH","44113","7,567","11642",41.484688,-81.70125
"1772","Toppling Goliath Murph??s Irish Red",NA,5,150,"Irish Ale","Brown/Amber Ale",33,74,"Toppling Goliath","Microbrewery","Decorah","IA","52101","9,749","18793",43.345879,-91.77187
"1773","Shannon Irish Red",NA,5.8,174,"Irish Ale","Brown/Amber Ale",20,66,"Shannon Brewing Company","Microbrewery","Keller","TX","76248","19,446","3658",32.92704,-97.2506
"1774","Aviator Wide Open Red",48,6.1,183,"Irish Ale","Brown/Amber Ale",89,69,"Aviator Brewing Company","Microbrewery","Fuquay Varina","NC","27526","14,058","21244",35.575302,-78.80234
"1775","Free State Grace OMalleys Irish Ale",NA,NA,NA,"Irish Ale","Brown/Amber Ale",18,78,"Free State Brewing Company","Brew Pub","Lawrence","KS","66044","20,896","21053",38.983551,-95.23202
"1776","Dale Bros. Shameful McDale",NA,NA,NA,"Irish Ale","Brown/Amber Ale",11,76,"Last Name Brewing","Microbrewery","Upland","CA","91786","39,518","17222",34.101659,-117.65776
"1777","Tighthead Scarlet Fire Red Ale",30,5.6,168,"Irish Ale","Brown/Amber Ale",35,63,"Tighthead Brewing Company","Microbrewery","Mundelein","IL","60060","26,007","15373",42.263623,-88.01172
"1778","American River Fire Break",26,6,180,"Irish Ale","Brown/Amber Ale",16,67,"American River Brewing Co.","Microbrewery","Rancho Cordova","CA","95670","31,711","20372",38.605355,-121.28247
"1779","Knee Deep Immigration Red Ale (IRA)",29,6,180,"Irish Ale","Brown/Amber Ale",45,74,"Knee Deep Brewing Company","Microbrewery","Auburn","CA","95602","1,817","1770",38.976837,-121.09142
"1780","De Garde Imperial Stone Bu",NA,5.5,165,"Berliner Weisse","Wheat Beer",31,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"1781","Southampton Sullivans Irish Ale",NA,4.8,144,"Irish Ale","Brown/Amber Ale",15,74,"Southampton Publick House","Brew Pub/Brewery","Southampton","NY","11968","36,338","13143",40.904348,-72.40714
"1782","Midnight Rockville Red",NA,NA,NA,"Irish Ale","Brown/Amber Ale",18,61,"Midnight Brewery","Microbrewery","Rockville","VA","23146","32,882","3121",37.725675,-77.69002
"1783","Motorworks Rollcage Red Ale",NA,6.5,195,"Irish Ale","Brown/Amber Ale",14,59,"Motorworks Brewing","Brew Pub/Brewery","Bradenton","FL","34205","4,278","16986",27.485617,-82.58294
"1784","Town Hall Roscommon Red",NA,4.7,141,"Irish Ale","Brown/Amber Ale",11,81,"Minneapolis Town Hall Brewery","Brew Pub","Minneapolis","MN","55454","24,952","23182",44.969465,-93.24327
"1785","Raccoon Lodge Celtic Copper",NA,5.2,156,"Irish Ale","Brown/Amber Ale",28,78,"Cascade Brewing","Brew Pub","Portland","OR","97225","31,002","10960",45.497856,-122.76988
"1786","Triumph Irish Red",NA,NA,NA,"Irish Ale","Brown/Amber Ale",18,62,"Triumph Brewing Company","Brew Pub","Princeton","NJ","08542","31,319","3808",40.354424,-74.65943
"1787","Breckenridge F.S. 15",NA,5,150,"Irish Ale","Brown/Amber Ale",12,73,"Breckenridge Brewery (AB InBev)","Microbrewery","Denver","CO","80204","9,980","8398",39.734686,-105.01966
